data_dia,num_internacoes
2012-06-28,342
2012-06-29,372
2012-06-30,240
2012-07-01,306
2012-07-02,438
2012-07-03,384
2012-07-04,390
2012-07-05,300
2012-07-06,330
2012-07-07,227
2012-07-08,294
2012-07-09,396
2012-07-10,366
2012-07-11,414
2012-07-12,288
2012-07-13,330
2012-07-14,198
2012-07-15,210
2012-07-16,323
2012-07-17,372
2012-07-18,312
2012-07-19,258
2012-07-20,312
2012-07-21,210
2012-07-22,222
2012-07-23,294
2012-07-24,318
2012-07-25,300
2012-07-26,383
2012-07-27,312
2012-07-28,192
2012-07-29,186
2012-07-30,270
2012-07-31,282
2012-08-01,298
2012-08-02,198
2012-08-03,264
2012-08-04,186
2012-08-05,132
2012-08-06,318
2012-08-07,234
2012-08-08,306
2012-08-09,258
2012-08-10,274
2012-08-11,155
2012-08-12,138
2012-08-13,240
2012-08-14,282
2012-08-15,246
2012-08-16,293
2012-08-17,216
2012-08-18,210
2012-08-19,144
2012-08-20,335
2012-08-21,348
2012-08-22,234
2012-08-23,330
2012-08-24,190
2012-08-25,150
2012-08-26,120
2012-08-27,317
2012-08-28,222
2012-08-29,240
2012-08-30,263
2012-08-31,192
2012-09-01,228
2012-09-02,198
2012-09-03,317
2012-09-04,228
2012-09-05,287
2012-09-06,312
2012-09-07,252
2012-09-08,228
2012-09-09,174
2012-09-10,324
2012-09-11,246
2012-09-12,336
2012-09-13,220
2012-09-14,263
2012-09-15,161
2012-09-16,209
2012-09-17,299
2012-09-18,288
2012-09-19,334
2012-09-20,291
2012-09-21,222
2012-09-22,156
2012-09-23,112
2012-09-24,271
2012-09-25,253
2012-09-26,171
2012-09-27,189
2012-09-28,209
2012-09-29,123
2012-09-30,200
2012-10-01,256
2012-10-02,228
2012-10-03,201
2012-10-04,295
2012-10-05,282
2012-10-06,184
2012-10-07,142
2012-10-08,313
2012-10-09,247
2012-10-10,196
2012-10-11,190
2012-10-12,187
2012-10-13,200
2012-10-14,113
2012-10-15,218
2012-10-16,247
2012-10-17,318
2012-10-18,180
2012-10-19,242
2012-10-20,165
2012-10-21,109
2012-10-22,211
2012-10-23,159
2012-10-24,173
2012-10-25,171
2012-10-26,252
2012-10-27,141
2012-10-28,136
2012-10-29,155
2012-10-30,166
2012-10-31,239
2012-11-01,224
2012-11-02,153
2012-11-03,139
2012-11-04,146
2012-11-05,222
2012-11-06,222
2012-11-07,179
2012-11-08,226
2012-11-09,191
2012-11-10,156
2012-11-11,110
2012-11-12,201
2012-11-13,165
2012-11-14,163
2012-11-15,141
2012-11-16,110
2012-11-17,110
2012-11-18,143
2012-11-19,187
2012-11-20,207
2012-11-21,219
2012-11-22,214
2012-11-23,201
2012-11-24,187
2012-11-25,111
2012-11-26,232
2012-11-27,187
2012-11-28,261
2012-11-29,190
2012-11-30,169
2012-12-01,179
2012-12-02,152
2012-12-03,216
2012-12-04,244
2012-12-05,143
2012-12-06,173
2012-12-07,173
2012-12-08,185
2012-12-09,140
2012-12-10,252
2012-12-11,186
2012-12-12,169
2012-12-13,118
2012-12-14,184
2012-12-15,154
2012-12-16,105
2012-12-17,159
2012-12-18,118
2012-12-19,168
2012-12-20,150
2012-12-21,178
2012-12-22,151
2012-12-23,115
2012-12-24,92
2012-12-25,87
2012-12-26,266
2012-12-27,193
2012-12-28,216
2012-12-29,185
2012-12-30,81
2012-12-31,115
2013-01-01,215
2013-01-02,205
2013-01-03,195
2013-01-04,180
2013-01-05,160
2013-01-06,130
2013-01-07,175
2013-01-08,195
2013-01-09,160
2013-01-10,185
2013-01-11,150
2013-01-12,120
2013-01-13,80
2013-01-14,160
2013-01-15,140
2013-01-16,175
2013-01-17,110
2013-01-18,170
2013-01-19,95
2013-01-20,140
2013-01-21,150
2013-01-22,195
2013-01-23,115
2013-01-24,125
2013-01-25,140
2013-01-26,110
2013-01-27,120
2013-01-28,125
2013-01-29,165
2013-01-30,130
2013-01-31,145
2013-02-01,205
2013-02-02,110
2013-02-03,85
2013-02-04,150
2013-02-05,195
2013-02-06,115
2013-02-07,130
2013-02-08,110
2013-02-09,115
2013-02-10,110
2013-02-11,145
2013-02-12,145
2013-02-13,170
2013-02-14,235
2013-02-15,185
2013-02-16,165
2013-02-17,160
2013-02-18,215
2013-02-19,225
2013-02-20,190
2013-02-21,195
2013-02-22,150
2013-02-23,130
2013-02-24,130
2013-02-25,155
2013-02-26,200
2013-02-27,175
2013-02-28,170
2013-03-01,205
2013-03-02,165
2013-03-03,200
2013-03-04,240
2013-03-05,190
2013-03-06,220
2013-03-07,150
2013-03-08,195
2013-03-09,175
2013-03-10,160
2013-03-11,260
2013-03-12,195
2013-03-13,245
2013-03-14,240
2013-03-15,225
2013-03-16,180
2013-03-17,125
2013-03-18,235
2013-03-19,195
2013-03-20,230
2013-03-21,195
2013-03-22,210
2013-03-23,125
2013-03-24,210
2013-03-25,325
2013-03-26,230
2013-03-27,255
2013-03-28,170
2013-03-29,150
2013-03-30,190
2013-03-31,105
2013-04-01,270
2013-04-02,275
2013-04-03,265
2013-04-04,265
2013-04-05,265
2013-04-06,270
2013-04-07,210
2013-04-08,445
2013-04-09,305
2013-04-10,305
2013-04-11,295
2013-04-12,300
2013-04-13,240
2013-04-14,205
2013-04-15,320
2013-04-16,330
2013-04-17,275
2013-04-18,310
2013-04-19,315
2013-04-20,255
2013-04-21,245
2013-04-22,295
2013-04-23,235
2013-04-24,375
2013-04-25,275
2013-04-26,320
2013-04-27,295
2013-04-28,250
2013-04-29,380
2013-04-30,325
2013-05-01,190
2013-05-02,320
2013-05-03,310
2013-05-04,275
2013-05-05,265
2013-05-06,335
2013-05-07,275
2013-05-08,275
2013-05-09,270
2013-05-10,295
2013-05-11,235
2013-05-12,185
2013-05-13,440
2013-05-14,295
2013-05-15,260
2013-05-16,325
2013-05-17,275
2013-05-18,230
2013-05-19,185
2013-05-20,355
2013-05-21,285
2013-05-22,310
2013-05-23,270
2013-05-24,260
2013-05-25,145
2013-05-26,170
2013-05-27,320
2013-05-28,260
2013-05-29,305
2013-05-30,170
2013-05-31,230
2013-06-01,235
2013-06-02,230
2013-06-03,375
2013-06-04,285
2013-06-05,270
2013-06-06,275
2013-06-07,280
2013-06-08,180
2013-06-09,220
2013-06-10,245
2013-06-11,370
2013-06-12,250
2013-06-13,345
2013-06-14,285
2013-06-15,230
2013-06-16,175
2013-06-17,395
2013-06-18,260
2013-06-19,325
2013-06-20,325
2013-06-21,245
2013-06-22,230
2013-06-23,170
2013-06-24,320
2013-06-25,310
2013-06-26,400
2013-06-27,295
2013-06-28,225
2013-06-29,185
2013-06-30,220
2013-07-01,285
2013-07-02,225
2013-07-03,365
2013-07-04,315
2013-07-05,240
2013-07-06,180
2013-07-07,205
2013-07-08,225
2013-07-09,295
2013-07-10,315
2013-07-11,260
2013-07-12,265
2013-07-13,225
2013-07-14,190
2013-07-15,275
2013-07-16,275
2013-07-17,300
2013-07-18,320
2013-07-19,310
2013-07-20,210
2013-07-21,160
2013-07-22,315
2013-07-23,280
2013-07-24,180
2013-07-25,140
2013-07-26,220
2013-07-27,195
2013-07-28,115
2013-07-29,265
2013-07-30,265
2013-07-31,190
2013-08-01,245
2013-08-02,265
2013-08-03,180
2013-08-04,140
2013-08-05,265
2013-08-06,210
2013-08-07,255
2013-08-08,210
2013-08-09,210
2013-08-10,170
2013-08-11,110
2013-08-12,225
2013-08-13,245
2013-08-14,215
2013-08-15,190
2013-08-16,195
2013-08-17,220
2013-08-18,145
2013-08-19,229
2013-08-20,205
2013-08-21,245
2013-08-22,175
2013-08-23,240
2013-08-24,164
2013-08-25,205
2013-08-26,215
2013-08-27,175
2013-08-28,250
2013-08-29,190
2013-08-30,185
2013-08-31,165
2013-09-01,158
2013-09-02,214
2013-09-03,175
2013-09-04,220
2013-09-05,144
2013-09-06,198
2013-09-07,120
2013-09-08,140
2013-09-09,239
2013-09-10,209
2013-09-11,249
2013-09-12,184
2013-09-13,179
2013-09-14,200
2013-09-15,80
2013-09-16,249
2013-09-17,213
2013-09-18,254
2013-09-19,147
2013-09-20,180
2013-09-21,149
2013-09-22,78
2013-09-23,209
2013-09-24,156
2013-09-25,174
2013-09-26,114
2013-09-27,175
2013-09-28,113
2013-09-29,127
2013-09-30,191
2013-10-01,268
2013-10-02,161
2013-10-03,145
2013-10-04,231
2013-10-05,104
2013-10-06,129
2013-10-07,151
2013-10-08,136
2013-10-09,173
2013-10-10,147
2013-10-11,224
2013-10-12,74
2013-10-13,103
2013-10-14,228
2013-10-15,117
2013-10-16,219
2013-10-17,156
2013-10-18,197
2013-10-19,167
2013-10-20,155
2013-10-21,221
2013-10-22,170
2013-10-23,212
2013-10-24,210
2013-10-25,212
2013-10-26,149
2013-10-27,98
2013-10-28,204
2013-10-29,178
2013-10-30,207
2013-10-31,138
2013-11-01,150
2013-11-02,119
2013-11-03,117
2013-11-04,173
2013-11-05,207
2013-11-06,220
2013-11-07,114
2013-11-08,160
2013-11-09,129
2013-11-10,134
2013-11-11,160
2013-11-12,209
2013-11-13,180
2013-11-14,156
2013-11-15,87
2013-11-16,127
2013-11-17,87
2013-11-18,221
2013-11-19,230
2013-11-20,138
2013-11-21,192
2013-11-22,133
2013-11-23,76
2013-11-24,136
2013-11-25,195
2013-11-26,172
2013-11-27,139
2013-11-28,179
