data_dia,target,no_t,no2_t,nox_t,o3_t,nox_x_o3_t,no_lag1,no_lag7,o3_lag1,o3_lag7,pm10_lag1,pm2_5_lag1,so2_lag12,no_ma3_s1,no_ma7_s1,o3_ma7_s1,pm10_ma3_s1,pm2_5_ma3_s1,so2_ma7_s1,no_ma60_s1,nox_ma60_s1,no2_ma30_s1,o3_ma150_s1,so2_ma150_s21,pm10_ma30_s1,pm2_5_ma7_s1
2012-07-01,663.0,2.407631057406652,5.254105890644407,3.5170539238971323,7.5828267882057885,26.66921070969146,2.4792455982660244,2.2350920640776644,5.876105134213462,6.360117124744491,3.811242664536578,5.431509508429509,3.330646261443118,2.465258038092165,2.3393764038927407,5.740512815426945,3.6709766347317676,5.171237013600021,2.617381311447616,2.2377903091864657,3.3897384051331545,5.115980761857532,7.074826187465455,2.444649183784852,3.37301854452838,4.6636230032597865
2012-07-02,949.0,2.419275651987694,5.368156399410549,3.545109494998499,5.56601516992132,19.732133228193756,2.407631057406652,2.20439445627216,7.5828267882057885,6.405367755934082,3.9112424701458135,6.967155252167116,2.7893444446737146,2.4463159694090675,2.3640248315111676,5.915185624492844,3.824770244317438,5.973494357038622,2.8284784985940967,2.239168589600217,3.392098863611663,5.118537711299326,7.0763122108419125,2.4382912552171927,3.387036912068717,4.9225512385981185
2012-07-03,832.0,2.5172308078347965,5.375459268125701,3.6369164446943216,5.9805077828993545,21.750607103249042,2.419275651987694,2.1397251942278106,5.56601516992132,6.822200966441886,3.749519029291837,5.652287997962887,1.6690933091984927,2.435384102553457,2.3947221451848155,5.795278112205308,3.824001387991409,6.01698425285317,2.917679072082494,2.2451864637545387,3.3987270723037866,5.1221184941838755,7.066160650429737,2.443159640399295,3.406236180905962,5.165796960963198
2012-07-04,845.0,2.430783780985412,5.1375348675886165,3.519420372862604,5.456664600141526,19.20429656161626,2.5172308078347965,2.4006489983950563,5.9805077828993545,5.658891397341487,3.829063595100073,5.872388897492296,1.3376953881020135,2.4480458390763804,2.448651518557242,5.675036228842088,3.829941698179241,6.163944049207433,3.078479407357986,2.2504219094544653,3.404872640732107,5.13421593960946,7.055534133369483,2.4524319444044176,3.4138876975967096,5.412412075979297
2012-07-05,650.0,2.5032162677314687,5.3919190337301695,3.625262380710754,5.64331863471332,20.45851074879017,2.430783780985412,2.464457263455944,5.456664600141526,4.298720693670373,3.702839770458991,4.560383221851311,0.974223977312521,2.4557634136026336,2.4529564874987213,5.646146686384951,3.7604741316169665,5.3616867057688316,3.198434672474437,2.251643156982437,3.406536230047641,5.12053544755299,7.036391848795021,2.456666406826421,3.4146773933893404,5.5094180586105255
2012-07-06,715.0,2.4655956001815778,5.311886569819056,3.577750035707145,4.911414742820372,17.571814271498184,2.5032162677314687,2.4520712525545267,5.64331863471332,4.762186635642835,3.5232443234474915,4.301406464934273,1.863347007947353,2.483743618850559,2.458493488109511,5.838232106533943,3.6850492296688517,4.91139286142596,3.194238926856435,2.2577152963227585,3.413540145515053,5.11752524966297,7.017895185579653,2.4581717339124793,3.4119384426170973,5.472421379050949
2012-07-07,493.0,2.5606682209194456,5.117522932267073,3.652035124816389,6.381794675702543,23.306538315031904,2.4655956001815778,2.4792455982660244,4.911414742820372,5.876105134213462,3.7200547376208033,4.434128500818453,2.503601328056809,2.466531882966153,2.4604255377705178,5.859550407559306,3.6487129438424284,4.4319727292013456,3.1064101083802806,2.261055977911531,3.417723003413627,5.121041638795938,6.977500002858182,2.466958114923192,3.423734940816869,5.317037120522264
2012-07-08,637.0,1.9817655229797853,4.687047014891394,3.1310011328701752,6.679880701277057,20.914714043136087,2.5606682209194456,2.407631057406652,6.381794675702543,7.5828267882057885,3.684656713663324,5.690734296720394,2.221053928858519,2.5098266962774973,2.472057341006721,5.931791770629175,3.6426519249105396,4.808756420824373,3.042198999846039,2.265655290979524,3.422119300139713,5.146062412334918,6.9461500539799275,2.4675064064698007,3.4511853099487553,5.354069233135247
2012-07-09,858.0,2.1456721096981983,4.976016499261226,3.2816775815952166,6.088809728696855,19.981510385263324,1.9817655229797853,2.419275651987694,6.679880701277057,5.56601516992132,3.189776366322441,4.146083092379607,2.456430806053912,2.336009781360269,2.4112194075171685,5.802799472496498,3.5314959392021894,4.756981963306152,2.705460750852411,2.2592182087705126,3.416204526174697,5.139493613269883,6.9124623048653895,2.4740191229691963,3.4641376597570663,4.951058924594174
2012-07-10,793.0,2.5117596484731,5.325969635581631,3.6246802719068993,5.9226146421321255,21.467584451443255,2.1456721096981983,2.5172308078347965,6.088809728696855,5.9805077828993545,2.947662126809573,2.767668554064198,2.9282644150114527,2.2293686178658096,2.3721331871900975,5.877484409464432,3.2740317355984456,4.201495314388066,2.4769740049397106,2.255436453185363,3.4117378763143837,5.1390510811508845,6.890595435647994,2.4732104326642084,3.471906686453631,4.5389704326086475
2012-07-11,897.0,2.52937079718972,5.514598605109456,3.668015991391016,6.103204406060816,22.38665136015918,2.5117596484731,2.430783780985412,5.9226146421321255,5.456664600141526,3.352291725372589,4.416111365643251,3.181261849027761,2.2130657603836945,2.3713515929955697,5.8692139607834,3.163243406168201,3.776621004029019,2.3351633900018633,2.257192478389503,3.4125473577435463,5.160245398564118,6.871767919561803,2.4741585280755682,3.492222503796492,4.330930785201642
2012-07-12,624.0,2.246962714430741,5.555763624123854,3.4603235929367973,6.2871820916439125,21.75568452480515,2.52937079718972,2.5032162677314687,6.103204406060816,5.64331863471332,3.75554007685184,5.496091991950166,3.1677098451775048,2.3956008517870058,2.3854354524533283,5.961576790200441,3.351831309678,4.226623970552538,2.320928335511927,2.2591416724056144,3.4138035861304785,5.167035731924836,6.8469416878272495,2.46750977241247,3.513070231648581,4.464603466644334
2012-07-13,715.0,1.916077216770488,4.802250778721192,3.132211005974648,6.922819783308258,21.683732317657153,2.246962714430741,2.4655956001815778,6.2871820916439125,4.911414742820372,3.751144461644228,4.943316734637557,3.341027317972716,2.4293643866978534,2.348827801981795,6.0535572840476695,3.6196587546228858,4.951840030743658,2.299107135969632,2.267661235752882,3.4194770562502796,5.183770936203127,6.835585250969137,2.456864823897359,3.528442411660863,4.556304933744803
2012-07-14,429.0,1.9551082853235864,4.885520185651005,3.169462413461388,7.238711800555832,22.942824973741118,1.916077216770488,2.5606682209194456,6.922819783308258,6.381794675702543,3.152838725463818,3.2389845823750303,3.128005342475596,2.230803576130316,2.270325175780211,6.340900861260224,3.553174421319962,4.559464436320918,2.1141656094507715,2.2639047565808768,3.4163055230806356,5.161443560344965,6.834690002100926,2.44544827717989,3.516925558436786,4.385570088252886
2012-07-15,455.0,1.537231242656647,4.92541479223479,3.0647307787606275,8.575680444672066,26.282151807602105,1.9551082853235864,1.9817655229797853,7.238711800555832,6.679880701277057,3.4981864316388545,3.828934026462083,3.346656275786961,2.039382738841605,2.1838166135522314,6.463317593382123,3.4673898729156334,4.003745114491557,1.9612453459259551,2.259257233644407,3.4122384627313673,5.148921494098076,6.8391495685582475,2.4361909917865847,3.521172522223814,4.119598621073128
2012-07-16,701.0,2.0945801718189974,5.327119370212973,3.3347645240672485,5.4340217246670095,18.121182870430268,1.537231242656647,2.1456721096981983,8.575680444672066,6.088809728696855,3.335069320016665,3.994864076461321,3.296117661869065,1.8028055815835735,2.1203117163632115,6.734146128152838,3.3286981590397793,3.687594228432811,1.995331325499383,2.246832724930698,3.4072197875492396,5.128066277050547,6.855757542482911,2.442795114767945,3.510864531491723,4.097995904513373
2012-07-17,806.0,2.0262081646086267,5.025816543628812,3.2337624155431937,5.749888413677316,18.59377304571698,2.0945801718189974,2.5117596484731,5.4340217246670095,5.9226146421321255,3.3005687580637915,4.400002435841255,2.8988941956854397,1.8623065665997434,2.113012868094754,6.640604984720002,3.37794150323977,4.074600179588219,2.0653792476295227,2.2484937177941706,3.410993111366326,5.1254763874079945,6.844510687781396,2.446946502350923,3.498268428073818,4.331186459052952
2012-07-18,676.0,2.150672675243828,5.063521230034696,3.303668612486085,5.157711026798734,17.039368031508353,2.0262081646086267,2.52937079718972,5.749888413677316,6.103204406060816,3.0325903397874603,2.3707505028906786,2.566460119694681,1.8860065263614232,2.0436483703998296,6.615929809226459,3.2227428059559724,3.5885390050644177,1.9442585816535556,2.244121573904138,3.4090777399907517,5.131068831791394,6.829510395290393,2.449915683321686,3.4822123379277614,4.038992050088298
2012-07-19,559.0,2.079745748416196,4.640747018615416,3.1704830407397058,6.603808484608337,20.93726280474371,2.150672675243828,2.246962714430741,5.157711026798734,6.2871820916439125,3.1370532362555417,3.0602522808198023,2.7182320854378115,2.090487003890484,1.9895486386932737,6.480859326474731,3.1567374447022645,3.277001739850578,1.6836410897997758,2.2406525587232626,3.407609076142437,5.110791034520104,6.815812035740787,2.454481899748524,3.461847219429681,3.6910149484982466
2012-07-20,676.0,2.4097606096730644,5.132863089103765,3.4997420290759536,5.508952788628265,19.279913610557514,2.079745748416196,1.916077216770488,6.603808484608337,6.922819783308258,3.14469634802672,3.2871873465968653,0.9838595750173202,2.08554219608955,1.9656605006911956,6.526091668326793,3.1047799746899076,2.906063376769115,1.5124836757721174,2.241421066728493,3.407704977912503,5.082629709046672,6.808074550376147,2.462386811200507,3.438330633284061,3.4544250359210054
2012-07-21,455.0,2.5731239376687256,5.795853383036636,3.7494239182205416,5.672179920583409,21.267407062685727,2.4097606096730644,1.9551082853235864,5.508952788628265,7.238711800555832,3.4247475453965666,4.653542116571534,1.528598121086697,2.213393011111029,2.036186699677278,6.324110669086794,3.2354990432262762,3.6669939146627333,1.651426397083681,2.242803994712935,3.4090310475664096,5.060186197515327,6.7982670107564545,2.4654670719899583,3.4272864363130466,3.656504683663363
2012-07-22,481.0,2.5583264947858297,5.775506054613225,3.731885143965889,7.810776477092142,29.14892069769839,2.5731239376687256,1.537231242656647,5.672179920583409,8.575680444672066,3.8336483585610095,5.845848815050549,2.35398197122203,2.354210098585995,2.124474650012298,6.100320400519304,3.4676974173280986,4.595526092739649,1.8137320111541528,2.2484106899144223,3.4149082967527797,5.091459660115474,6.7803837459482175,2.468475115409527,3.444223223234754,3.9446353677474293
2012-07-23,637.0,2.5702577838192853,5.859445725181432,3.75492838062219,6.592338352037349,24.75375837272916,2.5583264947858297,2.0945801718189974,7.810776477092142,5.4340217246670095,4.101981793692306,7.855561728003579,3.19647228043951,2.51373701404254,2.270345400316467,5.991048405150745,3.786792565883294,6.118317553208553,2.074165910134108,2.2526423557212056,3.419678161015133,5.120338432903899,6.769086162644191,2.4709933435944835,3.483810571882544,4.496163603682038
