data_dia,nome_estacao,codnum,ano,mes,dia,chuva,temp,ur,co,no,no2,nox,so2,o3,pm10,pm2_5,lat,lon,temp_min,temp_max,AQI,Qualidade_do_Ar
2012-01-01,ESTAÇÃO BANGU,2,2012,1,1,10.8,26.088,89.141,0.504,2.617,12.113,14.73,0.534,28.365,21.786,,-22.888,-43.471,24.49,27.97,17.0,N1 - Boa
2012-01-01,ESTAÇÃO PEDRA DE GUARATIBA,6,2012,1,1,32.8,25.299,92.983,,,,,,37.055,20.143,,-23.004,-43.629,23.13,27.67,17.0,N1 - Boa
2012-01-01,ESTAÇÃO IRAJÁ,5,2012,1,1,10.8,26.194,92.393,0.578,4.41,32.73,37.131,1.425,16.531,19.095,14.619,-22.832,-43.327,24.56,28.94,17.0,N1 - Boa
2012-01-01,ESTAÇÃO SÃO CRISTÓVÃO,7,2012,1,1,8.8,28.65,97.191,0.324,,,,6.038,15.082,19.833,,-22.898,-43.222,26.53,31.92,17.0,N1 - Boa
2012-01-01,ESTAÇÃO TIJUCA,8,2012,1,1,5.2,23.226,95.108,0.124,,,,3.373,14.33,22.375,,-22.925,-43.233,21.16,28.5,17.0,N1 - Boa
2012-01-01,ESTAÇÃO CENTRO,3,2012,1,1,12.4,,,,,,,,,,,-22.908,-43.178,,,17.0,N1 - Boa
2012-01-01,ESTAÇÃO COPACABANA,1,2012,1,1,8.2,25.179,88.649,0.478,,,,3.611,10.69,46.625,,-22.965,-43.18,23.73,27.38,17.0,N1 - Boa
2012-01-01,ESTAÇÃO CAMPO GRANDE,4,2012,1,1,9.0,26.206,89.69,0.547,3.813,25.716,29.528,1.059,39.362,17.619,,-22.886,-43.557,24.59,27.79,17.0,N1 - Boa
2012-01-02,ESTAÇÃO CAMPO GRANDE,4,2012,1,2,31.8,23.481,92.24,0.296,12.927,25.966,38.922,0.76,31.983,7.771,,-22.886,-43.557,22.19,24.79,13.0,N1 - Boa
2012-01-02,ESTAÇÃO IRAJÁ,5,2012,1,2,126.8,22.994,97.58,0.5,20.776,44.004,64.777,1.415,9.202,12.583,5.083,-22.832,-43.327,22.01,24.88,13.0,N1 - Boa
2012-01-02,ESTAÇÃO SÃO CRISTÓVÃO,7,2012,1,2,68.4,24.915,99.812,0.288,,,,3.524,9.463,11.417,,-22.898,-43.222,23.47,27.72,13.0,N1 - Boa
2012-01-02,ESTAÇÃO TIJUCA,8,2012,1,2,19.0,20.066,98.163,0.264,,,,2.998,10.927,15.708,,-22.925,-43.233,18.61,21.59,13.0,N1 - Boa
2012-01-02,ESTAÇÃO PEDRA DE GUARATIBA,6,2012,1,2,27.4,23.155,93.573,,,,,,47.929,8.667,,-23.004,-43.629,22.33,24.73,13.0,N1 - Boa
2012-01-02,ESTAÇÃO BANGU,2,2012,1,2,63.8,22.874,94.992,0.234,4.322,11.511,15.828,0.312,23.875,5.708,,-22.888,-43.471,22.0,24.02,13.0,N1 - Boa
2012-01-02,ESTAÇÃO COPACABANA,1,2012,1,2,42.8,22.369,92.76,0.25,,,,1.754,7.576,35.25,,-22.965,-43.18,21.08,24.12,13.0,N1 - Boa
2012-01-02,ESTAÇÃO CENTRO,3,2012,1,2,68.4,,,,,,,,,,,-22.908,-43.178,,,13.0,N1 - Boa
2012-01-03,ESTAÇÃO COPACABANA,1,2012,1,3,0.0,24.978,73.03,0.203,,,,4.826,10.304,45.75,,-22.965,-43.18,20.79,32.95,19.0,N1 - Boa
2012-01-03,ESTAÇÃO SÃO CRISTÓVÃO,7,2012,1,3,0.0,27.188,81.735,0.188,,,,7.828,15.927,21.375,,-22.898,-43.222,21.77,34.16,19.0,N1 - Boa
2012-01-03,ESTAÇÃO PEDRA DE GUARATIBA,6,2012,1,3,0.0,24.197,82.005,,,,,,16.141,18.176,,-23.004,-43.629,20.57,27.75,19.0,N1 - Boa
2012-01-03,ESTAÇÃO IRAJÁ,5,2012,1,3,0.0,25.375,74.668,0.34,20.288,46.135,66.426,2.96,14.735,17.083,4.208,-22.832,-43.327,20.98,30.87,19.0,N1 - Boa
2012-01-03,ESTAÇÃO TIJUCA,8,2012,1,3,0.0,23.855,77.53,0.162,,,,5.776,9.933,26.208,,-22.925,-43.233,17.78,31.99,19.0,N1 - Boa
2012-01-03,ESTAÇÃO CENTRO,3,2012,1,3,0.2,23.35,70.77,0.317,,,,,9.141,26.958,,-22.908,-43.178,18.98,29.72,19.0,N1 - Boa
2012-01-03,ESTAÇÃO BANGU,2,2012,1,3,0.0,24.991,76.596,0.334,6.184,13.149,19.333,0.598,23.96,16.917,,-22.888,-43.471,20.07,29.45,19.0,N1 - Boa
2012-01-03,ESTAÇÃO CAMPO GRANDE,4,2012,1,3,0.0,25.649,72.78,0.277,25.054,26.908,51.889,1.523,25.606,20.042,,-22.886,-43.557,20.86,30.05,19.0,N1 - Boa
2012-01-04,ESTAÇÃO SÃO CRISTÓVÃO,7,2012,1,4,0.0,28.313,76.998,0.149,,,,2.657,20.659,24.062,,-22.898,-43.222,24.58,33.23,34.0,N1 - Boa
2012-01-04,ESTAÇÃO IRAJÁ,5,2012,1,4,0.0,27.031,70.168,0.49,28.65,55.418,84.069,4.996,19.444,41.5,15.729,-22.832,-43.327,23.52,31.81,34.0,N1 - Boa
2012-01-04,ESTAÇÃO CAMPO GRANDE,4,2012,1,4,0.0,26.751,67.662,0.34,31.268,36.643,67.807,5.425,41.137,37.208,,-22.886,-43.557,22.64,31.23,34.0,N1 - Boa
2012-01-04,ESTAÇÃO TIJUCA,8,2012,1,4,0.0,25.741,71.502,0.171,,,,2.354,19.879,27.458,,-22.925,-43.233,20.39,34.36,34.0,N1 - Boa
2012-01-04,ESTAÇÃO COPACABANA,1,2012,1,4,0.0,24.922,78.265,0.073,,,,2.535,17.312,48.417,,-22.965,-43.18,21.9,30.0,34.0,N1 - Boa
2012-01-04,ESTAÇÃO CENTRO,3,2012,1,4,0.0,23.964,69.492,0.296,,,,,11.964,36.042,,-22.908,-43.178,21.39,28.04,34.0,N1 - Boa
2012-01-04,ESTAÇÃO PEDRA DE GUARATIBA,6,2012,1,4,0.0,24.977,78.548,,,,,,34.663,31.333,,-23.004,-43.629,21.37,29.02,34.0,N1 - Boa
2012-01-04,ESTAÇÃO BANGU,2,2012,1,4,0.4,26.351,70.598,0.403,14.319,28.952,43.272,0.775,34.962,40.167,,-22.888,-43.471,21.78,31.69,34.0,N1 - Boa
2012-01-05,ESTAÇÃO COPACABANA,1,2012,1,5,0.0,25.687,76.342,0.16,,,,4.346,21.706,48.042,,-22.965,-43.18,21.73,31.69,37.0,N1 - Boa
2012-01-05,ESTAÇÃO SÃO CRISTÓVÃO,7,2012,1,5,0.0,28.782,83.41,0.145,,,,6.512,31.086,26.25,,-22.898,-43.222,24.45,35.3,37.0,N1 - Boa
2012-01-05,ESTAÇÃO BANGU,2,2012,1,5,0.0,27.145,71.04,0.449,7.699,21.365,29.065,0.337,42.46,32.583,,-22.888,-43.471,22.09,32.24,37.0,N1 - Boa
2012-01-05,ESTAÇÃO CENTRO,3,2012,1,5,0.0,24.553,72.536,0.35,,,,,19.229,34.833,,-22.908,-43.178,21.1,28.9,37.0,N1 - Boa
2012-01-05,ESTAÇÃO PEDRA DE GUARATIBA,6,2012,1,5,0.0,24.998,80.963,,,,,,37.833,27.042,,-23.004,-43.629,21.2,30.02,37.0,N1 - Boa
2012-01-05,ESTAÇÃO IRAJÁ,5,2012,1,5,0.0,27.682,71.132,0.339,9.16,46.747,55.909,4.362,30.341,28.833,10.917,-22.832,-43.327,23.3,33.51,37.0,N1 - Boa
2012-01-05,ESTAÇÃO TIJUCA,8,2012,1,5,0.0,25.865,77.911,0.103,,,,1.582,35.781,29.167,,-22.925,-43.233,19.7,35.9,37.0,N1 - Boa
2012-01-05,ESTAÇÃO CAMPO GRANDE,4,2012,1,5,0.0,27.273,70.782,0.353,33.07,36.63,69.702,1.257,50.734,36.458,,-22.886,-43.557,22.38,32.17,37.0,N1 - Boa
2012-01-06,ESTAÇÃO CAMPO GRANDE,4,2012,1,6,23.0,27.607,74.371,0.392,19.137,43.448,62.607,2.318,36.132,23.208,,-22.886,-43.557,23.27,35.8,30.0,N1 - Boa
2012-01-06,ESTAÇÃO CENTRO,3,2012,1,6,27.8,25.349,72.723,0.408,,,,,19.217,28.667,,-22.908,-43.178,21.99,31.59,30.0,N1 - Boa
2012-01-06,ESTAÇÃO SÃO CRISTÓVÃO,7,2012,1,6,14.8,30.273,83.142,0.31,,,,8.65,26.376,22.042,,-22.898,-43.222,26.11,40.08,30.0,N1 - Boa
2012-01-06,ESTAÇÃO TIJUCA,8,2012,1,6,9.6,26.692,79.013,0.161,,,,1.624,38.524,27.542,,-22.925,-43.233,21.24,38.75,30.0,N1 - Boa
2012-01-06,ESTAÇÃO BANGU,2,2012,1,6,11.0,27.487,74.438,0.378,5.536,22.833,28.343,4.65,41.192,21.333,,-22.888,-43.471,24.18,35.33,30.0,N1 - Boa
2012-01-06,ESTAÇÃO IRAJÁ,5,2012,1,6,8.4,27.974,74.189,0.408,9.927,43.29,53.205,3.899,33.236,20.958,8.271,-22.832,-43.327,24.04,35.75,30.0,N1 - Boa
2012-01-06,ESTAÇÃO COPACABANA,1,2012,1,6,30.2,26.405,77.163,0.284,,,,5.11,19.592,46.583,,-22.965,-43.18,22.87,34.09,30.0,N1 - Boa
2012-01-06,ESTAÇÃO PEDRA DE GUARATIBA,6,2012,1,6,5.6,24.853,84.248,,,,,,56.183,24.625,,-23.004,-43.629,23.22,29.4,30.0,N1 - Boa
2012-01-07,ESTAÇÃO COPACABANA,1,2012,1,7,0.2,27.106,73.013,0.229,,,,5.347,13.536,45.625,,-22.965,-43.18,22.49,34.32,25.0,N1 - Boa
2012-01-07,ESTAÇÃO BANGU,2,2012,1,7,0.0,28.038,66.354,0.246,2.774,9.378,12.135,0.22,40.057,11.312,,-22.888,-43.471,24.16,32.94,25.0,N1 - Boa
2012-01-07,ESTAÇÃO CAMPO GRANDE,4,2012,1,7,0.2,28.044,67.77,0.332,9.053,22.362,31.418,1.756,56.28,13.083,,-22.886,-43.557,24.34,32.94,25.0,N1 - Boa
2012-01-07,ESTAÇÃO SÃO CRISTÓVÃO,7,2012,1,7,0.4,30.541,80.675,0.358,,,,10.531,27.97,18.75,,-22.898,-43.222,25.85,38.04,25.0,N1 - Boa
2012-01-07,ESTAÇÃO IRAJÁ,5,2012,1,7,1.0,28.364,69.957,0.545,21.48,48.116,69.593,2.378,25.943,21.208,7.792,-22.832,-43.327,24.36,34.11,25.0,N1 - Boa
2012-01-07,ESTAÇÃO PEDRA DE GUARATIBA,6,2012,1,7,0.0,26.777,73.654,,,,,,56.728,8.542,,-23.004,-43.629,23.87,30.48,25.0,N1 - Boa
2012-01-07,ESTAÇÃO CENTRO,3,2012,1,7,0.2,26.26,67.579,0.424,,,,,19.821,34.458,,-22.908,-43.178,22.31,34.91,25.0,N1 - Boa
2012-01-07,ESTAÇÃO TIJUCA,8,2012,1,7,0.4,25.957,76.215,0.123,,,,0.692,38.893,18.375,,-22.925,-43.233,20.92,36.44,25.0,N1 - Boa
2012-01-08,ESTAÇÃO IRAJÁ,5,2012,1,8,13.6,27.097,78.46,0.526,4.823,45.109,49.932,3.283,32.775,29.833,15.688,-22.832,-43.327,22.94,31.1,33.0,N1 - Boa
2012-01-08,ESTAÇÃO PEDRA DE GUARATIBA,6,2012,1,8,7.4,26.238,82.738,,,,,,54.683,33.021,,-23.004,-43.629,23.78,29.75,33.0,N1 - Boa
2012-01-08,ESTAÇÃO CAMPO GRANDE,4,2012,1,8,22.6,25.963,84.826,0.581,13.324,41.338,54.668,1.756,59.365,24.636,,-22.886,-43.557,24.13,29.31,33.0,N1 - Boa
2012-01-08,ESTAÇÃO COPACABANA,1,2012,1,8,1.8,25.899,80.113,0.149,,,,6.029,25.522,44.5,,-22.965,-43.18,23.21,30.82,33.0,N1 - Boa
2012-01-08,ESTAÇÃO SÃO CRISTÓVÃO,7,2012,1,8,1.4,29.711,85.015,0.368,,,,20.619,24.454,26.5,,-22.898,-43.222,26.55,35.04,33.0,N1 - Boa
2012-01-08,ESTAÇÃO CENTRO,3,2012,1,8,1.2,24.672,75.669,0.301,,,,,22.811,28.292,,-22.908,-43.178,22.09,29.01,33.0,N1 - Boa
2012-01-08,ESTAÇÃO BANGU,2,2012,1,8,33.0,26.286,80.611,0.458,4.02,18.33,22.346,4.485,52.459,28.125,,-22.888,-43.471,23.27,30.38,33.0,N1 - Boa
2012-01-08,ESTAÇÃO TIJUCA,8,2012,1,8,1.2,25.467,81.948,0.138,,,,0.956,33.958,31.25,,-22.925,-43.233,21.18,32.79,33.0,N1 - Boa
2012-01-09,ESTAÇÃO CAMPO GRANDE,4,2012,1,9,1.6,25.6,83.383,0.393,26.732,39.71,66.469,1.851,27.555,16.208,,-22.886,-43.557,23.34,28.82,23.0,N1 - Boa
2012-01-09,ESTAÇÃO CENTRO,3,2012,1,9,1.4,23.58,78.505,0.361,,,,,9.486,18.375,,-22.908,-43.178,21.52,26.41,23.0,N1 - Boa
2012-01-09,ESTAÇÃO BANGU,2,2012,1,9,3.2,25.06,85.079,0.298,6.566,21.08,27.646,0.618,22.93,9.958,,-22.888,-43.471,22.46,27.9,23.0,N1 - Boa
2012-01-09,ESTAÇÃO SÃO CRISTÓVÃO,7,2012,1,9,1.6,27.743,92.106,0.185,,,,10.475,7.18,8.833,,-22.898,-43.222,25.45,30.91,23.0,N1 - Boa
2012-01-09,ESTAÇÃO COPACABANA,1,2012,1,9,1.4,24.48,84.083,0.195,,,,2.241,9.197,32.75,,-22.965,-43.18,22.31,27.65,23.0,N1 - Boa
2012-01-09,ESTAÇÃO IRAJÁ,5,2012,1,9,7.2,25.453,85.754,0.381,7.245,40.481,47.727,2.106,12.984,12.062,5.625,-22.832,-43.327,23.03,28.64,23.0,N1 - Boa
2012-01-09,ESTAÇÃO TIJUCA,8,2012,1,9,0.4,23.365,89.299,0.137,,,,1.105,16.564,17.458,,-22.925,-43.233,20.66,28.42,23.0,N1 - Boa
2012-01-09,ESTAÇÃO PEDRA DE GUARATIBA,6,2012,1,9,6.4,25.242,84.673,,,,,,36.666,12.167,,-23.004,-43.629,22.85,28.17,23.0,N1 - Boa
2012-01-10,ESTAÇÃO CAMPO GRANDE,4,2012,1,10,13.0,26.268,77.837,0.423,38.139,43.668,81.81,2.024,20.322,23.75,,-22.886,-43.557,22.1,30.54,16.0,N1 - Boa
2012-01-10,ESTAÇÃO IRAJÁ,5,2012,1,10,4.0,26.517,79.998,0.435,16.28,44.79,61.077,2.532,12.031,21.938,8.062,-22.832,-43.327,23.41,31.08,16.0,N1 - Boa
2012-01-10,ESTAÇÃO TIJUCA,8,2012,1,10,0.6,25.426,80.751,0.188,,,,1.495,16.547,23.083,,-22.925,-43.233,21.84,30.99,16.0,N1 - Boa
2012-01-10,ESTAÇÃO CENTRO,3,2012,1,10,0.8,24.728,72.861,0.481,,,,,5.531,36.375,,-22.908,-43.178,22.28,28.97,16.0,N1 - Boa
2012-01-10,ESTAÇÃO COPACABANA,1,2012,1,10,0.8,24.789,78.918,0.286,,,,6.12,8.136,46.5,,-22.965,-43.18,23.05,27.73,16.0,N1 - Boa
2012-01-10,ESTAÇÃO BANGU,2,2012,1,10,23.4,26.08,78.218,0.41,17.409,26.558,43.966,0.139,20.678,19.5,,-22.888,-43.471,22.07,30.32,16.0,N1 - Boa
2012-01-10,ESTAÇÃO PEDRA DE GUARATIBA,6,2012,1,10,17.6,25.302,80.932,,,,,,28.139,21.792,,-23.004,-43.629,22.57,28.33,16.0,N1 - Boa
2012-01-10,ESTAÇÃO SÃO CRISTÓVÃO,7,2012,1,10,0.8,29.444,84.258,0.273,,,,15.209,5.358,23.875,,-22.898,-43.222,26.07,34.1,16.0,N1 - Boa
2012-01-11,ESTAÇÃO TIJUCA,8,2012,1,11,0.4,25.185,85.556,0.158,,,,0.543,15.651,25.417,,-22.925,-43.233,20.73,32.65,23.0,N1 - Boa
2012-01-11,ESTAÇÃO BANGU,2,2012,1,11,0.4,26.095,81.525,0.368,8.563,25.149,33.711,0.007,25.643,21.875,,-22.888,-43.471,22.64,30.7,23.0,N1 - Boa
2012-01-11,ESTAÇÃO IRAJÁ,5,2012,1,11,1.2,26.653,80.195,0.437,15.356,46.987,62.341,2.917,4.071,20.042,6.792,-22.832,-43.327,23.14,30.86,23.0,N1 - Boa
2012-01-11,ESTAÇÃO SÃO CRISTÓVÃO,7,2012,1,11,0.6,29.266,87.147,0.207,,,,13.438,12.52,20.417,,-22.898,-43.222,24.94,34.4,23.0,N1 - Boa
2012-01-11,ESTAÇÃO PEDRA DE GUARATIBA,6,2012,1,11,1.6,25.095,87.553,,,,,,41.965,21.604,,-23.004,-43.629,21.33,30.07,23.0,N1 - Boa
2012-01-11,ESTAÇÃO COPACABANA,1,2012,1,11,0.4,24.395,80.319,0.315,,,,9.656,8.809,49.396,,-22.965,-43.18,21.67,28.67,23.0,N1 - Boa
2012-01-11,ESTAÇÃO CENTRO,3,2012,1,11,0.4,24.498,75.215,0.438,,,,,10.279,36.708,,-22.908,-43.178,20.64,29.78,23.0,N1 - Boa
2012-01-11,ESTAÇÃO CAMPO GRANDE,4,2012,1,11,0.6,26.612,80.023,0.52,22.346,48.333,70.675,2.379,29.617,28.729,,-22.886,-43.557,22.76,31.69,23.0,N1 - Boa
2012-01-12,ESTAÇÃO SÃO CRISTÓVÃO,7,2012,1,12,0.0,31.225,76.728,0.188,,,,16.016,11.349,22.5,,-22.898,-43.222,26.24,37.24,29.0,N1 - Boa
2012-01-12,ESTAÇÃO CAMPO GRANDE,4,2012,1,12,0.0,29.044,68.322,0.43,39.78,44.387,84.21,3.42,30.43,33.333,,-22.886,-43.557,24.68,33.61,29.0,N1 - Boa
2012-01-12,ESTAÇÃO PEDRA DE GUARATIBA,6,2012,1,12,0.0,27.77,74.276,,,,,,33.043,33.75,,-23.004,-43.629,23.85,33.48,29.0,N1 - Boa
2012-01-12,ESTAÇÃO CENTRO,3,2012,1,12,0.0,26.317,65.952,0.398,,,,,7.463,36.75,,-22.908,-43.178,22.52,32.88,29.0,N1 - Boa
2012-01-12,ESTAÇÃO COPACABANA,1,2012,1,12,0.0,26.258,72.563,0.363,,,,12.155,3.633,58.667,,-22.965,-43.18,22.73,31.29,29.0,N1 - Boa
2012-01-12,ESTAÇÃO TIJUCA,8,2012,1,12,0.0,27.66,73.61,0.12,,,,1.378,16.974,28.375,,-22.925,-43.233,21.77,36.09,29.0,N1 - Boa
2012-01-12,ESTAÇÃO BANGU,2,2012,1,12,0.0,28.487,69.97,0.375,10.076,23.657,33.731,2.573,29.523,25.042,,-22.888,-43.471,24.25,32.9,29.0,N1 - Boa
2012-01-12,ESTAÇÃO IRAJÁ,5,2012,1,12,0.0,28.676,69.41,0.393,15.891,43.941,59.83,5.53,2.91,24.104,6.375,-22.832,-43.327,24.72,33.71,29.0,N1 - Boa
2012-01-13,ESTAÇÃO CAMPO GRANDE,4,2012,1,13,9.0,28.947,70.191,0.472,33.776,40.036,73.804,4.004,31.339,33.021,,-22.886,-43.557,23.11,36.56,20.0,N1 - Boa
2012-01-13,ESTAÇÃO CENTRO,3,2012,1,13,0.0,28.527,60.664,0.49,,,,,12.96,38.583,,-22.908,-43.178,23.45,37.79,20.0,N1 - Boa
2012-01-13,ESTAÇÃO COPACABANA,1,2012,1,13,11.0,28.475,68.206,0.347,,,,10.311,10.011,59.375,,-22.965,-43.18,24.64,38.18,20.0,N1 - Boa
2012-01-13,ESTAÇÃO SÃO CRISTÓVÃO,7,2012,1,13,0.0,33.673,71.532,0.295,,,,29.711,18.856,29.583,,-22.898,-43.222,27.73,43.26,20.0,N1 - Boa
2012-01-13,ESTAÇÃO IRAJÁ,5,2012,1,13,12.8,29.931,66.321,0.445,22.947,48.355,71.302,6.958,1.28,28.479,7.646,-22.832,-43.327,25.68,37.59,20.0,N1 - Boa
2012-01-13,ESTAÇÃO TIJUCA,8,2012,1,13,0.0,29.992,68.068,0.16,,,,0.442,30.957,34.625,,-22.925,-43.233,22.76,40.84,20.0,N1 - Boa
2012-01-13,ESTAÇÃO PEDRA DE GUARATIBA,6,2012,1,13,0.4,28.565,68.747,,,,,,37.558,33.208,,-23.004,-43.629,24.73,36.0,20.0,N1 - Boa
2012-01-13,ESTAÇÃO BANGU,2,2012,1,13,9.6,31.315,59.992,0.366,13.644,20.002,33.646,0.285,24.529,23.771,,-22.888,-43.471,25.14,36.67,20.0,N1 - Boa
2012-01-14,ESTAÇÃO PEDRA DE GUARATIBA,6,2012,1,14,0.0,33.238,49.842,,,,,,55.731,25.571,,-23.004,-43.629,29.03,37.33,19.0,N1 - Boa
2012-01-14,ESTAÇÃO TIJUCA,8,2012,1,14,0.0,32.404,54.545,0.079,,,,0.407,32.377,24.625,,-22.925,-43.233,26.84,41.65,19.0,N1 - Boa
2012-01-14,ESTAÇÃO IRAJÁ,5,2012,1,14,0.0,32.393,52.997,0.609,36.792,47.219,84.012,4.767,28.749,31.208,10.958,-22.832,-43.327,26.94,38.53,19.0,N1 - Boa
2012-01-14,ESTAÇÃO CAMPO GRANDE,4,2012,1,14,4.2,30.892,60.603,0.431,19.29,34.106,54.609,2.03,,24.312,,-22.886,-43.557,25.15,38.82,19.0,N1 - Boa
2012-01-14,ESTAÇÃO COPACABANA,1,2012,1,14,0.0,30.332,56.345,0.28,,,,10.796,9.939,57.625,,-22.965,-43.18,23.88,40.04,19.0,N1 - Boa
2012-01-14,ESTAÇÃO SÃO CRISTÓVÃO,7,2012,1,14,0.0,36.76,57.001,0.389,,,,10.721,21.13,24.542,,-22.898,-43.222,30.9,43.87,19.0,N1 - Boa
2012-01-14,ESTAÇÃO BANGU,2,2012,1,14,0.0,35.235,44.169,0.258,6.286,17.569,23.86,0.011,33.069,20.571,,-22.888,-43.471,31.71,38.23,19.0,N1 - Boa
2012-01-14,ESTAÇÃO CENTRO,3,2012,1,14,0.0,30.441,48.315,0.368,,,,,11.845,40.75,,-22.908,-43.178,25.39,37.62,19.0,N1 - Boa
2012-01-15,ESTAÇÃO COPACABANA,1,2012,1,15,10.4,28.398,67.723,0.339,,,,7.479,14.181,47.25,,-22.965,-43.18,24.57,33.04,18.0,N1 - Boa
2012-01-15,ESTAÇÃO IRAJÁ,5,2012,1,15,41.2,31.613,58.03,0.502,10.411,40.393,50.8,0.771,36.169,22.375,9.542,-22.832,-43.327,25.33,38.3,18.0,N1 - Boa
2012-01-15,ESTAÇÃO BANGU,2,2012,1,15,11.2,31.827,55.065,0.295,3.68,13.136,16.805,0.018,32.382,14.75,,-22.888,-43.471,26.02,36.22,18.0,N1 - Boa
2012-01-15,ESTAÇÃO CENTRO,3,2012,1,15,2.4,29.077,54.812,0.28,,,,,20.864,29.542,,-22.908,-43.178,25.01,35.48,18.0,N1 - Boa
2012-01-15,ESTAÇÃO PEDRA DE GUARATIBA,6,2012,1,15,0.2,30.897,57.94,,,,,,50.683,18.0,,-23.004,-43.629,25.25,36.13,18.0,N1 - Boa
2012-01-15,ESTAÇÃO SÃO CRISTÓVÃO,7,2012,1,15,11.4,35.161,67.159,0.382,,,,5.682,24.869,16.438,,-22.898,-43.222,28.8,41.58,18.0,N1 - Boa
2012-01-15,ESTAÇÃO CAMPO GRANDE,4,2012,1,15,0.0,32.336,51.24,0.708,13.149,26.935,40.082,1.478,45.715,17.412,,-22.886,-43.557,28.67,36.45,18.0,N1 - Boa
2012-01-15,ESTAÇÃO TIJUCA,8,2012,1,15,17.6,29.875,67.441,0.144,,,,0.397,34.746,24.667,,-22.925,-43.233,23.59,37.61,18.0,N1 - Boa
2012-01-16,ESTAÇÃO BANGU,2,2012,1,16,1.0,27.973,79.921,0.407,5.908,21.217,27.116,3.613,35.316,20.792,,-22.888,-43.471,25.26,33.89,27.0,N1 - Boa
2012-01-16,ESTAÇÃO COPACABANA,1,2012,1,16,10.2,25.96,82.618,0.24,,,,4.786,15.623,47.167,,-22.965,-43.18,23.53,31.15,27.0,N1 - Boa
2012-01-16,ESTAÇÃO CAMPO GRANDE,4,2012,1,16,0.6,28.706,74.414,0.657,11.807,41.927,53.776,4.049,58.394,17.0,,-22.886,-43.557,26.02,32.41,27.0,N1 - Boa
2012-01-16,ESTAÇÃO IRAJÁ,5,2012,1,16,30.4,27.525,84.251,0.59,18.944,61.399,80.341,13.78,51.679,34.688,16.333,-22.832,-43.327,24.55,34.01,27.0,N1 - Boa
2012-01-16,ESTAÇÃO SÃO CRISTÓVÃO,7,2012,1,16,0.6,30.901,87.542,0.37,,,,9.53,22.208,23.458,,-22.898,-43.222,28.11,38.41,27.0,N1 - Boa
2012-01-16,ESTAÇÃO TIJUCA,8,2012,1,16,0.2,27.033,83.327,0.181,,,,0.923,46.235,32.25,,-22.925,-43.233,22.75,38.85,27.0,N1 - Boa
2012-01-16,ESTAÇÃO CENTRO,3,2012,1,16,3.2,25.933,74.982,0.472,,,,,16.357,36.458,,-22.908,-43.178,23.16,31.9,27.0,N1 - Boa
2012-01-16,ESTAÇÃO PEDRA DE GUARATIBA,6,2012,1,16,7.4,26.931,84.686,,,,,,49.62,17.042,,-23.004,-43.629,23.4,31.88,27.0,N1 - Boa
2012-01-17,ESTAÇÃO BANGU,2,2012,1,17,0.0,28.529,75.661,0.589,19.696,38.515,58.21,3.509,54.468,46.875,,-22.888,-43.471,25.07,34.09,99.0,N3 - Ruim
2012-01-17,ESTAÇÃO TIJUCA,8,2012,1,17,0.0,28.539,74.537,0.337,,,,1.239,34.028,40.458,,-22.925,-43.233,22.82,37.91,99.0,N3 - Ruim
2012-01-17,ESTAÇÃO COPACABANA,1,2012,1,17,0.0,26.494,77.019,0.246,,,,11.678,13.541,51.875,,-22.965,-43.18,23.7,32.48,99.0,N3 - Ruim
2012-01-17,ESTAÇÃO CENTRO,3,2012,1,17,0.0,25.525,72.714,0.499,,,,,14.682,37.917,,-22.908,-43.178,22.99,29.26,99.0,N3 - Ruim
2012-01-17,ESTAÇÃO IRAJÁ,5,2012,1,17,0.0,28.707,75.311,0.58,21.715,62.42,84.135,10.25,65.689,44.25,23.333,-22.832,-43.327,25.14,35.26,99.0,N3 - Ruim
2012-01-17,ESTAÇÃO SÃO CRISTÓVÃO,7,2012,1,17,0.0,31.223,81.474,0.353,,,,10.085,25.696,40.167,,-22.898,-43.222,27.6,36.88,99.0,N3 - Ruim
2012-01-17,ESTAÇÃO PEDRA DE GUARATIBA,6,2012,1,17,0.0,27.213,83.171,,,,,,48.671,36.083,,-23.004,-43.629,24.45,32.0,99.0,N3 - Ruim
2012-01-17,ESTAÇÃO CAMPO GRANDE,4,2012,1,17,0.0,28.852,74.604,0.518,21.323,51.592,72.936,4.227,76.202,43.417,,-22.886,-43.557,25.29,35.43,99.0,N3 - Ruim
2012-01-18,ESTAÇÃO PEDRA DE GUARATIBA,6,2012,1,18,0.0,27.151,82.031,,,,,,68.807,33.625,,-23.004,-43.629,24.62,32.35,61.0,N2 - Moderada
2012-01-18,ESTAÇÃO CAMPO GRANDE,4,2012,1,18,0.0,28.895,71.692,0.302,15.534,31.524,47.04,2.746,78.418,30.833,,-22.886,-43.557,25.66,35.24,61.0,N2 - Moderada
2012-01-18,ESTAÇÃO CENTRO,3,2012,1,18,0.0,26.355,68.503,0.413,,,,,20.0,48.938,,-22.908,-43.178,22.41,31.59,61.0,N2 - Moderada
2012-01-18,ESTAÇÃO IRAJÁ,5,2012,1,18,0.0,28.915,72.105,0.454,11.402,52.015,63.416,2.638,67.796,41.458,18.625,-22.832,-43.327,26.0,35.72,61.0,N2 - Moderada
