,MAE,RMSE,R²,sMAPE
Persistência (lag_1),73.88219178082191,100.648295822904,0.11898453813040466,28.61693049753805
Média Móvel 7d,61.18317025440313,78.3404072093916,0.4662445431544623,24.137952333458237
Lag 7,67.88493150684931,90.86660401944928,0.28190934753354424,26.828643776483702
RF Final,50.82040974738025,68.84942810184482,0.5877398537194571,19.75610967587165
