data_formatada,pm2_5,pm10,no,no2,nox,temp,o3,co,so2,num_internacoes,aqi_final
2012-01-24,2.789831748810469,6.192813398783449,1.9123782141155712,5.532134729084947,4.085167746812891,6.0003794062814135,4.720217310012033,0.19004962034054657,1.3510413625405933,48,4.112806449441953
2012-01-25,2.1551494345121243,6.080708801062292,2.021535082562518,5.57720914000319,4.137034691829634,6.076308353141672,4.372693357160727,0.1999214962891995,1.2707653539513732,58,4.262906917831542
2012-01-26,3.4528256751190476,7.539227181391689,1.6542631502374878,5.494907886054482,3.8474682385791175,5.848825266486241,5.471721218796307,0.23615977230248028,1.1571716203115554,44,4.344959312307087
2012-01-27,1.5801432632297432,4.2922410193026845,1.6592611194414217,4.94662401472582,3.642249044635849,5.216326570875869,5.009216795215804,0.18822410950115612,0.6925884956135503,36,4.049736368459515
2012-01-28,1.92652702295834,3.8776608127505803,1.8389096864879915,5.605132672372595,4.0036509762669565,5.091239136040749,4.872755346253435,0.17426936596183223,0.7064743843011292,19,4.108854899880342
2012-01-29,1.9619712103624654,4.23909978063538,1.7356031000985712,4.997313535734006,3.708518974909632,5.132282001459482,3.7237896870197993,0.20512691862423357,0.9536280642969359,36,4.00966615367441
2012-01-30,2.9590660899826724,5.496279832102725,2.401928828493299,5.809490681093916,4.408967951557678,5.329261895696448,3.138189685806322,0.23216749475768708,0.9839273816139467,33,4.21689805321264
2012-01-31,3.3865968913953606,5.437395014748822,2.1483881199688617,6.343240481581216,4.453587296684734,5.397489709657417,4.005152582351378,0.21441035720615426,1.0079641543603115,39,4.572200447000845
2012-02-01,2.5814388562207147,5.6424513327614765,2.2760648847385716,6.109331998514919,4.437752502818782,5.702883234642711,4.1939682874237265,0.21311896451843945,1.330454437909357,38,4.238726668276895
2012-02-02,2.0012995756117076,5.828867297974397,2.0307995544310558,5.7399431750084995,4.190892499121326,5.855488907424394,4.3750477895420365,0.18659610002233806,1.2870790480190561,43,3.9746153343370314
2012-02-03,1.4722178694197041,5.657227379911196,1.9046294221730973,5.538331435242814,4.023795296186981,5.879616977852302,4.429692679571148,0.17555272159199095,1.2604717744627496,46,3.844000829042129
2012-02-04,1.62464117647447,5.290302927052545,1.6289841450871019,5.018830391755376,3.7409164004844415,5.88436672036699,4.89965256892602,0.16152483237179827,1.1741555776740955,31,4.343769706203163
2012-02-05,1.4109954638217062,5.335056944069893,1.3922821662284959,4.7013849403729155,3.4752370282852123,5.941798765453758,5.156093835696982,0.1647102415581711,1.1647810856111367,25,3.828422056917247
2012-02-06,2.197406933367759,6.207607182569823,1.9236629149750586,6.06063474939868,4.257362337926265,6.034811793828477,5.070306195274929,0.20077876434756098,1.4341400875853112,70,4.53324881536617
2012-02-07,4.530885934464303,7.369782147986099,1.7720177901037089,6.634661320839353,4.395994018402544,6.026253041130404,6.408493278045,0.26423950444584127,1.5025372037463312,45,5.033556384016221
2012-02-08,5.269432763527171,7.698805583689546,1.6502023759294682,6.606420950663579,4.319920907466552,5.907310166202967,7.325409075875903,0.2793265833605993,1.484449533535434,67,4.92762513353636
2012-02-09,5.5368579873814925,7.7170238585828805,1.709262604535819,6.811232542398529,4.445429949417369,5.942764950389688,7.1978426093626355,0.2569174713921897,1.5024418519039069,47,5.30632099787342
2012-02-10,4.549663685438799,7.4060264081430995,1.6595353216742705,6.152523850534573,4.1361493877786755,5.869948248768907,5.779527988410071,0.2612810993558598,1.358241318737441,37,4.945917283002919
2012-02-11,4.369033391859562,6.462013986126544,1.6201923286378295,5.748659196194369,3.9960802576924603,5.7404245238368405,5.881482540854017,0.23253829683731744,1.159469646112076,26,4.496424646995533
2012-02-12,3.3404768000171328,5.082734120189197,1.2652381043925525,5.325315701406323,3.679061846406541,5.6517591166342624,6.929008312668835,0.22322765973728856,1.1279769021331085,49,4.112648699188213
2012-02-13,2.500264621920599,5.405034020135463,1.881443392835699,6.314763892145529,4.318302346827088,5.719056877395977,5.196207817291846,0.23701783432232498,1.265536331204559,56,4.318465865847226
2012-02-14,1.427060578389816,5.515056451237489,1.9434482297472948,5.717696222343524,4.183857488606586,5.810314549677628,4.438059590964576,0.16638424511628966,1.1316680509359656,67,4.101541300799478
2012-02-15,1.3822181798438011,5.23331458837255,1.8011271027945273,5.234129051176808,3.892950270997208,5.784047855757728,4.260406394309004,0.15829895031887609,0.9732873973070059,58,3.818797835735514
2012-02-16,1.575705282299291,5.538506248840544,1.8303657718882376,5.175713545864036,3.8810135290222973,5.699249114968567,4.20489104885844,0.14627724931512864,0.9753478179847266,56,4.11689888854476
2012-02-17,1.7290042560120131,5.7471386710512435,1.7651500259164308,5.228436999179671,3.8863565027885687,5.733246750371674,4.550184365020277,0.16091448871272268,1.048169907317762,36,4.229412324072938
2012-02-18,1.5490521310386438,5.508055927727668,1.4642007001175283,4.976927099866131,3.6339441798583376,5.808483166939708,5.3497707638651795,0.15401060191773344,1.3135993236678631,25,4.180492589608617
2012-02-19,1.4612760557949285,5.475770128753958,1.4668438247207254,4.813987537719149,3.5567360862012416,5.879954213522683,4.612139800530181,0.16193788954642527,1.3339191472035223,30,3.745798756464143
2012-02-20,1.7722115496739292,5.893366910099279,1.4634628942294055,5.003639165472731,3.637903946730531,5.899265862880358,4.875991732822092,0.16340909116055088,1.4378610991588472,24,4.2335092376135055
2012-02-21,1.4670283744492316,5.3503213218786305,1.5207636867179124,4.8034775074440805,3.563358705645518,5.8703887786226545,4.576336097851379,0.14438585379030758,1.4561753193685882,31,3.7263046571418106
2012-02-22,2.8902946695323393,5.774598696188864,1.9928785355443088,5.560084108939947,4.076094144568476,6.015263200778337,4.683082836707986,0.18442740695978707,1.4336012507563918,34,4.398309026432802
2012-02-23,3.1244361238219134,5.695016363753455,1.7243547663316885,5.420127750179197,3.9015502766029826,5.932234052773548,5.83822510743736,0.20505564932743864,1.492168522650334,49,3.946962710382526
2012-02-24,3.9696817766868455,6.436338833434651,1.4348030843005581,5.674324853521817,3.9026215233682584,5.854992548135935,6.391975334315604,0.22354068342350938,1.4916001478462124,49,4.448742872545403
2012-02-25,4.219941954071383,6.84028577984941,1.6221697844270946,5.93042738493403,4.05535092457678,5.861514079250853,6.428554253194998,0.21465042954869218,1.528810629307342,41,5.1604755299647
2012-02-26,2.450341984464164,6.379419341344852,1.6696887428296412,5.546393253652529,3.9057112975242094,6.070547514317511,5.274502879812554,0.20211114848499273,1.4124184912903859,47,4.20879671493592
2012-02-27,3.7483264813627843,6.616254222479601,1.5949363584490786,5.81750582136848,3.962591452266901,5.999572584477581,6.234665603598064,0.23256626442734704,1.2529630840527048,81,4.372065488115234
2012-02-28,3.924589150512489,6.914468524623659,1.5557081487745197,5.690816308420792,3.9514642810015954,5.90819993420781,6.373776489290343,0.2266290017046455,1.24118325507855,64,4.9382585640830445
2012-02-29,3.258657431578197,6.930573444519,1.9692342359687338,6.646926409853897,4.489010048752068,5.960423974118914,5.041908846409957,0.21522092689268563,1.4289509825695224,46,4.555821640787802
2012-03-01,4.044785095911056,7.334659558309542,1.9239349490026467,6.651390539795935,4.4301410558028715,6.035447903142789,5.849889039548709,0.25093112833511455,1.6270419578995818,59,4.671726844047876
2012-03-02,5.339768907787136,8.09748793638441,1.9315737261838433,7.054575805766009,4.540760666284339,5.962294945460692,6.3141841198474005,0.30131476183741196,1.7534851476023892,57,4.92742786548358
2012-03-03,3.165347628141608,6.012408403408926,1.1259770584298128,4.702948637286809,3.3763110396373346,5.856382590651678,7.34213308093702,0.18389619067642954,1.1532317193903474,38,4.280286118328677
2012-03-04,0.9522024759478014,4.57631002809299,1.374833159591411,4.726888931025265,3.4688711976386672,5.630862355572162,5.505299120989975,0.18937406710219856,0.8582473395304357,28,3.815568263288539
2012-03-05,3.481927075180801,5.7404741281260385,1.781592347984879,5.717473481458925,4.089907184210211,5.739007037301786,5.491650674378814,0.18259237285444113,1.1611170458580995,73,4.358852356813273
2012-03-06,1.6351891932018805,5.282558871790146,1.7574859532094789,5.353436721479694,3.921711906341575,5.744420866686824,4.87196507276455,0.14961687347760202,1.1824517082018329,43,3.925481034276173
2012-03-07,1.8864043533984098,5.126927316273137,1.7258351586007374,5.281603725067768,3.8838903429503144,5.679691172847626,5.118201765573965,0.14383215952578318,1.2025423688968593,57,4.062453256123628
2012-03-08,2.201469779519148,5.568516627660152,1.7331976259579067,5.43766131329463,3.9652219222125944,5.700098861188856,5.400194434719448,0.15776879577289554,1.3217088168961384,51,4.001199697326129
2012-03-09,2.6944176935516864,6.06786380766795,1.8932064706643625,6.339959644557135,4.356478709706488,5.740530527340763,5.653107106153249,0.16984593078221163,1.3654312785725615,57,4.585055675902293
2012-03-10,3.0148823888601695,5.850796588412759,1.6070600259790462,6.218251857482569,4.179173882917393,5.717329239119027,5.796794758330026,0.1705489026541649,1.4463329498939324,29,4.400648925875001
2012-03-11,3.0747654505051774,5.939585278028517,1.562034998340191,5.695479021919748,3.935176794803271,5.7819638665466515,5.156498475712351,0.1743237899625712,1.6286828992790339,33,4.582208295141233
2012-03-12,4.390198514388083,6.53789169165336,1.9411370299011546,6.594189482170849,4.41260527076138,5.744533760297561,5.668940973999615,0.23622355566706152,1.8141577224041758,59,4.846858945345475
2012-03-13,4.04596090123251,5.954179967086431,2.0833036660593236,6.495143688237703,4.436778863383971,5.744203438574325,4.750568655510501,0.2277564225567544,1.6465938555253687,71,4.399128641287394
2012-03-14,3.328903978886307,5.867677711772321,2.0093785237553283,6.122699408981734,4.24268592388855,5.8606337038748855,4.688526739225537,0.22191195464626315,1.746764691158882,61,4.536568022048192
2012-03-15,3.8555956311704698,5.737745781934024,1.8085546270977757,5.669577467130358,4.006964195684997,5.838636786536825,5.652235078933396,0.23921991851964108,1.307653462820027,58,4.557162049782713
2012-03-16,3.371209249362496,5.079243090701729,1.5206813148958302,5.502312444392747,3.8223416713376284,5.473226918017076,6.029267676052317,0.22080680914747625,0.9188529728450181,50,4.413532528455607
2012-03-17,2.4900688268128235,5.207687443895775,1.9080422611676748,5.300821675989943,3.8898240942429965,5.518111721754331,3.830931273734107,0.18424120754704884,1.2076478971565907,46,4.117212970498866
2012-03-18,1.7518271235247822,4.577664318772748,1.6245271289991337,4.757994351689111,3.575914124410074,5.480090401924227,4.45637879640074,0.1537206840561025,0.9406257100245964,44,3.8052371692001903
2012-03-19,2.2510471803275416,5.3980805837311605,2.254633729891281,5.870727824841216,4.344318525162893,5.527942968761415,4.167006934375192,0.16186444372011677,1.1236979268721492,70,4.366874700172244
2012-03-20,2.837058699946526,6.076325767620927,2.320530039293476,6.426140567251389,4.555265628412261,5.657787795296778,3.8386225639626272,0.16261061103405283,1.3702676399641132,68,4.248088480635613
2012-03-21,3.3605710148448047,6.162511626691525,2.3651544560768922,6.639975662148053,4.6602856022692425,5.77528347847315,4.120581293894575,0.2015293502763059,1.4911268267791524,78,4.562627669193191
2012-03-22,3.440712217589626,6.766941651456226,2.2496320356723185,6.834043408120337,4.603674033642204,5.949347928487158,4.537952832339255,0.23504904937369306,1.6853972468204197,69,4.604375194544347
2012-03-23,3.3439990128740216,5.315372668158667,1.8346783021899635,6.364887056856048,4.266297665003008,5.629754701765177,6.547937550590292,0.20507198838743243,1.3430109798208165,70,4.536568022048192
2012-03-24,3.581612042413873,5.212230544731939,1.6461200267190332,6.029159832650126,4.095626453512641,5.627963444602449,6.329210849918752,0.2305951688678484,1.1811099811368384,39,4.433950633295106
2012-03-25,3.625356540921605,5.609156907099357,1.655091252908534,6.253760725569422,4.171230878393691,5.673012717244551,6.1633677840564545,0.22987656254707453,1.2820214301929869,41,4.437892638513514
2012-03-26,3.405111124621967,5.842503259633367,1.9468688285991744,6.86617858365316,4.537228015566315,5.807253851498978,5.647368813415684,0.22370961219987415,1.3374200351616914,80,4.604006048403054
2012-03-27,4.262982415338179,6.822662307987287,2.115647034409649,6.759770796048144,4.571523932199316,5.864544978820004,4.399977373219181,0.25711352471061394,1.3573510636212167,68,4.593781347322439
2012-03-28,3.581994804642045,5.242637518811602,1.5438903317491999,5.386848932882842,3.7901236724988316,5.523041767566532,5.788854371762386,0.19862782198684398,0.9387536717288119,73,4.500749964734494
2012-03-29,1.995618098731032,4.191995281359447,2.0807965017227144,6.090543722068415,4.302520709448629,5.22145578095303,4.319458573451662,0.1795213935863504,0.7944714061519976,71,4.301511680618733
2012-03-30,3.3701092669961077,5.879658285570225,2.4937944319880163,6.682588362308105,4.71753165608857,5.530304648306652,3.8875906046941875,0.24053417917402797,1.0456388186121564,50,4.381886954336225
2012-03-31,2.84858786093015,4.869696771032779,1.9029674380095263,5.626858805075451,3.9988335191474764,5.613613093280245,4.680575623300092,0.2180212894292777,0.7217499377058175,36,4.297486176053214
2012-04-01,2.87765494765787,5.221561652843295,1.9454376047874051,5.45144965007429,3.999996334234387,5.512859508485792,4.514020930131998,0.22397757491979955,0.8077682932698284,37,4.143846865304202
2012-04-02,2.1709127226580818,5.323412013617815,2.0676540364685962,6.420061383038156,4.475604170867262,5.609217248143242,5.074711933789462,0.20225196449073285,1.0941679637919999,84,4.455047307077534
2012-04-03,4.2743689421384605,6.618697981272281,2.0745564320130208,6.893673724366291,4.54547305443423,5.7096273762486875,4.887658176596941,0.22899450083137948,1.3832956996688186,58,4.329942525591279
2012-04-04,3.5025847884305694,6.615166649390363,2.277212812711499,7.039999852393523,4.7447540187006085,5.778590581790199,3.986275198966629,0.23025803846204096,1.428154222901173,74,4.483651736672932
2012-04-05,3.6242251781021877,5.379001559557568,1.8567829415840247,6.027399689489882,4.160447172141469,5.725107738525473,5.697081325275449,0.21605288753455684,1.0837040646178426,46,4.589854867209366
2012-04-06,3.379144896528991,5.886234490343324,1.6038354603541796,5.64506628594142,3.898279544592569,5.744869954023216,5.822782111317856,0.22186305275122487,1.1157239002235098,53,4.578736314072596
2012-04-07,2.8218272752431712,5.360607351988533,1.4966316857751099,5.414254577476885,3.7980401937056323,5.623607450210229,6.3131735968927245,0.19146891626420248,0.8980683433712806,42,4.04110732886231
2012-04-08,2.4731349604843587,5.465123191645669,1.5275314340590207,5.586578793423455,3.9032818166849026,5.717407877678585,6.523731626391407,0.20022434454445617,0.9449693922604748,48,4.341442574839321
2012-04-09,3.8027607459130177,6.241626025066642,1.6261973837449788,5.9704233057498595,4.034162961332103,5.631713525591049,5.530760626047885,0.23249282955053457,1.1116994168268486,94,4.325568969134332
2012-04-10,2.8490879285430046,5.527219126226793,2.5059582782161995,6.55999762299785,4.721248989349907,5.5796639130606245,3.4603417554603695,0.20993843838022763,1.3185331575473864,70,4.346073247158103
2012-04-11,1.9629046233903065,5.220187487882858,2.02134410344764,6.090447812665001,4.2914175217383725,5.684264016128708,4.4817262380568055,0.1712675209344197,1.0256597891103567,73,4.420196221604486
2012-04-12,1.5870401528945042,5.350040214690567,1.9085343406124524,5.864724728644345,4.178080011879341,5.765175028792633,4.435501803028438,0.1788641580820818,1.1071255873158465,84,4.383434815037048
2012-04-13,2.48843016721248,6.060875128028058,2.3053658141961293,5.993584172403886,4.400416137181701,5.769532264155035,3.952615188806499,0.21416514937903236,1.2226759122806812,67,4.310668211910735
2012-04-14,5.129603319579541,7.129081824690901,1.6981792856265625,6.566782690757815,4.36501422353686,5.79770393086023,6.602877424868761,0.27476564709932894,1.3031232921454776,36,5.081291165795251
2012-04-15,5.193169634762967,7.055945136345488,1.6446434638446723,6.1764898736225415,4.117566156190099,5.857180603100222,5.510240588155549,0.2769320412617779,1.1929222017045689,52,4.623858211708585
2012-04-16,2.3720174503930127,4.814264280071874,1.9165051126802837,5.500467622857181,3.9968925577145984,5.421492008544493,4.624068630592851,0.227074356960687,0.7529288379577739,80,4.263176688794003
2012-04-17,3.3040281244286693,5.690651802631997,2.423925319613659,5.730544947321684,4.437313632008962,5.424181229790008,3.2607429038882363,0.2551611430974435,1.136025984544319,105,4.234567240606649
2012-04-18,2.867061507273903,5.717748313160688,2.35786363720735,6.1832525289212406,4.534279069929379,5.476756413348227,4.282219813040219,0.19921559096675281,0.9093664799869939,63,4.285439067600823
2012-04-19,2.1386686644271933,5.63698630981794,1.9524705705711751,6.009620649227885,4.258796155282352,5.516778212055535,5.104205793230028,0.17230645604793124,0.9791306218160145,74,4.321897145575553
2012-04-20,3.6189391842175165,6.2813771753420085,2.101633662460442,6.739501778550402,4.565475442834636,5.550487882937536,5.094502343658287,0.22414281659853258,1.4518079375714035,57,4.5664403515354
2012-04-21,4.782249715272518,7.473488294071106,2.037817701498515,6.938797724702745,4.540923538187131,5.498899175287526,4.163270303315858,0.3198564695050286,1.3862245496330652,59,4.540198729392822
2012-04-22,3.003855709541838,5.028553056800877,1.8625689420778484,5.58928084450075,3.978137612685848,5.291372352637991,4.115309540928359,0.2624559543003327,0.7794370731596625,45,4.332494386430279
2012-04-23,2.7712571894992237,4.68835510117978,1.7986048601104416,5.278396868662817,3.872770594153717,5.30868697693932,4.561492861907422,0.20424954007166893,0.9671266119262074,58,3.96638434558988
2012-04-24,3.941424029379693,6.143015069553602,2.4845006123669755,6.158207521572425,4.6335197986440475,5.405230452791432,3.7767172555941038,0.25690757042581536,1.2119285846586114,90,4.210650417420385
2012-04-25,3.1737262879417045,5.98357220867607,2.3363668446696884,6.661738596411675,4.661754711210123,5.513803446392205,4.167751280975975,0.24372586787126083,1.2511022872145272,86,4.555186054403446
2012-04-26,4.4113020219568755,7.21445559938396,2.6975331348629807,6.7484429649810656,4.8558671536999185,5.692838125656828,2.7834972105858227,0.325816685975237,1.5787207686236056,75,4.469728150993705
2012-04-27,2.8186825522105754,5.044337153806697,1.919834506030641,5.4670946726077965,3.9956594595509247,5.609486890411614,4.833863397926815,0.2502171401813873,1.0619845973201403,85,4.412378917340513
2012-04-28,2.266606823133793,5.169541817524741,1.7845105599314321,5.389377329281991,3.90723600915813,5.4571514729332335,5.566255463976326,0.20310897482833432,0.7692453014523686,71,4.274172485252604
2012-04-29,2.4816413167971305,4.985506829048442,1.9285714316846811,5.461347017738756,3.975429676734125,5.4134062222733155,4.172101224295848,0.23002136053214117,0.7913653468711139,49,4.317829094090365
2012-04-30,2.631228691549681,4.417972970313175,2.227538577614655,5.713686578955877,4.224002228901789,5.158156321927365,2.8638089590810334,0.2614238656836176,0.5763679945937931,64,4.019102629656086
2012-05-01,2.6724834108061297,3.8918501686608473,1.603771722290264,4.848207365328967,3.5427238933174356,4.898743935645482,4.819654999328552,0.18826128846628284,0.5241900321973509,48,4.058455548210779
2012-05-02,3.055962517834597,5.4899874180745485,2.396904849515993,5.642186113263119,4.366489616132992,5.048923549186604,4.2981891143210404,0.23337028800125287,0.9043546159631064,97,4.055781139969473
2012-05-03,1.5338560687451024,4.667172101112027,2.1325974751100154,5.427661352365531,4.061553611572719,5.233923506682457,4.487709313842428,0.2128127083091665,0.8287527152192424,89,3.9874604036531225
2012-05-04,1.5753704604281238,4.927029586079514,2.2627998200759496,5.843736440018476,4.397517995295419,5.2913375323794165,4.2550061605631795,0.22062737278915373,0.9030686222815154,74,3.965649281112413
2012-05-05,2.2410076275796578,5.362618739088522,2.4616603024954657,6.100860765585122,4.635391793781797,5.341065517780937,4.1748126859480035,0.2306661532679722,1.1665307891314254,37,3.957896990888133
2012-05-06,2.059871350409329,5.147677164189651,2.0334388000428927,5.507874901621994,4.106608212999354,5.394665274996329,4.712325174041655,0.20691263032425217,0.9070275871971349,43,4.212358355469172
2012-05-07,2.1250614357906126,5.098012178736573,2.051859610379365,5.82449899213107,4.282457690119031,5.320215629791257,4.411710995411102,0.19219981115333556,1.0779224274276626,93,4.050578197226787
2012-05-08,2.120488494139152,5.264095466784529,2.5635642998518384,6.308450220414417,4.660220500130864,5.2023129318891295,3.343458470943849,0.2151411328624646,0.989894054660118,83,4.057119274478316
2012-05-09,3.030879133289057,5.755579309277473,2.6920378975024706,6.626838723078079,4.880450143104543,5.3187474321016746,3.8033538064786594,0.20997465268514817,1.157182685801209,78,4.305520359419093
2012-05-10,3.3585671019302814,6.163364803043675,2.537126242632618,7.134957797902918,4.952093367816813,5.396283423692371,4.116296911875853,0.23383653772686175,1.3550537034806442,95,4.559661478765105
2012-05-11,4.365034464496684,6.932377096916402,2.6429326159734816,6.917496904859917,4.893456800575446,5.59182153129301,3.7542193848269627,0.3011083256257368,1.5346733510003523,85,4.64871115895747
2012-05-12,4.589820394822072,6.924119481075299,2.6877924466235754,7.129067424601956,4.979633330393167,5.614738027246482,3.9461053572982596,0.3144961603902414,1.4626252181266097,51,4.574210914461415
2012-05-13,3.454564806334035,4.899329972638515,1.858692279469177,5.994128478184393,4.111629090489571,5.3132922220282515,5.26609711958215,0.25904941981963064,0.8991232976703052,56,4.258715738330693
2012-05-14,2.498173154729976,4.451560610379832,2.237969515694195,6.351070670457883,4.4606169697275675,4.963408159758937,3.7736180667917534,0.23670575233827856,1.0770529363852641,111,4.351377588582634
2012-05-15,2.1078456181746446,4.22370304671366,2.4151090242914477,6.775308508691494,4.726172900280583,4.841185892538065,2.8899881893138257,0.2229538006161461,1.1601405717615172,87,4.279358292688554
2012-05-16,2.455336463265193,4.71684494498167,2.4840817086580134,6.079432193892608,4.542276167720613,5.009895474268758,3.554816250895039,0.21006402366851637,1.018424758042243,89,4.020319121936016
2012-05-17,0.9541126657297784,4.068434662623055,1.9975587361313052,5.47987107030782,4.05265027271545,5.08628774100987,4.319591291673746,0.18076742400643664,0.8201720079458854,92,3.9650976137962872
2012-05-18,2.236151847169323,5.462448561947884,2.3666311653542937,5.877545170590725,4.426627744046804,5.0609322581365666,3.1883054168623004,0.21957381016464558,1.1380626719114486,98,4.073033205274531
2012-05-19,2.0015199326670854,5.622663628388264,2.527059586408147,5.771174111442942,4.549000808321302,5.077899322784704,3.50716597883052,0.19962672344072502,1.027673182085336,48,3.970782972077668
2012-05-20,1.9190804870791878,5.285017687062396,2.024432460644002,5.7913737533420155,4.205125618807213,5.163176718853408,4.703813198404452,0.1712643980834075,1.1841960261735194,64,3.9787952324769074
2012-05-21,2.7101284196445996,5.736713991047185,2.2510679357093384,6.303690938074087,4.570489471253968,5.20383097608046,4.486927913632601,0.17908729824781158,1.4032971557623355,106,4.376509589617747
2012-05-22,2.92519898061685,5.8112419792741825,2.220157336340817,6.522249773565807,4.565240754412601,5.224702381404823,3.90795938261207,0.16875007142418985,1.467516577778422,103,4.28688747249239
2012-05-23,3.2469131893540646,6.210260148563871,2.4505148010093247,6.6974631580579755,4.752478042453399,5.22598813186339,3.2323827568337613,0.19075028243844686,1.4404950307533466,106,4.424992887093218
2012-05-24,3.3346064890486242,6.461029747280936,2.732835380984359,7.004497073158802,5.0258286362916005,5.215386703795651,2.4001599395295123,0.23802583463129046,1.5885321654923543,98,4.496636092007868
2012-05-25,4.883010828949701,7.320318840278309,3.052630340270666,7.18780439616459,5.326590071682629,5.323799556430578,1.9241508371177183,0.3242713726335315,1.673334789640814,95,4.630994196775402
2012-05-26,4.85626076207433,6.3581718743574305,2.297537863104903,6.268397727466546,4.57065770856629,5.537175127920157,4.595947502075787,0.23996227187420693,1.2599011912639873,60,4.587740481273775
2012-05-27,4.915381232738096,6.639431274841144,1.5621379355356517,5.952639101524694,4.023397317991195,5.342531185398152,5.77442623818413,0.2306488042061266,1.6676029343575092,61,4.414915030974547
2012-05-28,6.069695249124353,7.663792052122024,2.4274737651344527,7.227497823926752,4.895525263935442,5.374625112045405,4.0939169744400035,0.32295350079084945,1.6804333223608485,116,4.790335812800977
