nome_estacao,codnum,data,ano,mes,dia,data_dia,chuva,temp,ur,co,no,no2,nox,so2,o3,pm10,pm2_5,lat,lon
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-02 02:30:00,2014,4,2,2014-04-02,0.0,26.43,80.1,0.24,,,,12.44,0.48,,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-02 03:30:00,2014,4,2,2014-04-02,0.0,26.43,78.83,0.27,,,,8.98,0.28,,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-02 04:30:00,2014,4,2,2014-04-02,0.0,26.13,78.78,0.22,,,,8.05,0.43,,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-02 05:30:00,2014,4,2,2014-04-02,0.0,25.53,83.47,0.15,,,,7.5,0.5,,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-02 06:30:00,2014,4,2,2014-04-02,0.0,25.23,85.77,0.13,,,,6.65,1.85,,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-02 07:30:00,2014,4,2,2014-04-02,0.0,25.18,86.57,0.11,,,,5.66,0.9,,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-02 08:30:00,2014,4,2,2014-04-02,0.0,25.12,85.92,0.13,,,,9.07,0.35,,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-02 09:30:00,2014,4,2,2014-04-02,0.0,25.17,85.88,0.24,,,,7.85,0.56,,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-02 10:30:00,2014,4,2,2014-04-02,0.0,26.0,82.52,0.27,,,,16.19,1.5,,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-02 11:30:00,2014,4,2,2014-04-02,0.0,27.92,75.12,0.31,,,,15.21,3.8,,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-02 12:30:00,2014,4,2,2014-04-02,0.0,29.93,66.45,0.38,,,,10.61,6.65,,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-02 13:30:00,2014,4,2,2014-04-02,,31.02,60.48,0.29,,,,10.41,15.24,,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-02 14:30:00,2014,4,2,2014-04-02,,32.48,55.4,0.41,,,,11.65,16.81,,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-02 15:30:00,2014,4,2,2014-04-02,,31.97,56.48,0.26,,,,5.24,46.63,,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-02 16:30:00,2014,4,2,2014-04-02,,27.78,79.97,0.44,,,,1.02,33.37,,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-02 17:30:00,2014,4,2,2014-04-02,,29.95,67.07,0.39,,,,0.23,50.79,,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-02 18:30:00,2014,4,2,2014-04-02,,29.77,64.65,0.23,,,,0.0,47.25,,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-02 19:30:00,2014,4,2,2014-04-02,,28.98,68.27,0.28,,,,0.2,32.78,,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-02 20:30:00,2014,4,2,2014-04-02,,27.7,72.85,0.29,,,,0.01,22.96,,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-02 21:30:00,2014,4,2,2014-04-02,,27.07,73.83,0.32,,,,0.0,13.3,,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-02 22:30:00,2014,4,2,2014-04-02,,26.9,73.9,0.3,,,,0.22,9.71,,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-02 23:30:00,2014,4,2,2014-04-02,,26.53,78.68,0.27,,,,0.09,7.36,,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-03 00:30:00,2014,4,3,2014-04-03,,26.2,80.53,0.15,,,,0.0,11.77,,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-03 01:30:00,2014,4,3,2014-04-03,,26.3,80.2,0.17,,,,0.19,4.32,,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-03 02:30:00,2014,4,3,2014-04-03,,26.0,81.63,0.23,,,,2.87,0.51,,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-03 03:30:00,2014,4,3,2014-04-03,,25.82,84.62,0.17,,,,14.97,1.05,,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-03 04:30:00,2014,4,3,2014-04-03,,25.7,83.87,0.19,,,,15.94,0.61,,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-03 05:30:00,2014,4,3,2014-04-03,,25.45,84.18,0.22,,,,14.47,0.27,,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-03 06:30:00,2014,4,3,2014-04-03,,25.78,82.75,0.23,,,,15.86,0.53,,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-03 07:30:00,2014,4,3,2014-04-03,,25.73,83.1,0.23,,,,10.03,0.35,,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-03 08:30:00,2014,4,3,2014-04-03,,25.83,82.3,0.22,,,,7.89,0.24,,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-03 09:30:00,2014,4,3,2014-04-03,,25.77,82.72,0.28,,,,16.04,0.57,,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-03 10:30:00,2014,4,3,2014-04-03,,26.53,79.43,0.43,,,,22.6,0.79,,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-03 11:30:00,2014,4,3,2014-04-03,,27.08,76.93,0.41,,,,12.21,2.24,,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-03 12:30:00,2014,4,3,2014-04-03,,27.95,73.58,0.45,,,,9.86,3.57,,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-03 13:30:00,2014,4,3,2014-04-03,,27.73,75.27,0.47,,,,8.49,3.7,,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-03 14:30:00,2014,4,3,2014-04-03,,29.85,67.52,0.36,,,,10.89,8.38,,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-03 15:30:00,2014,4,3,2014-04-03,,28.53,71.67,0.44,,,,10.83,16.14,,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-03 16:30:00,2014,4,3,2014-04-03,,30.0,65.72,0.39,,,,5.89,23.89,,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-03 17:30:00,2014,4,3,2014-04-03,,29.43,63.52,0.16,,,,3.93,26.54,,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-03 18:30:00,2014,4,3,2014-04-03,,28.52,69.43,0.13,,,,2.41,28.74,,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-03 19:30:00,2014,4,3,2014-04-03,,28.08,73.02,0.14,,,,1.46,23.93,,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-03 20:30:00,2014,4,3,2014-04-03,,26.25,85.77,0.17,,,,1.68,13.73,,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-03 21:30:00,2014,4,3,2014-04-03,,25.53,88.48,0.22,,,,1.83,6.27,,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-03 22:30:00,2014,4,3,2014-04-03,,25.28,87.38,0.2,,,,1.93,4.87,,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-03 23:30:00,2014,4,3,2014-04-03,,25.33,86.3,0.22,,,,1.96,2.63,,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-04 00:30:00,2014,4,4,2014-04-04,,25.17,87.2,0.24,,,,2.2,0.71,,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-04 01:30:00,2014,4,4,2014-04-04,,24.9,88.5,0.32,,,,2.06,0.31,,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-04 02:30:00,2014,4,4,2014-04-04,,25.18,86.63,0.25,,,,3.06,0.37,,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-04 03:30:00,2014,4,4,2014-04-04,,24.75,88.47,0.19,,,,3.11,0.17,,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-04 04:30:00,2014,4,4,2014-04-04,,24.85,87.93,0.18,,,,3.66,0.26,,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-04 05:30:00,2014,4,4,2014-04-04,,24.93,87.35,0.13,,,,1.14,5.17,,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-04 06:30:00,2014,4,4,2014-04-04,,24.15,88.77,0.08,,,,0.83,16.58,,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-04 07:30:00,2014,4,4,2014-04-04,,23.97,89.27,0.09,,,,0.93,12.0,,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-04 08:30:00,2014,4,4,2014-04-04,,24.13,87.98,0.14,,,,1.32,2.44,,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-04 09:30:00,2014,4,4,2014-04-04,,23.38,93.82,0.2,,,,3.06,0.47,,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-04 10:30:00,2014,4,4,2014-04-04,,23.9,91.37,0.22,,,,6.1,1.19,,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-04 11:30:00,2014,4,4,2014-04-04,,24.87,86.43,0.3,,,,7.38,2.29,,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-04 12:30:00,2014,4,4,2014-04-04,,27.82,70.72,0.24,,,,5.63,8.75,,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-04 13:30:00,2014,4,4,2014-04-04,,28.6,65.48,0.15,,,,2.51,13.78,,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-04 14:30:00,2014,4,4,2014-04-04,0.0,28.92,60.02,0.15,,,,1.0,16.2,21.0,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-04 15:30:00,2014,4,4,2014-04-04,0.0,29.45,60.03,0.15,,,,0.83,20.8,11.0,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-04 16:30:00,2014,4,4,2014-04-04,0.0,28.37,65.68,0.14,,,,1.36,21.15,19.0,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-04 17:30:00,2014,4,4,2014-04-04,0.0,28.28,66.5,0.17,,,,0.81,21.5,26.0,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-04 18:30:00,2014,4,4,2014-04-04,0.0,27.82,66.18,0.15,,,,1.14,20.43,15.0,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-04 19:30:00,2014,4,4,2014-04-04,0.0,27.38,67.27,0.17,,,,1.26,16.06,14.0,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-04 20:30:00,2014,4,4,2014-04-04,0.0,26.48,73.75,0.21,,,,1.29,12.24,17.0,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-04 21:30:00,2014,4,4,2014-04-04,0.0,26.03,77.47,0.28,,,,1.25,6.19,22.0,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-04 22:30:00,2014,4,4,2014-04-04,0.0,26.0,76.75,0.26,,,,1.33,6.42,22.0,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-04 23:30:00,2014,4,4,2014-04-04,0.0,26.02,75.68,0.25,,,,1.29,5.38,24.0,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-05 00:30:00,2014,4,5,2014-04-05,0.0,25.98,74.72,0.29,,,,1.5,4.9,28.0,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-05 01:30:00,2014,4,5,2014-04-05,0.0,25.63,74.52,0.32,,,,1.06,3.9,24.0,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-05 02:30:00,2014,4,5,2014-04-05,0.0,25.2,75.82,0.26,,,,1.24,2.02,23.0,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-05 03:30:00,2014,4,5,2014-04-05,0.0,24.88,77.15,0.27,,,,1.97,1.52,19.0,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-05 04:30:00,2014,4,5,2014-04-05,0.0,24.57,78.23,0.18,,,,2.12,2.62,19.0,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-05 05:30:00,2014,4,5,2014-04-05,0.0,24.32,79.57,0.25,,,,2.12,1.93,19.0,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-05 06:30:00,2014,4,5,2014-04-05,0.0,24.43,79.88,0.21,,,,2.08,3.94,20.0,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-05 07:30:00,2014,4,5,2014-04-05,0.0,24.23,81.58,0.15,,,,2.23,4.93,23.0,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-05 08:30:00,2014,4,5,2014-04-05,0.0,23.52,86.37,0.19,,,,4.43,0.61,26.0,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-05 09:30:00,2014,4,5,2014-04-05,0.0,23.55,90.32,0.27,,,,5.42,0.58,50.0,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-05 10:30:00,2014,4,5,2014-04-05,0.0,25.475,79.71,0.24,,,,7.45,2.305,39.0,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-05 11:30:00,2014,4,5,2014-04-05,0.0,27.4,69.1,0.21,,,,9.48,4.03,49.0,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-05 12:30:00,2014,4,5,2014-04-05,0.0,29.48,57.9,0.19,,,,8.31,9.6,47.0,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-05 13:30:00,2014,4,5,2014-04-05,0.0,30.75,52.22,0.23,,,,7.08,21.34,45.0,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-05 14:30:00,2014,4,5,2014-04-05,0.0,30.53,50.5,0.14,,,,5.04,31.89,41.0,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-05 15:30:00,2014,4,5,2014-04-05,0.0,29.97,54.77,0.12,,,,3.77,33.25,37.0,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-05 16:30:00,2014,4,5,2014-04-05,0.0,30.08,54.18,0.13,,,,3.09,30.35,25.0,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-05 17:30:00,2014,4,5,2014-04-05,0.0,28.83,58.15,0.09,,,,3.45,31.01,35.0,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-05 18:30:00,2014,4,5,2014-04-05,0.0,27.48,62.9,0.09,,,,3.14,29.95,32.0,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-05 19:30:00,2014,4,5,2014-04-05,0.0,26.7,63.37,0.09,,,,2.5,26.1,26.0,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-05 20:30:00,2014,4,5,2014-04-05,0.0,25.85,64.6,0.08,,,,2.53,24.77,33.0,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-05 21:30:00,2014,4,5,2014-04-05,0.0,25.45,66.03,0.11,,,,2.77,16.2,27.0,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-05 22:30:00,2014,4,5,2014-04-05,0.0,25.28,67.72,0.17,,,,2.62,14.8,19.0,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-05 23:30:00,2014,4,5,2014-04-05,0.0,25.3,68.33,0.2,,,,3.15,11.04,22.0,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-06 00:30:00,2014,4,6,2014-04-06,0.0,25.45,66.62,0.33,,,,2.81,6.5,31.0,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-06 01:30:00,2014,4,6,2014-04-06,0.0,25.27,64.3,0.35,,,,3.28,4.72,44.0,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-06 02:30:00,2014,4,6,2014-04-06,0.0,24.73,65.38,0.36,,,,7.7,1.92,38.0,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-06 03:30:00,2014,4,6,2014-04-06,0.0,24.28,69.4,0.42,,,,10.38,1.65,39.0,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-06 04:30:00,2014,4,6,2014-04-06,0.0,23.68,73.53,0.3,,,,7.71,1.71,49.0,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-06 05:30:00,2014,4,6,2014-04-06,0.0,22.87,78.42,0.24,,,,3.21,3.09,26.0,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-06 06:30:00,2014,4,6,2014-04-06,0.0,22.33,80.73,0.26,,,,4.0,0.33,27.0,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-06 07:30:00,2014,4,6,2014-04-06,0.0,21.98,81.7,0.27,,,,3.7,0.41,20.0,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-06 08:30:00,2014,4,6,2014-04-06,0.0,21.6,81.87,0.43,,,,6.3,0.35,25.0,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-06 09:30:00,2014,4,6,2014-04-06,0.0,21.78,78.77,0.35,,,,2.64,0.75,20.0,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-06 10:30:00,2014,4,6,2014-04-06,0.0,23.43,78.18,0.19,,,,3.95,4.41,21.0,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-06 11:30:00,2014,4,6,2014-04-06,0.0,25.43,71.05,0.15,,,,8.88,9.23,25.0,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-06 12:30:00,2014,4,6,2014-04-06,0.0,27.57,58.35,0.1,,,,4.93,19.49,20.0,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-06 13:30:00,2014,4,6,2014-04-06,0.0,28.63,57.62,0.12,,,,5.21,30.59,20.0,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-06 14:30:00,2014,4,6,2014-04-06,0.0,29.85,50.67,0.16,,,,6.86,34.97,24.0,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-06 15:30:00,2014,4,6,2014-04-06,0.0,32.32,34.47,0.15,,,,6.27,41.38,29.0,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-06 16:30:00,2014,4,6,2014-04-06,0.0,32.25,37.62,0.28,,,,5.43,30.79,31.0,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-06 17:30:00,2014,4,6,2014-04-06,0.0,30.35,43.35,0.18,,,,3.52,37.73,46.0,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-06 18:30:00,2014,4,6,2014-04-06,0.0,28.4,53.5,0.16,,,,2.5,34.69,30.0,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-06 19:30:00,2014,4,6,2014-04-06,0.0,27.23,61.72,0.17,,,,2.05,26.24,27.0,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-06 20:30:00,2014,4,6,2014-04-06,0.0,26.12,68.15,0.17,,,,2.0,25.84,22.0,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-06 21:30:00,2014,4,6,2014-04-06,0.0,25.48,71.5,0.19,,,,1.7,22.41,19.0,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-06 22:30:00,2014,4,6,2014-04-06,0.0,25.23,72.62,0.22,,,,0.79,17.3,23.0,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-06 23:30:00,2014,4,6,2014-04-06,0.0,25.13,72.1,0.22,,,,0.43,14.34,29.0,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-07 00:30:00,2014,4,7,2014-04-07,0.0,24.98,72.03,0.28,,,,0.97,5.76,30.0,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-07 01:30:00,2014,4,7,2014-04-07,0.0,24.43,74.72,0.21,,,,3.0,4.45,35.0,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-07 02:30:00,2014,4,7,2014-04-07,0.0,23.7,78.97,0.18,,,,4.59,2.21,26.0,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-07 03:30:00,2014,4,7,2014-04-07,0.0,23.63,81.05,0.13,,,,4.19,13.96,22.0,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-07 04:30:00,2014,4,7,2014-04-07,0.0,23.43,84.08,0.11,,,,4.42,9.76,20.0,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-07 05:30:00,2014,4,7,2014-04-07,0.0,22.88,87.87,0.1,,,,3.69,6.57,27.0,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-07 06:30:00,2014,4,7,2014-04-07,0.0,22.45,87.3,0.09,,,,2.87,6.08,12.0,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-07 07:30:00,2014,4,7,2014-04-07,0.0,22.12,90.05,0.1,,,,3.83,5.3,21.0,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-07 08:30:00,2014,4,7,2014-04-07,0.0,22.88,88.67,0.13,,,,8.9,1.55,15.0,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-07 09:30:00,2014,4,7,2014-04-07,0.0,23.22,87.67,0.18,,,,9.67,1.03,27.0,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-07 10:30:00,2014,4,7,2014-04-07,0.0,23.7,84.27,0.33,,,,12.26,2.57,47.0,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-07 11:30:00,2014,4,7,2014-04-07,0.0,25.93,73.92,0.34,,,,28.16,4.11,69.0,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-07 12:30:00,2014,4,7,2014-04-07,0.0,27.93,65.32,0.3,,,,36.43,6.26,58.0,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-07 13:30:00,2014,4,7,2014-04-07,0.0,30.53,54.67,0.28,,,,31.5,16.26,74.0,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-07 14:30:00,2014,4,7,2014-04-07,0.0,30.8,52.07,0.3,,,,27.99,23.46,66.0,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-07 15:30:00,2014,4,7,2014-04-07,0.0,32.53,45.98,0.36,,,,12.65,41.29,58.0,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-07 16:30:00,2014,4,7,2014-04-07,0.0,31.62,47.73,0.24,,,,9.29,71.72,54.0,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-07 17:30:00,2014,4,7,2014-04-07,0.0,30.5,49.58,0.2,,,,7.5,75.39,40.0,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-07 18:30:00,2014,4,7,2014-04-07,0.0,29.03,54.3,0.21,,,,5.67,41.66,36.0,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-07 19:30:00,2014,4,7,2014-04-07,0.0,28.17,56.15,0.2,,,,3.95,26.42,27.0,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-07 20:30:00,2014,4,7,2014-04-07,0.0,27.23,58.43,0.26,,,,4.31,19.35,27.0,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-07 21:30:00,2014,4,7,2014-04-07,0.0,26.15,65.3,0.41,,,,4.7,4.58,28.0,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-07 22:30:00,2014,4,7,2014-04-07,0.0,25.75,69.13,0.63,,,,7.47,0.88,29.0,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-07 23:30:00,2014,4,7,2014-04-07,0.0,25.2,68.63,0.59,,,,9.33,0.75,49.0,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-08 00:30:00,2014,4,8,2014-04-08,0.0,25.13,72.97,0.4,,,,10.56,0.75,43.0,,-22.89777109,-43.22174541
ESTAÇÃO SÃO CRISTÓVÃO,7,2014-04-08 01:30:00,2014,4,8,2014-04-08,0.0,24.8,74.47,0.33,,,,14.62,0.68,54.0,,-22.89777109,-43.22174541
