CGC_HOSP,data_dia,num_internacoes
00394544020453,2014-06-30,0
00394544020453,2014-07-01,0
00394544020453,2014-07-02,0
00394544020453,2014-07-03,0
00394544020453,2014-07-04,0
00394544020453,2014-07-05,24
00394544020453,2014-07-06,0
00394544020453,2014-07-07,0
00394544020453,2014-07-08,0
00394544020453,2014-07-09,24
00394544020453,2014-07-10,0
00394544020453,2014-07-11,0
00394544020453,2014-07-12,12
00394544020453,2014-07-13,0
00394544020453,2014-07-14,23
00394544020453,2014-07-15,48
00394544020453,2014-07-16,0
00394544020453,2014-07-17,12
00394544020453,2014-07-18,0
00394544020453,2014-07-19,0
00394544020453,2014-07-20,12
00394544020453,2014-07-21,0
00394544020453,2014-07-22,0
00394544020453,2014-07-23,0
00394544020453,2014-07-24,24
00394544020453,2014-07-25,12
00394544020453,2014-07-26,0
00394544020453,2014-07-27,0
00394544020453,2014-07-28,0
00394544020453,2014-07-29,0
00394544020453,2014-07-30,0
00394544020453,2014-07-31,0
00394544020453,2014-08-01,0
00394544020453,2014-08-02,0
00394544020453,2014-08-03,12
00394544020453,2014-08-04,0
00394544020453,2014-08-05,0
00394544020453,2014-08-06,12
00394544020453,2014-08-07,0
00394544020453,2014-08-08,12
00394544020453,2014-08-09,0
00394544020453,2014-08-10,0
00394544020453,2014-08-11,0
00394544020453,2014-08-12,0
00394544020453,2014-08-13,0
00394544020453,2014-08-14,0
00394544020453,2014-08-15,0
00394544020453,2014-08-16,12
00394544020453,2014-08-17,0
00394544020453,2014-08-18,12
00394544020453,2014-08-19,0
00394544020453,2014-08-20,0
00394544020453,2014-08-21,0
00394544020453,2014-08-22,0
00394544020453,2014-08-23,0
00394544020453,2014-08-24,0
00394544020453,2014-08-25,0
00394544020453,2014-08-26,12
00394544020453,2014-08-27,23
00394544020453,2014-08-28,0
00394544020453,2014-08-29,24
00394544020453,2014-08-30,0
00394544020453,2014-08-31,0
00394544020453,2014-09-01,36
00394544020453,2014-09-02,0
00394544020453,2014-09-03,12
00394544020453,2014-09-04,12
00394544020453,2014-09-05,0
00394544020453,2014-09-06,0
00394544020453,2014-09-07,12
00394544020453,2014-09-08,24
00394544020453,2014-09-09,12
00394544020453,2014-09-10,0
00394544020453,2014-09-11,0
00394544020453,2014-09-12,0
00394544020453,2014-09-13,0
00394544020453,2014-09-14,0
00394544020453,2014-09-15,0
00394544020453,2014-09-16,0
00394544020453,2014-09-17,0
00394544020453,2014-09-18,0
00394544020453,2014-09-19,0
00394544020453,2014-09-20,0
00394544020453,2014-09-21,0
00394544020453,2014-09-22,0
00394544020453,2014-09-23,0
00394544020453,2014-09-24,11
00394544020453,2014-09-25,0
00394544020453,2014-09-26,11
00394544020453,2014-09-27,0
00394544020453,2014-09-28,0
00394544020453,2014-09-29,0
00394544020453,2014-09-30,0
00394544020453,2014-10-01,0
00394544020453,2014-10-02,0
00394544020453,2014-10-03,11
00394544020453,2014-10-04,0
00394544020453,2014-10-05,0
00394544020453,2014-10-06,0
00394544020453,2014-10-07,0
00394544020453,2014-10-08,0
00394544020453,2014-10-09,0
00394544020453,2014-10-10,0
00394544020453,2014-10-11,0
00394544020453,2014-10-12,0
00394544020453,2014-10-13,11
00394544020453,2014-10-14,11
00394544020453,2014-10-15,0
00394544020453,2014-10-16,0
00394544020453,2014-10-17,11
00394544020453,2014-10-18,11
00394544020453,2014-10-19,0
00394544020453,2014-10-20,0
00394544020453,2014-10-21,0
00394544020453,2014-10-22,0
00394544020453,2014-10-23,0
00394544020453,2014-10-24,11
00394544020453,2014-10-25,0
00394544020453,2014-10-26,0
00394544020453,2014-10-27,0
00394544020453,2014-10-28,0
00394544020453,2014-10-29,0
00394544020453,2014-10-30,0
00394544020453,2014-10-31,0
00394544020453,2014-11-01,0
00394544020453,2014-11-02,0
00394544020453,2014-11-03,11
00394544020453,2014-11-04,0
00394544020453,2014-11-05,11
00394544020453,2014-11-06,0
00394544020453,2014-11-07,0
00394544020453,2014-11-08,11
00394544020453,2014-11-09,0
00394544020453,2014-11-10,0
00394544020453,2014-11-11,0
00394544020453,2014-11-12,0
00394544020453,2014-11-13,0
00394544020453,2014-11-14,0
00394544020453,2014-11-15,0
00394544020453,2014-11-16,0
00394544020453,2014-11-17,0
00394544020453,2014-11-18,0
00394544020453,2014-11-19,0
00394544020453,2014-11-20,0
00394544020453,2014-11-21,0
00394544020453,2014-11-22,0
00394544020453,2014-11-23,0
00394544020453,2014-11-24,0
00394544020453,2014-11-25,0
00394544020453,2014-11-26,0
00394544020453,2014-11-27,0
00394544020453,2014-11-28,11
00394544020453,2014-11-29,0
00394544020453,2014-11-30,0
00394544020453,2014-12-01,0
00394544020453,2014-12-02,22
00394544020453,2014-12-03,0
00394544020453,2014-12-04,0
00394544020453,2014-12-05,11
00394544020453,2014-12-06,11
00394544020453,2014-12-07,11
00394544020453,2014-12-08,0
00394544020453,2014-12-09,0
00394544020453,2014-12-10,0
00394544020453,2014-12-11,0
00394544020453,2014-12-12,0
00394544020453,2014-12-13,0
00394544020453,2014-12-14,0
00394544020453,2014-12-15,0
00394544020453,2014-12-16,0
00394544020453,2014-12-17,0
00394544020453,2014-12-18,0
00394544020453,2014-12-19,0
00394544020453,2014-12-20,0
00394544020453,2014-12-21,0
00394544020453,2014-12-22,0
00394544020453,2014-12-23,0
00394544020453,2014-12-24,0
00394544020453,2014-12-25,0
00394544020453,2014-12-26,0
00394544020453,2014-12-27,0
00394544020453,2014-12-28,0
00394544020453,2014-12-29,0
00394544020453,2014-12-30,0
00394544020453,2014-12-31,0
00394544020453,2015-01-01,0
00394544020453,2015-01-02,0
00394544020453,2015-01-03,0
00394544020453,2015-01-04,0
00394544020453,2015-01-05,0
00394544020453,2015-01-06,0
00394544020453,2015-01-07,0
00394544020453,2015-01-08,0
00394544020453,2015-01-09,0
00394544020453,2015-01-10,0
00394544020453,2015-01-11,0
00394544020453,2015-01-12,11
00394544020453,2015-01-13,0
00394544020453,2015-01-14,0
00394544020453,2015-01-15,0
00394544020453,2015-01-16,0
00394544020453,2015-01-17,0
00394544020453,2015-01-18,0
00394544020453,2015-01-19,0
00394544020453,2015-01-20,11
00394544020453,2015-01-21,22
00394544020453,2015-01-22,0
00394544020453,2015-01-23,11
00394544020453,2015-01-24,0
00394544020453,2015-01-25,0
00394544020453,2015-01-26,11
00394544020453,2015-01-27,0
00394544020453,2015-01-28,11
00394544020453,2015-01-29,0
00394544020453,2015-01-30,0
00394544020453,2015-01-31,0
00394544020453,2015-02-01,0
00394544020453,2015-02-02,0
00394544020453,2015-02-03,0
00394544020453,2015-02-04,0
00394544020453,2015-02-05,0
00394544020453,2015-02-06,0
00394544020453,2015-02-07,0
00394544020453,2015-02-08,11
00394544020453,2015-02-09,0
00394544020453,2015-02-10,11
00394544020453,2015-02-11,0
00394544020453,2015-02-12,11
00394544020453,2015-02-13,0
00394544020453,2015-02-14,0
00394544020453,2015-02-15,0
00394544020453,2015-02-16,0
00394544020453,2015-02-17,0
00394544020453,2015-02-18,0
00394544020453,2015-02-19,0
00394544020453,2015-02-20,0
00394544020453,2015-02-21,11
00394544020453,2015-02-22,0
00394544020453,2015-02-23,11
00394544020453,2015-02-24,0
00394544020453,2015-02-25,0
00394544020453,2015-02-26,0
00394544020453,2015-02-27,11
00394544020453,2015-02-28,11
00394544020453,2015-03-01,0
00394544020453,2015-03-02,0
00394544020453,2015-03-03,0
00394544020453,2015-03-04,0
00394544020453,2015-03-05,0
00394544020453,2015-03-06,0
00394544020453,2015-03-07,0
00394544020453,2015-03-08,0
00394544020453,2015-03-09,11
00394544020453,2015-03-10,0
00394544020453,2015-03-11,0
00394544020453,2015-03-12,0
00394544020453,2015-03-13,11
00394544020453,2015-03-14,0
00394544020453,2015-03-15,0
00394544020453,2015-03-16,11
00394544020453,2015-03-17,0
00394544020453,2015-03-18,0
00394544020453,2015-03-19,0
00394544020453,2015-03-20,0
00394544020453,2015-03-21,0
00394544020453,2015-03-22,0
00394544020453,2015-03-23,0
00394544020453,2015-03-24,0
00394544020453,2015-03-25,0
00394544020453,2015-03-26,11
00394544020453,2015-03-27,0
00394544020453,2015-03-28,0
00394544020453,2015-03-29,11
00394544020453,2015-03-30,11
00394544020453,2015-03-31,0
00394544020453,2015-04-01,11
00394544020453,2015-04-02,0
00394544020453,2015-04-03,0
00394544020453,2015-04-04,0
00394544020453,2015-04-05,0
00394544020453,2015-04-06,0
00394544020453,2015-04-07,11
00394544020453,2015-04-08,0
00394544020453,2015-04-09,0
00394544020453,2015-04-10,11
00394544020453,2015-04-11,22
00394544020453,2015-04-12,0
00394544020453,2015-04-13,0
00394544020453,2015-04-14,0
00394544020453,2015-04-15,0
00394544020453,2015-04-16,11
00394544020453,2015-04-17,0
00394544020453,2015-04-18,11
00394544020453,2015-04-19,0
00394544020453,2015-04-20,0
00394544020453,2015-04-21,11
00394544020453,2015-04-22,0
00394544020453,2015-04-23,0
00394544020453,2015-04-24,0
00394544020453,2015-04-25,11
00394544020453,2015-04-26,0
00394544020453,2015-04-27,0
00394544020453,2015-04-28,0
00394544020453,2015-04-29,0
00394544020453,2015-04-30,11
00394544020453,2015-05-01,0
00394544020453,2015-05-02,0
00394544020453,2015-05-03,11
00394544020453,2015-05-04,11
00394544020453,2015-05-05,11
00394544020453,2015-05-06,11
00394544020453,2015-05-07,0
00394544020453,2015-05-08,0
00394544020453,2015-05-09,0
00394544020453,2015-05-10,0
00394544020453,2015-05-11,11
00394544020453,2015-05-12,0
00394544020453,2015-05-13,11
00394544020453,2015-05-14,11
00394544020453,2015-05-15,0
00394544020453,2015-05-16,0
00394544020453,2015-05-17,0
00394544020453,2015-05-18,0
00394544020453,2015-05-19,22
00394544020453,2015-05-20,0
00394544020453,2015-05-21,0
00394544020453,2015-05-22,22
00394544020453,2015-05-23,0
00394544020453,2015-05-24,11
00394544020453,2015-05-25,11
00394544020453,2015-05-26,0
00394544020453,2015-05-27,0
00394544020453,2015-05-28,11
00394544020453,2015-05-29,11
00394544020453,2015-05-30,0
00394544020453,2015-05-31,0
00394544020453,2015-06-01,0
00394544020453,2015-06-02,0
00394544020453,2015-06-03,0
00394544020453,2015-06-04,11
00394544020453,2015-06-05,0
00394544020453,2015-06-06,0
00394544020453,2015-06-07,0
00394544020453,2015-06-08,0
00394544020453,2015-06-09,0
00394544020453,2015-06-10,0
00394544020453,2015-06-11,0
00394544020453,2015-06-12,11
00394544020453,2015-06-13,0
00394544020453,2015-06-14,0
00394544020453,2015-06-15,0
00394544020453,2015-06-16,11
00394544020453,2015-06-17,11
00394544020453,2015-06-18,11
00394544020453,2015-06-19,0
00394544020453,2015-06-20,0
00394544020453,2015-06-21,0
00394544020453,2015-06-22,0
00394544020453,2015-06-23,0
00394544020453,2015-06-24,0
00394544020453,2015-06-25,0
00394544020453,2015-06-26,11
00394544020453,2015-06-27,0
00394544020453,2015-06-28,11
00394544020453,2015-06-29,22
00394544020453,2015-06-30,0
00394544020453,2015-07-01,0
00394544020453,2015-07-02,0
00394544020453,2015-07-03,0
00394544020453,2015-07-04,0
00394544020453,2015-07-05,0
00394544020453,2015-07-06,0
00394544020453,2015-07-07,0
00394544020453,2015-07-08,0
00394544020453,2015-07-09,0
00394544020453,2015-07-10,0
00394544020453,2015-07-11,0
00394544020453,2015-07-12,11
00394544020453,2015-07-13,11
00394544020453,2015-07-14,0
00394544020453,2015-07-15,0
00394544020453,2015-07-16,0
00394544020453,2015-07-17,0
00394544020453,2015-07-18,0
00394544020453,2015-07-19,0
00394544020453,2015-07-20,0
00394544020453,2015-07-21,0
00394544020453,2015-07-22,0
00394544020453,2015-07-23,0
00394544020453,2015-07-24,0
00394544020453,2015-07-25,0
00394544020453,2015-07-26,0
00394544020453,2015-07-27,0
00394544020453,2015-07-28,0
00394544020453,2015-07-29,0
00394544020453,2015-07-30,11
00394544020453,2015-07-31,0
00394544020453,2015-08-01,11
00394544020453,2015-08-02,11
00394544020453,2015-08-03,0
00394544020453,2015-08-04,0
00394544020453,2015-08-05,0
00394544020453,2015-08-06,0
00394544020453,2015-08-07,0
00394544020453,2015-08-08,10
00394544020453,2015-08-09,0
00394544020453,2015-08-10,0
00394544020453,2015-08-11,22
00394544020453,2015-08-12,0
00394544020453,2015-08-13,11
00394544020453,2015-08-14,0
00394544020453,2015-08-15,0
00394544020453,2015-08-16,0
00394544020453,2015-08-17,10
00394544020453,2015-08-18,0
00394544020453,2015-08-19,0
00394544020453,2015-08-20,10
00394544020453,2015-08-21,11
00394544020453,2015-08-22,0
00394544020453,2015-08-23,0
00394544020453,2015-08-24,11
00394544020453,2015-08-25,0
00394544020453,2015-08-26,0
00394544020453,2015-08-27,0
00394544020453,2015-08-28,11
00394544020453,2015-08-29,0
00394544020453,2015-08-30,0
00394544020453,2015-08-31,11
00394544020453,2015-09-01,0
00394544020453,2015-09-02,0
00394544020453,2015-09-03,0
00394544020453,2015-09-04,0
00394544020453,2015-09-05,0
00394544020453,2015-09-06,0
00394544020453,2015-09-07,0
00394544020453,2015-09-08,11
00394544020453,2015-09-09,0
00394544020453,2015-09-10,0
00394544020453,2015-09-11,0
00394544020453,2015-09-12,0
00394544020453,2015-09-13,0
00394544020453,2015-09-14,0
00394544020453,2015-09-15,0
00394544020453,2015-09-16,10
00394544020453,2015-09-17,0
00394544020453,2015-09-18,10
00394544020453,2015-09-19,11
00394544020453,2015-09-20,10
00394544020453,2015-09-21,0
00394544020453,2015-09-22,0
00394544020453,2015-09-23,11
00394544020453,2015-09-24,0
00394544020453,2015-09-25,0
00394544020453,2015-09-26,0
00394544020453,2015-09-27,0
00394544020453,2015-09-28,0
00394544020453,2015-09-29,0
00394544020453,2015-09-30,0
00394544020453,2015-10-01,0
00394544020453,2015-10-02,0
00394544020453,2015-10-03,0
00394544020453,2015-10-04,0
00394544020453,2015-10-05,0
00394544020453,2015-10-06,10
00394544020453,2015-10-07,10
00394544020453,2015-10-08,0
00394544020453,2015-10-09,0
00394544020453,2015-10-10,10
00394544020453,2015-10-11,0
00394544020453,2015-10-12,10
00394544020453,2015-10-13,0
00394544020453,2015-10-14,0
00394544020453,2015-10-15,0
00394544020453,2015-10-16,10
00394544020453,2015-10-17,0
00394544020453,2015-10-18,0
00394544020453,2015-10-19,0
00394544020453,2015-10-20,0
00394544020453,2015-10-21,0
00394544020453,2015-10-22,0
00394544020453,2015-10-23,0
00394544020453,2015-10-24,0
00394544020453,2015-10-25,0
00394544020453,2015-10-26,0
00394544020453,2015-10-27,10
00394544020453,2015-10-28,0
00394544020453,2015-10-29,10
00394544020453,2015-10-30,0
00394544020453,2015-10-31,0
00394544020453,2015-11-01,0
00394544020453,2015-11-02,0
00394544020453,2015-11-03,0
00394544020453,2015-11-04,0
00394544020453,2015-11-05,0
00394544020453,2015-11-06,10
00394544020453,2015-11-07,0
00394544020453,2015-11-08,0
00394544020453,2015-11-09,20
00394544020453,2015-11-10,0
00394544020453,2015-11-11,0
00394544020453,2015-11-12,0
00394544020453,2015-11-13,0
00394544020453,2015-11-14,10
00394544020453,2015-11-15,0
00394544020453,2015-11-16,30
00394544020453,2015-11-17,0
00394544020453,2015-11-18,10
00394544020453,2015-11-19,0
00394544020453,2015-11-20,0
00394544020453,2015-11-21,0
00394544020453,2015-11-22,0
00394544020453,2015-11-23,0
00394544020453,2015-11-24,0
00394544020453,2015-11-25,0
00394544020453,2015-11-26,10
00394544020453,2015-11-27,0
00394544020453,2015-11-28,0
00394544020453,2015-11-29,10
00394544020453,2015-11-30,0
00394544020453,2015-12-01,10
00394544020453,2015-12-02,0
00394544020453,2015-12-03,10
00394544020453,2015-12-04,0
00394544020453,2015-12-05,0
00394544020453,2015-12-06,10
00394544020453,2015-12-07,0
00394544020453,2015-12-08,0
00394544020453,2015-12-09,0
00394544020453,2015-12-10,0
00394544020453,2015-12-11,0
00394544020453,2015-12-12,0
00394544020453,2015-12-13,0
00394544020453,2015-12-14,0
00394544020453,2015-12-15,0
00394544020453,2015-12-16,10
00394544020453,2015-12-17,0
00394544020453,2015-12-18,0
00394544020453,2015-12-19,0
00394544020453,2015-12-20,10
00394544020453,2015-12-21,0
00394544020453,2015-12-22,20
00394544020453,2015-12-23,0
00394544020453,2015-12-24,10
00394544020453,2015-12-25,0
00394544020453,2015-12-26,0
00394544020453,2015-12-27,0
00394544020453,2015-12-28,10
00394544020453,2015-12-29,0
00394544020453,2015-12-30,0
00394544020453,2015-12-31,0
00394544020453,2016-01-01,0
00394544020453,2016-01-02,0
00394544020453,2016-01-03,0
00394544020453,2016-01-04,10
00394544020453,2016-01-05,0
00394544020453,2016-01-06,20
00394544020453,2016-01-07,0
00394544020453,2016-01-08,0
00394544020453,2016-01-09,0
00394544020453,2016-01-10,0
00394544020453,2016-01-11,0
00394544020453,2016-01-12,0
00394544020453,2016-01-13,0
00394544020453,2016-01-14,0
00394544020453,2016-01-15,0
00394544020453,2016-01-16,10
00394544020453,2016-01-17,10
00394544020453,2016-01-18,0
00394544020453,2016-01-19,0
00394544020453,2016-01-20,10
00394544020453,2016-01-21,10
00394544020453,2016-01-22,10
00394544020453,2016-01-23,0
00394544020453,2016-01-24,0
00394544020453,2016-01-25,0
00394544020453,2016-01-26,0
00394544020453,2016-01-27,10
00394544020453,2016-01-28,0
00394544020453,2016-01-29,10
00394544020453,2016-01-30,10
00394544020453,2016-01-31,0
00394544020453,2016-02-01,10
00394544020453,2016-02-02,10
00394544020453,2016-02-03,0
00394544020453,2016-02-04,0
00394544020453,2016-02-05,0
00394544020453,2016-02-06,0
00394544020453,2016-02-07,0
00394544020453,2016-02-08,0
00394544020453,2016-02-09,0
00394544020453,2016-02-10,0
00394544020453,2016-02-11,0
00394544020453,2016-02-12,10
00394544020453,2016-02-13,0
00394544020453,2016-02-14,0
00394544020453,2016-02-15,0
00394544020453,2016-02-16,0
00394544020453,2016-02-17,0
00394544020453,2016-02-18,10
00394544020453,2016-02-19,0
00394544020453,2016-02-20,0
00394544020453,2016-02-21,0
00394544020453,2016-02-22,0
00394544020453,2016-02-23,0
00394544020453,2016-02-24,0
00394544020453,2016-02-25,10
00394544020453,2016-02-26,0
00394544020453,2016-02-27,0
00394544020453,2016-02-28,0
00394544020453,2016-02-29,0
00394544020453,2016-03-01,0
00394544020453,2016-03-02,0
00394544020453,2016-03-03,0
00394544020453,2016-03-04,10
00394544020453,2016-03-05,0
00394544020453,2016-03-06,10
00394544020453,2016-03-07,0
00394544020453,2016-03-08,0
00394544020453,2016-03-09,0
00394544020453,2016-03-10,0
00394544020453,2016-03-11,0
00394544020453,2016-03-12,0
00394544020453,2016-03-13,0
00394544020453,2016-03-14,0
00394544020453,2016-03-15,0
00394544020453,2016-03-16,10
00394544020453,2016-03-17,0
00394544020453,2016-03-18,10
00394544020453,2016-03-19,0
00394544020453,2016-03-20,0
00394544020453,2016-03-21,10
00394544020453,2016-03-22,0
00394544020453,2016-03-23,0
00394544020453,2016-03-24,0
00394544020453,2016-03-25,0
00394544020453,2016-03-26,0
00394544020453,2016-03-27,0
00394544020453,2016-03-28,0
00394544020453,2016-03-29,0
00394544020453,2016-03-30,0
00394544020453,2016-03-31,10
00394544020453,2016-04-01,0
00394544020453,2016-04-02,0
00394544020453,2016-04-03,0
00394544020453,2016-04-04,0
00394544020453,2016-04-05,10
00394544020453,2016-04-06,0
00394544020453,2016-04-07,10
00394544020453,2016-04-08,0
00394544020453,2016-04-09,10
00394544020453,2016-04-10,0
00394544020453,2016-04-11,0
00394544020453,2016-04-12,0
00394544020453,2016-04-13,0
00394544020453,2016-04-14,20
00394544020453,2016-04-15,10
00394544020453,2016-04-16,0
00394544020453,2016-04-17,0
00394544020453,2016-04-18,10
00394544020453,2016-04-19,10
00394544020453,2016-04-20,0
00394544020453,2016-04-21,0
00394544020453,2016-04-22,0
00394544020453,2016-04-23,0
00394544020453,2016-04-24,0
00394544020453,2016-04-25,0
00394544020453,2016-04-26,0
00394544020453,2016-04-27,0
00394544020453,2016-04-28,0
00394544020453,2016-04-29,0
00394544020453,2016-04-30,0
00394544020453,2016-05-01,0
00394544020453,2016-05-02,0
00394544020453,2016-05-03,0
00394544020453,2016-05-04,10
00394544020453,2016-05-05,0
00394544020453,2016-05-06,0
00394544020453,2016-05-07,0
00394544020453,2016-05-08,0
00394544020453,2016-05-09,0
00394544020453,2016-05-10,0
00394544020453,2016-05-11,0
00394544020453,2016-05-12,0
00394544020453,2016-05-13,0
00394544020453,2016-05-14,0
00394544020453,2016-05-15,0
00394544020453,2016-05-16,0
00394544020453,2016-05-17,10
00394544020453,2016-05-18,0
00394544020453,2016-05-19,0
00394544020453,2016-05-20,0
00394544020453,2016-05-21,0
00394544020453,2016-05-22,0
00394544020453,2016-05-23,0
00394544020453,2016-05-24,0
00394544020453,2016-05-25,0
00394544020453,2016-05-26,0
00394544020453,2016-05-27,0
00394544020453,2016-05-28,0
00394544020453,2016-05-29,0
00394544020453,2016-05-30,0
00394544020453,2016-05-31,0
00394544020453,2016-06-01,0
00394544020453,2016-06-02,10
00394544020453,2016-06-03,20
00394544020453,2016-06-04,10
00394544020453,2016-06-05,0
00394544020453,2016-06-06,0
00394544020453,2016-06-07,0
00394544020453,2016-06-08,10
00394544020453,2016-06-09,0
00394544020453,2016-06-10,0
00394544020453,2016-06-11,0
00394544020453,2016-06-12,10
00394544020453,2016-06-13,0
00394544020453,2016-06-14,0
00394544020453,2016-06-15,10
00394544020453,2016-06-16,10
00394544020453,2016-06-17,0
00394544020453,2016-06-18,0
00394544020453,2016-06-19,0
00394544020453,2016-06-20,10
00394544020453,2016-06-21,0
00394544020453,2016-06-22,0
00394544020453,2016-06-23,0
00394544020453,2016-06-24,10
00394544020453,2016-06-25,0
00394544020453,2016-06-26,0
00394544020453,2016-06-27,0
00394544020453,2016-06-28,0
00394544020453,2016-06-29,0
00394544020453,2016-06-30,10
00394544020453,2016-07-01,0
00394544020453,2016-07-02,0
00394544020453,2016-07-03,0
00394544020453,2016-07-04,10
00394544020453,2016-07-05,0
00394544020453,2016-07-06,0
00394544020453,2016-07-07,10
00394544020453,2016-07-08,0
00394544020453,2016-07-09,0
00394544020453,2016-07-10,10
00394544020453,2016-07-11,0
00394544020453,2016-07-12,0
00394544020453,2016-07-13,0
00394544020453,2016-07-14,0
00394544020453,2016-07-15,10
00394544020453,2016-07-16,10
00394544020453,2016-07-17,0
00394544020453,2016-07-18,0
00394544020453,2016-07-19,0
00394544020453,2016-07-20,0
00394544020453,2016-07-21,0
00394544020453,2016-07-22,0
00394544020453,2016-07-23,0
00394544020453,2016-07-24,0
00394544020453,2016-07-25,10
00394544020453,2016-07-26,20
00394544020453,2016-07-27,0
00394544020453,2016-07-28,0
00394544020453,2016-07-29,0
00394544020453,2016-07-30,0
00394544020453,2016-07-31,0
00394544020453,2016-08-01,0
00394544020453,2016-08-02,0
00394544020453,2016-08-03,0
00394544020453,2016-08-04,0
00394544020453,2016-08-05,0
00394544020453,2016-08-06,0
00394544020453,2016-08-07,0
00394544020453,2016-08-08,0
00394544020453,2016-08-09,0
00394544020453,2016-08-10,0
00394544020453,2016-08-11,10
00394544020453,2016-08-12,20
00394544020453,2016-08-13,20
00394544020453,2016-08-14,0
00394544020453,2016-08-15,0
00394544020453,2016-08-16,9
00394544020453,2016-08-17,0
00394544020453,2016-08-18,10
00394544020453,2016-08-19,0
00394544020453,2016-08-20,10
00394544020453,2016-08-21,0
00394544020453,2016-08-22,10
00394544020453,2016-08-23,0
00394544020453,2016-08-24,0
00394544020453,2016-08-25,0
00394544020453,2016-08-26,0
00394544020453,2016-08-27,0
00394544020453,2016-08-28,0
00394544020453,2016-08-29,0
00394544020453,2016-08-30,0
00394544020453,2016-08-31,0
00394544020453,2016-09-01,0
00394544020453,2016-09-02,0
00394544020453,2016-09-03,0
00394544020453,2016-09-04,0
00394544020453,2016-09-05,10
00394544020453,2016-09-06,18
00394544020453,2016-09-07,0
00394544020453,2016-09-08,0
00394544020453,2016-09-09,9
00394544020453,2016-09-10,9
00394544020453,2016-09-11,0
00394544020453,2016-09-12,0
00394544020453,2016-09-13,0
00394544020453,2016-09-14,9
00394544020453,2016-09-15,9
00394544020453,2016-09-16,0
00394544020453,2016-09-17,0
00394544020453,2016-09-18,0
00394544020453,2016-09-19,0
00394544020453,2016-09-20,0
00394544020453,2016-09-21,0
00394544020453,2016-09-22,0
00394544020453,2016-09-23,0
00394544020453,2016-09-24,0
00394544020453,2016-09-25,0
00394544020453,2016-09-26,0
00394544020453,2016-09-27,0
00394544020453,2016-09-28,0
00394544020453,2016-09-29,9
00394544020453,2016-09-30,10
00394544020453,2016-10-01,0
00394544020453,2016-10-02,9
00394544020453,2016-10-03,9
00394544020453,2016-10-04,0
00394544020453,2016-10-05,9
00394544020453,2016-10-06,0
00394544020453,2016-10-07,0
00394544020453,2016-10-08,0
00394544020453,2016-10-09,0
00394544020453,2016-10-10,0
00394544020453,2016-10-11,0
00394544020453,2016-10-12,0
00394544020453,2016-10-13,0
00394544020453,2016-10-14,0
00394544020453,2016-10-15,0
00394544020453,2016-10-16,9
00394544020453,2016-10-17,0
00394544020453,2016-10-18,9
00394544020453,2016-10-19,9
00394544020453,2016-10-20,0
00394544020453,2016-10-21,0
00394544020453,2016-10-22,0
00394544020453,2016-10-23,0
00394544020453,2016-10-24,0
00394544020453,2016-10-25,0
00394544020453,2016-10-26,0
00394544020453,2016-10-27,0
00394544020453,2016-10-28,0
00394544020453,2016-10-29,0
00394544020453,2016-10-30,0
00394544020453,2016-10-31,0
00394544020453,2016-11-01,9
00394544020453,2016-11-02,0
00394544020453,2016-11-03,9
00394544020453,2016-11-04,0
00394544020453,2016-11-05,9
00394544020453,2016-11-06,0
00394544020453,2016-11-07,0
00394544020453,2016-11-08,9
00394544020453,2016-11-09,0
00394544020453,2016-11-10,0
00394544020453,2016-11-11,0
00394544020453,2016-11-12,0
00394544020453,2016-11-13,0
00394544020453,2016-11-14,0
00394544020453,2016-11-15,0
00394544020453,2016-11-16,9
00394544020453,2016-11-17,9
00394544020453,2016-11-18,0
00394544020453,2016-11-19,0
00394544020453,2016-11-20,0
00394544020453,2016-11-21,0
00394544020453,2016-11-22,9
00394544020453,2016-11-23,9
00394544020453,2016-11-24,0
00394544020453,2016-11-25,0
00394544020453,2016-11-26,0
00394544020453,2016-11-27,0
00394544020453,2016-11-28,9
00394544020453,2016-11-29,0
00394544020453,2016-11-30,0
00394544020453,2016-12-01,0
00394544020453,2016-12-02,9
00394544020453,2016-12-03,0
00394544020453,2016-12-04,18
00394544020453,2016-12-05,0
00394544020453,2016-12-06,0
00394544020453,2016-12-07,0
00394544020453,2016-12-08,9
00394544020453,2016-12-09,0
00394544020453,2016-12-10,0
00394544020453,2016-12-11,0
00394544020453,2016-12-12,0
00394544020453,2016-12-13,18
00394544020453,2016-12-14,0
00394544020453,2016-12-15,0
00394544020453,2016-12-16,0
00394544020453,2016-12-17,0
00394544020453,2016-12-18,0
00394544020453,2016-12-19,0
00394544020453,2016-12-20,9
00394544020453,2016-12-21,0
00394544020453,2016-12-22,0
00394544020453,2016-12-23,9
00394544020453,2016-12-24,0
00394544020453,2016-12-25,0
00394544020453,2016-12-26,0
00394544020453,2016-12-27,0
00394544020453,2016-12-28,0
00394544020453,2016-12-29,0
00394544020453,2016-12-30,0
00394544020453,2016-12-31,0
00394544020453,2017-01-01,9
00394544020453,2017-01-02,0
00394544020453,2017-01-03,0
00394544020453,2017-01-04,9
00394544020453,2017-01-05,0
00394544020453,2017-01-06,0
00394544020453,2017-01-07,18
00394544020453,2017-01-08,9
00394544020453,2017-01-09,0
00394544020453,2017-01-10,18
00394544020453,2017-01-11,0
00394544020453,2017-01-12,0
00394544020453,2017-01-13,0
00394544020453,2017-01-14,0
00394544020453,2017-01-15,9
