data_formatada,aqi_final,descricao_aqi
2013-09-15,78.80217391304348,Moderate
2013-09-16,87.33456521739132,Moderate
2013-09-17,86.24804347826088,Moderate
2013-09-18,68.51330798479088,Moderate
2013-09-19,63.76130434782609,Moderate
2013-09-20,83.41825095057034,Moderate
2013-09-21,94.40760869565219,Moderate
2013-09-22,81.16698352344741,Moderate
2013-09-23,71.79304347826087,Moderate
2013-09-24,57.72275031685678,Moderate
2013-09-25,49.76851851851852,Good
2013-09-26,53.52367784306948,Moderate
2013-09-27,57.80038022813688,Moderate
2013-09-28,59.81875792141952,Moderate
2013-09-29,69.70521739130436,Moderate
2013-09-30,72.00608695652174,Moderate
2013-10-01,70.45405576679342,Moderate
2013-10-02,83.3794359949303,Moderate
2013-10-03,72.64521739130434,Moderate
2013-10-04,93.76847826086957,Moderate
2013-10-05,64.97338403041826,Moderate
2013-10-06,55.04451837769329,Moderate
2013-10-07,58.26615969581749,Moderate
2013-10-08,60.168092522179975,Moderate
2013-10-09,53.91888466413181,Moderate
2013-10-10,49.30555555555556,Good
2013-10-11,52.75443599493029,Moderate
2013-10-12,52.52154626108999,Moderate
2013-10-13,58.7319391634981,Moderate
2013-10-14,107.02945945945946,Unhealthy for Sensitive Groups
2013-10-15,84.11692015209125,Moderate
2013-10-16,87.02804182509506,Moderate
2013-10-17,80.75152173913044,Moderate
2013-10-18,72.66650823827631,Moderate
2013-10-19,67.44695652173912,Moderate
2013-10-20,60.75031685678074,Moderate
2013-10-21,93.00554499366288,Moderate
2013-10-22,77.90652724968315,Moderate
2013-10-23,110.96547070312494,Unhealthy for Sensitive Groups
2013-10-24,98.31695652173914,Moderate
2013-10-25,79.69201520912549,Moderate
2013-10-26,44.90740740740741,Good
2013-10-27,65.03956521739131,Moderate
2013-10-28,53.1425855513308,Moderate
2013-10-29,59.896387832699624,Moderate
2013-10-30,67.92630434782609,Moderate
2013-10-31,54.07414448669201,Moderate
2013-11-01,65.6254347826087,Moderate
2013-11-02,57.419287936398206,Moderate
2013-11-03,128.53508789062494,Unhealthy for Sensitive Groups
2013-11-04,69.4495652173913,Moderate
2013-11-05,60.800000000000004,Moderate
2013-11-06,52.76826086956521,Moderate
2013-11-07,73.08195652173913,Moderate
2013-11-08,73.39086956521739,Moderate
2013-11-09,59.896387832699624,Moderate
2013-11-10,74.5879236979166,Moderate
2013-11-11,107.30378378378379,Unhealthy for Sensitive Groups
2013-11-12,99.64847826086957,Moderate
2013-11-13,70.6745652173913,Moderate
2013-11-14,54.92807351077313,Moderate
2013-11-15,55.704372623574145,Moderate
2013-11-16,59.314163498098864,Moderate
2013-11-17,70.16326086956522,Moderate
2013-11-18,87.65413043478262,Moderate
2013-11-19,76.5758695652174,Moderate
2013-11-20,76.90608695652173,Moderate
2013-11-21,102.01972972972973,Unhealthy for Sensitive Groups
2013-11-22,68.27782608695652,Moderate
2013-11-23,72.82630434782608,Moderate
2013-11-24,55.623043478260875,Moderate
2013-11-25,67.905,Moderate
2013-11-26,47.87735849056604,Good
2013-11-27,72.805,Moderate
2013-11-28,95.65391304347827,Moderate
2013-11-29,85.23608695652175,Moderate
2013-11-30,64.4765525982256,Moderate
2013-12-01,57.80038022813688,Moderate
2013-12-02,103.13972972972974,Unhealthy for Sensitive Groups
2013-12-03,62.380544993662866,Moderate
2013-12-04,83.31869565217391,Moderate
2013-12-05,86.58891304347826,Moderate
2013-12-06,75.2336956521739,Moderate
2013-12-07,60.28453738910013,Moderate
2013-12-08,58.188529784537394,Moderate
2013-12-09,92.90565217391304,Moderate
2013-12-10,77.83282608695652,Moderate
2013-12-11,64.24065217391305,Moderate
2013-12-12,51.64978260869565,Moderate
2013-12-13,57.10171102661597,Moderate
2013-12-14,55.612391304347824,Moderate
2013-12-15,56.400652173913045,Moderate
2013-12-16,51.58998732572877,Moderate
2013-12-17,60.42568268233667,Moderate
2013-12-18,60.75031685678074,Moderate
2013-12-19,54.15177439797212,Moderate
2013-12-20,57.80038022813688,Moderate
2013-12-21,57.48986058301648,Moderate
2013-12-22,64.1660329531052,Moderate
2013-12-23,59.896387832699624,Moderate
2013-12-24,66.72782002534855,Moderate
2013-12-25,71.85139416983523,Moderate
2013-12-26,65.71863117870723,Moderate
2013-12-27,92.10673913043479,Moderate
2013-12-28,87.68789607097594,Moderate
2013-12-29,81.82683776932826,Moderate
2013-12-30,74.30517440899322,Moderate
2013-12-31,37.29245283018868,Good
2014-01-01,61.80608365019012,Moderate
2014-01-02,168.7187183388158,Unhealthy
2014-01-03,87.53695652173913,Moderate
2014-01-04,74.73304347826087,Moderate
2014-01-05,79.30386565272497,Moderate
2014-01-06,111.17717968749996,Unhealthy for Sensitive Groups
2014-01-07,67.00027369791663,Moderate
2014-01-08,65.21000000000001,Moderate
2014-01-09,77.32152173913043,Moderate
2014-01-10,154.96478906249996,Unhealthy
2014-01-11,68.82382762991128,Moderate
2014-01-12,88.42538022813687,Moderate
2014-01-13,81.86565272496833,Moderate
2014-01-14,152.23732051809213,Unhealthy
2014-01-15,94.99845260416663,Moderate
2014-01-16,89.90811153358682,Moderate
2014-01-17,87.40842839036756,Moderate
2014-01-18,65.67981622306718,Moderate
2014-01-19,75.81051964512041,Moderate
2014-01-20,120.94030664062497,Unhealthy for Sensitive Groups
2014-01-21,109.92698242187498,Unhealthy for Sensitive Groups
2014-01-22,75.28695652173913,Moderate
2014-01-23,101.04729729729729,Unhealthy for Sensitive Groups
2014-01-24,86.79515209125475,Moderate
2014-01-25,101.623533203125,Unhealthy for Sensitive Groups
2014-01-26,91.76346641318125,Moderate
2014-01-27,96.22562187499993,Moderate
2014-01-28,143.93190234374995,Unhealthy for Sensitive Groups
2014-01-29,158.59703495065787,Unhealthy
2014-01-30,164.63490481085526,Unhealthy
2014-01-31,93.54664895833332,Moderate
2014-02-01,154.50336903782892,Unhealthy
2014-02-02,153.04193194901316,Unhealthy
2014-02-03,106.86277343749997,Unhealthy for Sensitive Groups
2014-02-04,70.99746514575412,Moderate
2014-02-05,76.27629911280101,Moderate
2014-02-06,65.79626108998733,Moderate
2014-02-07,92.26956093749997,Moderate
2014-02-08,117.285541015625,Unhealthy for Sensitive Groups
2014-02-09,104.48049023437495,Unhealthy for Sensitive Groups
2014-02-10,162.98627240953945,Unhealthy
2014-02-11,140.63592773437495,Unhealthy for Sensitive Groups
2014-02-12,88.92997465145754,Moderate
2014-02-13,110.05400781249999,Unhealthy for Sensitive Groups
2014-02-14,107.15577889447236,Unhealthy for Sensitive Groups
2014-02-15,81.28342839036756,Moderate
2014-02-16,92.96673003802282,Moderate
2014-02-17,71.45130155016086,Moderate
2014-02-18,56.01489226869455,Moderate
2014-02-19,54.78833967046895,Moderate
2014-02-20,72.10195652173914,Moderate
2014-02-21,84.89321926489228,Moderate
2014-02-22,84.10695652173914,Moderate
2014-02-23,73.03934782608695,Moderate
2014-02-24,83.27608695652174,Moderate
2014-02-25,103.01635546874999,Unhealthy for Sensitive Groups
2014-02-26,139.14950781249996,Unhealthy for Sensitive Groups
2014-02-27,92.12804347826088,Moderate
2014-02-28,101.84,Unhealthy for Sensitive Groups
2014-03-01,68.66856780735108,Moderate
2014-03-02,82.48669201520913,Moderate
2014-03-03,86.01885297845374,Moderate
2014-03-04,63.506178707224336,Moderate
2014-03-05,60.821304347826086,Moderate
2014-03-06,89.07086956521738,Moderate
2014-03-07,64.6318124207858,Moderate
2014-03-08,60.736816002645064,Moderate
2014-03-09,64.2436628643853,Moderate
2014-03-10,101.46162162162162,Unhealthy for Sensitive Groups
2014-03-11,79.72891304347826,Moderate
2014-03-12,82.11525520833325,Moderate
2014-03-13,115.76792187499994,Unhealthy for Sensitive Groups
2014-03-25,74.09391304347827,Moderate
2014-03-26,72.27239130434782,Moderate
2014-03-27,77.59847826086957,Moderate
2014-03-28,69.6413043478261,Moderate
2014-03-29,62.33114414103007,Moderate
2014-03-30,51.43433935361217,Moderate
2014-03-31,102.34324324324324,Unhealthy for Sensitive Groups
2014-04-01,81.01782608695653,Moderate
2014-04-02,102.67054054054054,Unhealthy for Sensitive Groups
2014-04-03,101.68675675675675,Unhealthy for Sensitive Groups
2014-04-04,59.20217391304348,Moderate
2014-04-05,68.25652173913043,Moderate
2014-04-06,78.28607109374991,Moderate
2014-04-07,105.09405405405406,Unhealthy for Sensitive Groups
2014-04-08,102.86162162162162,Unhealthy for Sensitive Groups
2014-04-09,114.09189189189189,Unhealthy for Sensitive Groups
2014-04-10,98.01869565217392,Moderate
2014-04-11,105.26810810810811,Unhealthy for Sensitive Groups
2014-04-12,83.6595652173913,Moderate
2014-04-13,93.14000000000001,Moderate
2014-04-14,89.71000000000001,Moderate
2014-04-15,71.11130434782609,Moderate
2014-04-16,73.96608695652174,Moderate
2014-04-17,57.21021739130435,Moderate
2014-04-18,66.80782608695652,Moderate
2014-04-19,83.12695652173913,Moderate
2014-04-20,68.04752851711027,Moderate
2014-04-21,47.89622641509434,Good
2014-04-22,83.095,Moderate
2014-04-23,77.98415716096325,Moderate
2014-04-24,58.818695652173915,Moderate
2014-04-25,55.91065217391304,Moderate
2014-04-26,61.44898605830165,Moderate
2014-04-27,51.31828263624842,Moderate
2014-04-28,55.271521739130435,Moderate
2014-04-29,82.40906210392903,Moderate
2014-04-30,90.2958695652174,Moderate
2014-05-01,75.16978260869566,Moderate
2014-05-02,105.91324324324324,Unhealthy for Sensitive Groups
2014-05-03,100.0,Moderate
2014-05-04,88.62347826086956,Moderate
2014-05-05,105.62756756756757,Unhealthy for Sensitive Groups
2014-05-06,121.9122068676717,Unhealthy for Sensitive Groups
2014-05-07,136.08793969849245,Unhealthy for Sensitive Groups
2014-05-08,112.18299832495812,Unhealthy for Sensitive Groups
2014-05-09,104.04027027027027,Unhealthy for Sensitive Groups
2014-05-10,67.19130434782609,Moderate
2014-05-11,63.11152173913044,Moderate
2014-05-12,87.4836956521739,Moderate
2014-05-13,108.6072972972973,Unhealthy for Sensitive Groups
2014-05-14,109.74621621621621,Unhealthy for Sensitive Groups
2014-05-15,108.94594594594595,Unhealthy for Sensitive Groups
2014-05-16,124.6997487437186,Unhealthy for Sensitive Groups
2014-05-17,103.47459459459459,Unhealthy for Sensitive Groups
2014-05-18,97.58195652173913,Moderate
2014-05-19,91.73391304347825,Moderate
2014-05-20,102.49081081081081,Unhealthy for Sensitive Groups
2014-05-21,103.24945945945946,Unhealthy for Sensitive Groups
2014-05-22,101.39540540540541,Unhealthy for Sensitive Groups
2014-05-23,96.325,Moderate
2014-05-24,66.82913043478261,Moderate
2014-05-25,62.25934782608695,Moderate
2014-05-26,103.3554054054054,Unhealthy for Sensitive Groups
2014-05-27,71.07934782608694,Moderate
2014-05-28,62.14217391304347,Moderate
2014-05-29,66.04086956521739,Moderate
2014-05-30,63.62262357414449,Moderate
2014-05-31,73.31630434782609,Moderate
2014-06-01,60.85326086956522,Moderate
2014-06-02,64.55418250950571,Moderate
2014-06-03,58.98913043478261,Moderate
2014-06-04,87.83521739130435,Moderate
2014-06-05,110.08297297297297,Unhealthy for Sensitive Groups
2014-06-06,107.87891891891893,Unhealthy for Sensitive Groups
2014-06-07,128.70100502512562,Unhealthy for Sensitive Groups
2014-06-08,95.88826086956522,Moderate
2014-06-09,102.27324324324324,Unhealthy for Sensitive Groups
2014-06-10,74.9354347826087,Moderate
2014-06-11,96.37826086956522,Moderate
2014-06-12,75.31891304347826,Moderate
2014-06-13,78.93,Moderate
2014-06-14,103.20594594594594,Unhealthy for Sensitive Groups
2014-06-15,98.17847826086958,Moderate
2014-06-16,105.16216216216216,Unhealthy for Sensitive Groups
2014-06-17,127.36725293132329,Unhealthy for Sensitive Groups
2014-06-18,113.12891891891893,Unhealthy for Sensitive Groups
2014-06-19,98.00804347826087,Moderate
2014-06-20,97.10260869565218,Moderate
2014-06-21,97.04934782608697,Moderate
2014-06-22,85.65152173913043,Moderate
2014-06-23,104.63810810810811,Unhealthy for Sensitive Groups
2014-06-24,113.77405405405406,Unhealthy for Sensitive Groups
2014-06-25,109.28270270270271,Unhealthy for Sensitive Groups
2014-06-26,153.40969241773962,Unhealthy
2014-06-27,139.88400335008376,Unhealthy for Sensitive Groups
2014-06-28,141.42294807370183,Unhealthy for Sensitive Groups
2014-06-29,127.16206030150754,Unhealthy for Sensitive Groups
2014-06-30,104.46027027027027,Unhealthy for Sensitive Groups
2014-07-01,104.06297297297297,Unhealthy for Sensitive Groups
2014-07-02,104.58324324324325,Unhealthy for Sensitive Groups
2014-07-03,106.07405405405406,Unhealthy for Sensitive Groups
2014-07-04,107.98864864864865,Unhealthy for Sensitive Groups
2014-07-05,102.6781081081081,Unhealthy for Sensitive Groups
2014-07-06,77.5345652173913,Moderate
2014-07-07,107.06162162162163,Unhealthy for Sensitive Groups
2014-07-08,72.5112484157161,Moderate
2014-07-09,96.85760869565217,Moderate
2014-07-10,97.49673913043479,Moderate
2014-07-11,97.70978260869565,Moderate
2014-07-12,91.71260869565216,Moderate
2014-07-13,84.20282608695652,Moderate
2014-07-14,104.93513513513514,Unhealthy for Sensitive Groups
2014-07-15,106.29729729729729,Unhealthy for Sensitive Groups
2014-07-16,110.97783783783784,Unhealthy for Sensitive Groups
2014-07-17,104.26918918918919,Unhealthy for Sensitive Groups
2014-07-18,107.7918918918919,Unhealthy for Sensitive Groups
2014-07-19,79.85673913043479,Moderate
2014-07-20,84.78869565217391,Moderate
2014-07-21,105.90189189189189,Unhealthy for Sensitive Groups
2014-07-22,101.44081081081082,Unhealthy for Sensitive Groups
2014-07-23,104.92756756756756,Unhealthy for Sensitive Groups
2014-07-24,103.57864864864865,Unhealthy for Sensitive Groups
2014-07-25,99.1691304347826,Moderate
2014-07-26,93.9708695652174,Moderate
2014-07-27,87.63282608695653,Moderate
2014-07-28,102.62891891891891,Unhealthy for Sensitive Groups
2014-07-29,93.16130434782609,Moderate
2014-07-30,94.79108695652174,Moderate
2014-07-31,104.99,Unhealthy for Sensitive Groups
2014-08-01,109.92783783783784,Unhealthy for Sensitive Groups
2014-08-02,114.43621621621622,Unhealthy for Sensitive Groups
2014-08-03,124.90494137353434,Unhealthy for Sensitive Groups
2014-08-04,126.5272972972973,Unhealthy for Sensitive Groups
2014-08-05,110.4727027027027,Unhealthy for Sensitive Groups
2014-08-06,103.07729729729729,Unhealthy for Sensitive Groups
2014-08-07,112.90567567567568,Unhealthy for Sensitive Groups
2014-08-08,114.50432432432433,Unhealthy for Sensitive Groups
2014-08-09,77.39106463878328,Moderate
2014-08-10,85.24673913043479,Moderate
2014-08-11,114.06918918918919,Unhealthy for Sensitive Groups
2014-08-12,116.50594594594595,Unhealthy for Sensitive Groups
2014-08-13,108.87027027027027,Unhealthy for Sensitive Groups
2014-08-14,83.29739130434783,Moderate
2014-08-15,79.86739130434782,Moderate
2014-08-16,51.564565217391305,Moderate
2014-08-17,61.535000000000004,Moderate
2014-08-18,70.19521739130434,Moderate
2014-08-19,80.24021739130436,Moderate
2014-08-20,68.69326086956522,Moderate
2014-08-21,101.54108108108107,Unhealthy for Sensitive Groups
2014-08-22,117.06594594594594,Unhealthy for Sensitive Groups
2014-08-23,133.540333984375,Unhealthy for Sensitive Groups
2014-08-24,95.37695652173913,Moderate
2014-08-25,111.19162162162162,Unhealthy for Sensitive Groups
2014-08-26,123.67378559463987,Unhealthy for Sensitive Groups
2014-08-27,82.0404347826087,Moderate
2014-08-28,76.09652173913044,Moderate
2014-08-29,80.645,Moderate
2014-08-30,81.33739130434783,Moderate
2014-08-31,60.14684531249999,Moderate
2014-09-01,102.60621621621621,Unhealthy for Sensitive Groups
2014-09-02,89.93369565217391,Moderate
2014-09-03,78.79152173913045,Moderate
2014-09-04,43.89622641509434,Good
2014-09-05,51.77760869565217,Moderate
2014-09-06,62.09956521739131,Moderate
2014-09-07,79.88869565217392,Moderate
2014-09-08,109.08783783783784,Unhealthy for Sensitive Groups
2014-09-09,108.24783783783784,Unhealthy for Sensitive Groups
2014-09-10,103.66189189189188,Unhealthy for Sensitive Groups
2014-09-11,102.32054054054053,Unhealthy for Sensitive Groups
2014-09-12,77.44074778200255,Moderate
2014-09-13,96.52739130434782,Moderate
2014-09-14,75.28695652173913,Moderate
2014-09-15,103.74513513513514,Unhealthy for Sensitive Groups
2014-09-16,104.5,Unhealthy for Sensitive Groups
2014-09-17,68.08608695652174,Moderate
2014-09-18,52.32086956521739,Moderate
2014-09-19,74.5945652173913,Moderate
2014-09-20,99.26500000000001,Moderate
2014-09-21,84.66032953105197,Moderate
2014-09-22,54.34478260869565,Moderate
2014-09-23,62.08891304347826,Moderate
2014-09-24,102.5645945945946,Unhealthy for Sensitive Groups
2014-09-25,104.15567567567568,Unhealthy for Sensitive Groups
2014-09-26,106.18756756756757,Unhealthy for Sensitive Groups
2014-09-27,79.17500000000001,Moderate
2014-09-28,61.60424588086185,Moderate
2014-09-29,103.08675675675676,Unhealthy for Sensitive Groups
2014-09-30,104.75351351351351,Unhealthy for Sensitive Groups
2014-10-01,107.88459459459459,Unhealthy for Sensitive Groups
2014-10-02,43.44339622641509,Good
2014-10-03,39.41509433962264,Good
2014-10-04,44.16981132075472,Good
2014-10-05,36.971698113207545,Good
2014-10-06,32.802806712962976,Good
2014-10-07,55.02652173913044,Moderate
2014-10-08,74.00137838541669,Moderate
2014-10-09,62.365869565217395,Moderate
2014-10-10,125.20568554687502,Unhealthy for Sensitive Groups
2014-10-11,83.26299112801016,Moderate
2014-10-12,96.60195652173914,Moderate
2014-10-13,132.5996649916248,Unhealthy for Sensitive Groups
2014-10-14,106.56594594594594,Unhealthy for Sensitive Groups
2014-10-15,81.74217391304347,Moderate
2014-10-16,68.28847826086957,Moderate
2014-10-17,91.6470215462611,Moderate
2014-10-18,85.74714828897339,Moderate
2014-10-19,102.54567567567568,Unhealthy for Sensitive Groups
2014-10-20,80.50652173913043,Moderate
2014-10-21,72.25108695652175,Moderate
2014-10-22,64.90108695652174,Moderate
2014-10-23,44.83018867924529,Good
2014-10-24,66.47760869565218,Moderate
2014-10-25,73.83826086956522,Moderate
2014-10-26,75.7663043478261,Moderate
2014-10-27,61.48173913043479,Moderate
2014-10-28,69.5667391304348,Moderate
2014-10-29,80.27217391304349,Moderate
2014-10-30,101.05675675675676,Unhealthy for Sensitive Groups
2014-10-31,81.33739130434783,Moderate
2014-11-01,88.44239130434784,Moderate
2014-11-02,83.84065217391304,Moderate
2014-11-03,69.4448669201521,Moderate
2014-11-04,101.14,Unhealthy for Sensitive Groups
2014-11-05,93.07608695652175,Moderate
2014-11-06,71.22847826086957,Moderate
2014-11-07,103.55972972972972,Unhealthy for Sensitive Groups
2014-11-08,90.67934782608697,Moderate
2014-11-09,44.39622641509434,Good
2014-11-10,60.214130434782604,Moderate
2014-11-11,77.54521739130435,Moderate
2014-11-12,83.86195652173913,Moderate
2014-11-13,75.21239130434783,Moderate
2014-11-14,60.07565217391305,Moderate
2014-11-15,65.26326086956522,Moderate
2014-11-16,68.0754347826087,Moderate
2014-11-17,54.259565217391305,Moderate
2014-11-18,46.9811320754717,Good
2014-11-19,53.39673913043478,Moderate
2014-11-20,51.90050697084918,Moderate
2014-11-21,74.43478260869566,Moderate
2014-11-22,95.56003854166664,Moderate
2014-11-23,78.83413043478261,Moderate
2014-11-24,80.8367391304348,Moderate
2014-11-25,105.49891891891892,Unhealthy for Sensitive Groups
2014-11-26,103.8018918918919,Unhealthy for Sensitive Groups
2014-11-27,52.48273130544994,Moderate
2014-11-28,56.7308695652174,Moderate
2014-11-29,45.4622641509434,Good
2014-11-30,42.84905660377359,Good
2014-12-01,78.25891304347826,Moderate
2014-12-02,74.4241304347826,Moderate
2014-12-03,101.95162162162163,Unhealthy for Sensitive Groups
2014-12-04,101.40864864864865,Unhealthy for Sensitive Groups
2014-12-05,54.738913043478256,Moderate
2014-12-06,61.80130434782609,Moderate
2014-12-07,44.20655743634259,Good
2014-12-08,60.448478260869564,Moderate
2014-12-09,69.40695652173913,Moderate
2014-12-10,87.93108695652174,Moderate
2014-12-11,66.1154347826087,Moderate
2014-12-12,102.12494921875003,Unhealthy for Sensitive Groups
2014-12-13,77.08717391304347,Moderate
2014-12-14,54.77281368821293,Moderate
2014-12-15,38.83018867924528,Good
2014-12-16,47.68518518518518,Good
2014-12-17,49.49494949494949,Good
2014-12-18,81.00717391304349,Moderate
2014-12-19,76.0113043478261,Moderate
2014-12-20,88.3891304347826,Moderate
2014-12-21,93.6513043478261,Moderate
2014-12-22,58.935869565217395,Moderate
2014-12-23,53.996514575411915,Moderate
2014-12-24,60.41652173913044,Moderate
2014-12-25,59.35297845373891,Moderate
2014-12-26,74.82919765624999,Moderate
2014-12-27,54.617553865652724,Moderate
2014-12-28,94.62198203125004,Moderate
2014-12-29,75.16386248415716,Moderate
2014-12-30,125.84749804687502,Unhealthy for Sensitive Groups
2014-12-31,93.33865416666663,Moderate
2015-01-01,90.87072243346007,Moderate
2015-01-02,65.6254347826087,Moderate
2015-01-03,66.16869565217391,Moderate
2015-01-04,51.43472750316857,Moderate
2015-01-05,70.94086956521738,Moderate
2015-01-06,71.35630434782608,Moderate
2015-01-07,84.12864479166667,Moderate
2015-01-08,127.68602343749998,Unhealthy for Sensitive Groups
2015-01-09,70.11,Moderate
2015-01-10,66.89304347826088,Moderate
2015-01-11,110.50416796874998,Unhealthy for Sensitive Groups
2015-01-12,109.07346093749996,Unhealthy for Sensitive Groups
2015-01-13,91.12673913043479,Moderate
2015-01-14,96.23978260869566,Moderate
2015-01-15,79.76964512040558,Moderate
2015-01-16,76.30956521739131,Moderate
2015-01-17,129.65157421874997,Unhealthy for Sensitive Groups
2015-01-18,77.50518060836502,Moderate
2015-01-19,157.60687027138155,Unhealthy
2015-01-20,80.77883396704689,Moderate
2015-01-21,73.32636248415716,Moderate
2015-01-22,66.44565217391305,Moderate
2015-01-23,47.453703703703695,Good
2015-01-24,74.33891304347826,Moderate
2015-01-25,76.17108695652173,Moderate
2015-01-26,80.0058695652174,Moderate
2015-01-27,86.9191304347826,Moderate
2015-01-28,101.49378378378378,Unhealthy for Sensitive Groups
2015-01-29,85.42782608695651,Moderate
2015-01-30,105.58027027027028,Unhealthy for Sensitive Groups
2015-01-31,55.92130434782609,Moderate
2015-02-01,55.47148288973384,Moderate
2015-02-02,85.91782608695652,Moderate
2015-02-03,85.03369565217392,Moderate
2015-02-04,92.05347826086958,Moderate
2015-02-05,61.31130434782609,Moderate
2015-02-06,69.51347826086956,Moderate
2015-02-07,55.17565217391304,Moderate
2015-02-08,61.69478260869566,Moderate
2015-02-09,82.57304347826087,Moderate
2015-02-10,92.07478260869566,Moderate
2015-02-11,86.5995652173913,Moderate
2015-02-12,65.43369565217391,Moderate
2015-02-13,86.17347826086956,Moderate
2015-02-14,57.02408111533587,Moderate
2015-02-15,66.25565234375,Moderate
2015-02-16,57.710869565217386,Moderate
2015-02-17,55.93726235741445,Moderate
2015-02-18,56.539130434782614,Moderate
2015-02-19,57.710869565217386,Moderate
2015-02-20,63.31210392902408,Moderate
2015-02-21,96.51265468749995,Moderate
2015-02-22,43.12059823495371,Good
2015-02-23,40.39351851851851,Good
2015-02-24,65.36127473958335,Moderate
2015-02-25,102.34513513513514,Unhealthy for Sensitive Groups
2015-02-26,76.81021739130435,Moderate
2015-02-27,96.09250520833334,Moderate
2015-02-28,77.27891304347827,Moderate
2015-03-01,34.783018867924525,Good
2015-03-02,47.22222222222222,Good
2015-03-03,51.667617237008876,Moderate
2015-03-04,51.04657794676806,Moderate
2015-03-05,82.89939557291666,Moderate
2015-03-06,97.22191692708331,Moderate
2015-03-07,78.15239130434782,Moderate
2015-03-08,58.499049429657795,Moderate
2015-03-09,71.55869565217391,Moderate
2015-03-10,86.525,Moderate
2015-03-11,89.85913043478261,Moderate
2015-03-12,76.44804347826087,Moderate
2015-03-13,98.02934782608696,Moderate
2015-03-14,69.76913043478261,Moderate
2015-03-15,129.94573828125,Unhealthy for Sensitive Groups
2015-03-16,92.20260869565217,Moderate
2015-03-17,81.7208695652174,Moderate
2015-03-18,71.23035487959442,Moderate
2015-03-19,83.57434782608695,Moderate
2015-03-20,45.056603773584904,Good
2015-03-21,80.12304347826088,Moderate
2015-03-22,43.88679245283019,Good
2015-03-23,58.55239130434783,Moderate
2015-03-24,50.0,Good
2015-03-25,61.38586956521739,Moderate
2015-03-26,92.24521739130435,Moderate
2015-03-27,79.16434782608695,Moderate
2015-03-28,67.89226869455007,Moderate
2015-03-29,65.01996197718631,Moderate
2015-03-30,79.15369565217392,Moderate
2015-03-31,71.61850443599494,Moderate
2015-04-01,66.82913043478261,Moderate
2015-04-02,55.63369565217391,Moderate
2015-04-03,51.201837769328264,Moderate
2015-04-04,37.00750868055555,Good
2015-04-05,49.30555555555556,Good
2015-04-06,48.78301886792453,Good
2015-04-07,49.24528301886793,Good
2015-04-08,56.830006337135615,Moderate
2015-04-09,60.78934782608695,Moderate
2015-04-10,42.17924528301887,Good
2015-04-11,86.65370156249996,Moderate
2015-04-12,55.2395652173913,Moderate
2015-04-13,71.49478260869564,Moderate
2015-04-14,80.31478260869565,Moderate
2015-04-15,88.74065217391305,Moderate
2015-04-16,84.4904347826087,Moderate
2015-04-17,51.83086956521739,Moderate
2015-04-18,76.59717391304348,Moderate
2015-04-19,67.50411913814955,Moderate
2015-04-20,117.04040429687495,Unhealthy for Sensitive Groups
2015-04-21,70.07804347826087,Moderate
2015-04-22,47.12264150943397,Good
2015-04-23,47.453703703703695,Good
2015-04-24,58.477826086956526,Moderate
2015-04-25,61.15152173913044,Moderate
2015-04-26,39.24528301886792,Good
2015-04-27,53.35413043478261,Moderate
2015-04-28,57.923913043478265,Moderate
2015-04-29,54.96688846641318,Moderate
2015-04-30,45.83333333333333,Good
2015-05-01,55.54911280101394,Moderate
2015-05-02,59.35130434782609,Moderate
2015-05-03,66.39239130434783,Moderate
2015-05-04,65.47630434782609,Moderate
2015-05-05,52.63799112801014,Moderate
2015-05-06,57.25697084917618,Moderate
2015-05-07,63.23447401774398,Moderate
2015-05-08,58.68021739130435,Moderate
2015-05-09,64.55418250950571,Moderate
2015-05-10,57.9345652173913,Moderate
2015-05-11,58.7319391634981,Moderate
2015-05-12,58.72282608695652,Moderate
2015-05-13,51.50065217391304,Moderate
2015-05-14,47.71698113207547,Good
2015-05-15,54.617553865652724,Moderate
2015-05-16,51.35709759188847,Moderate
2015-05-17,69.82239130434783,Moderate
2015-05-18,71.86760869565218,Moderate
2015-05-19,54.26821926489227,Moderate
2015-05-20,48.971698113207545,Good
2015-05-21,53.46065217391305,Moderate
2015-05-22,77.7263043478261,Moderate
2015-05-23,61.3645652173913,Moderate
2015-05-24,104.41675675675675,Unhealthy for Sensitive Groups
2015-05-25,111.15756756756757,Unhealthy for Sensitive Groups
2015-05-26,104.78567567567568,Unhealthy for Sensitive Groups
2015-05-27,105.34189189189189,Unhealthy for Sensitive Groups
2015-05-28,98.94423320659062,Moderate
2015-05-29,67.32978260869565,Moderate
2015-05-30,72.10195652173914,Moderate
2015-05-31,75.46804347826087,Moderate
2015-06-01,60.51742712294043,Moderate
2015-06-02,56.64565217391304,Moderate
2015-06-03,61.119565217391305,Moderate
2015-06-04,73.71043478260869,Moderate
2015-06-05,102.16162162162162,Unhealthy for Sensitive Groups
2015-06-06,97.06,Moderate
2015-06-07,99.12652173913045,Moderate
2015-06-08,95.72847826086957,Moderate
2015-06-09,105.72594594594595,Unhealthy for Sensitive Groups
2015-06-10,110.09243243243243,Unhealthy for Sensitive Groups
2015-06-11,111.81594594594594,Unhealthy for Sensitive Groups
2015-06-12,91.65934782608696,Moderate
2015-06-13,90.38108695652174,Moderate
2015-06-14,115.2608877721943,Unhealthy for Sensitive Groups
2015-06-15,72.36892691170259,Moderate
2015-06-16,59.611744824672584,Moderate
