data,no,no2,so2,pm2_5,nox,ur,temp,o3,co,pm10,chuva,aqi,qualidade_do_ar
2017-10-11,,,10.427083333333334,14.375,,,23.76,,0.11833333333333335,,0.0,37,N1 - Boa
2017-10-12,,,1.4464583333333332,12.916666666666666,,,23.0775,,0.052083333333333336,,0.0,35,N1 - Boa
2017-10-13,,,0.26411764705882357,13.041666666666666,,,22.59,,0.06916666666666667,,0.0,35,N1 - Boa
2017-10-14,,,4.887083333333333,10.0,,,23.740416666666665,,0.06791666666666667,,0.0,27,N1 - Boa
2017-10-15,,,0.2888636363636363,9.75,,,21.571363636363635,,0.04181818181818182,,0.0,27,N1 - Boa
2017-10-16,,,3.488958333333333,,,,20.944583333333334,,0.024999999999999998,,0.0,3,N1 - Boa
2017-10-17,,,4.111875,,,,22.34958333333333,,0.07583333333333332,,0.0,4,N1 - Boa
2017-10-18,,,0.8890476190476191,,,,22.943333333333335,,0.10904761904761905,,0.0,1,N1 - Boa
2017-10-19,,,6.140208333333334,,,,24.189166666666665,,0.26833333333333337,,0.0,6,N1 - Boa
2017-10-20,,,0.6458333333333334,,,77.69,23.937916666666666,57.99666666666667,0.04833333333333333,,1.0,24,N1 - Boa
2017-10-21,,,2.6372916666666666,,,81.83458333333333,22.052916666666665,47.87166666666667,0.08791666666666666,,0.0,24,N1 - Boa
2017-10-22,,,1.3316666666666668,,,64.0225,25.159583333333334,56.54624999999999,0.08833333333333333,,0.0,35,N1 - Boa
2017-10-23,,,0.7728947368421053,,,92.18842105263157,19.742105263157896,39.578823529411764,0.08335526315789474,,0.0,23,N1 - Boa
2017-10-24,,,0.0,,,83.42999999999999,19.607499999999998,35.6525,0.036458333333333336,,0.0,14,N1 - Boa
2017-10-25,,,,,,78.2525,22.368750000000002,30.055833333333336,0.08625000000000001,,0.0,20,N1 - Boa
2017-10-26,,,4.8116666666666665,,,74.01458333333333,23.278750000000002,35.612500000000004,0.1075,,6.0,25,N1 - Boa
