data,no,no2,so2,pm2_5,nox,ur,temp,o3,co,pm10,chuva
2016-02-17,,,0.22166666666666665,4.625,,73.90333333333334,27.837500000000002,6.0249999999999995,0.03363636363636364,,0.0
2016-02-18,,,1.5470833333333331,8.791666666666666,,69.75416666666666,28.33666666666667,20.951875,0.09916666666666667,,0.0
2016-02-19,,,8.190833333333334,14.041666666666666,,71.12208333333334,28.443749999999998,27.695416666666663,0.17833333333333334,,30.0
2016-02-20,,,6.4879411764705885,16.61111111111111,,75.74764705882353,28.14764705882353,24.40294117647059,0.21882352941176472,,28.0
2016-02-21,,,,,,,,,,,7.0
2016-02-22,,,8.172,20.09090909090909,,73.40599999999999,28.764999999999997,17.909,0.16999999999999998,,19.0
2016-02-23,,,5.651041666666667,13.145833333333334,,73.12958333333333,28.334999999999997,17.706666666666667,0.15125,,2.0
2016-02-24,,,5.816041666666667,17.708333333333332,,67.93541666666667,29.199166666666667,18.192083333333333,0.2160416666666667,,0.0
2016-02-25,,,2.5210416666666666,13.583333333333334,,72.41416666666667,28.167916666666667,25.78708333333333,0.1775,,0.0
2016-02-26,,,7.402293233082706,16.789473684210527,,70.64022556390977,28.67902255639098,29.051578947368423,0.2506015037593985,,0.0
2016-02-27,,,9.764791666666666,15.375,,66.41208333333334,29.549583333333334,41.492916666666666,0.160625,,0.0
2016-02-28,,,18.772291666666668,7.125,,71.10166666666667,29.110833333333332,59.33541666666667,0.1675,,0.0
2016-02-29,,,11.857916666666666,6.208333333333333,,83.66291666666667,25.508333333333336,12.9375,0.171875,,59.0
2016-03-01,,,0.09854166666666665,8.5,,83.2375,23.16208333333333,8.502916666666666,0.09291666666666666,,0.0
2016-03-02,,,6.789375,5.083333333333333,,80.72541666666667,25.36375,17.304166666666667,0.12,,0.0
2016-03-03,,,9.381666666666666,20.125,,68.64874999999999,28.54375,12.2025,0.31020833333333336,,0.0
2016-03-04,,,2.69,26.75,,57.73583333333334,29.845,11.836666666666666,0.23270833333333332,,0.0
2016-03-05,,,5.7508333333333335,17.208333333333332,,66.89833333333333,28.069166666666664,32.75333333333334,0.16187500000000002,,0.0
2016-03-06,,,8.153958333333334,15.479166666666666,,75.29125,28.106875000000002,54.12166666666667,0.279375,,0.0
2016-03-07,,,18.650625,18.041666666666668,,75.83125,28.075833333333332,31.7675,0.22583333333333333,,0.0
2016-03-08,,,10.731578947368419,14.958333333333334,,77.49354166666667,27.833541666666665,17.065416666666668,0.19157894736842107,,0.0
2016-03-09,,,3.327083333333333,10.333333333333334,,71.63125000000001,28.344583333333333,17.439583333333335,0.17020833333333332,,0.0
2016-03-10,,,11.276666666666666,18.6875,,57.937083333333334,30.679166666666664,14.188749999999999,0.181875,,0.0
2016-03-11,,,12.96420168067227,16.294117647058822,,74.80638055222089,28.404591836734692,19.74705282112845,0.22914705882352943,,2.0
2016-03-12,,,,,,,,,,,
2016-03-13,,,,,,,,,,,
2016-03-14,,,,,,,,,,,
2016-03-15,,,2.6935714285714285,5.75,,79.52019132653061,26.618992346938775,9.55626275510204,0.0468125,,0.0
2016-03-16,,,3.186875,7.416666666666667,,84.51041666666667,25.745,8.685833333333333,0.08437499999999999,,11.0
2016-03-17,,,3.4214583333333333,5.1875,,80.49833333333333,26.03625,12.551458333333334,0.065,,0.0
2016-03-18,,,3.90625,4.541666666666667,,78.08958333333334,26.205416666666668,15.011041666666666,0.0,,0.0
2016-03-19,,,5.111041666666667,5.666666666666667,,78.39999999999999,26.343333333333334,22.532916666666665,,,0.0
2016-03-20,,,1.6293750000000002,1.5416666666666667,,75.35666666666667,26.824583333333333,33.73833333333334,,,0.0
2016-03-21,,,3.7281250000000004,6.291666666666667,,68.39999999999999,27.155,24.53125,,,0.0
2016-03-22,,,7.805,20.541666666666668,,63.76624999999999,28.5975,22.06833333333333,,,0.0
2016-03-23,,,1.5972916666666668,21.875,,74.64541666666666,28.188333333333333,25.122083333333332,,,30.0
2016-03-24,,,1.3045833333333332,5.1875,,77.7825,25.83583333333333,29.485833333333332,,,2.0
2016-03-25,,,2.537291666666667,1.625,,78.33416666666666,26.932916666666667,41.8075,0.11625,,0.0
2016-03-26,,,2.92625,12.208333333333334,,78.3325,27.74875,19.506666666666664,0.2225,,0.0
2016-03-27,,,5.272083333333334,7.666666666666667,,68.51916666666666,28.635,29.620833333333334,0.239375,,0.0
2016-03-28,,,6.878125000000001,11.916666666666666,,71.81625,28.77416666666667,24.811666666666667,0.351875,,0.0
2016-03-29,,,3.27875,15.145833333333334,,80.46458333333334,27.831666666666667,41.12416666666667,0.17270833333333335,,0.0
2016-03-30,,,7.666458333333334,20.125,,76.62541666666667,27.612083333333334,29.769166666666667,0.213125,,0.0
2016-03-31,,,8.222708333333333,23.708333333333332,,78.79041666666667,27.749166666666667,30.26375,0.3416666666666666,,0.0
2016-04-01,,,9.410208333333333,23.166666666666668,,76.86083333333333,27.330416666666665,34.03791666666667,0.21437499999999998,,1.0
2016-04-02,,,19.732499999999998,10.583333333333334,,74.87916666666666,26.787499999999998,39.083181818181814,0.036458333333333336,,0.0
2016-04-03,,,,3.5454545454545454,,79.83769886363636,26.060710227272725,,0.09090909090909091,,0.0
2016-04-04,,,2.4433333333333334,2.25,,78.2169140625,27.1190234375,30.68285714285714,0.06291666666666666,,0.0
2016-04-05,,,5.327708333333333,14.791666666666666,,75.04833333333333,27.078333333333333,23.353333333333335,0.12,,0.0
2016-04-06,,,2.0472916666666667,9.333333333333334,,73.87208333333334,26.661666666666665,21.360833333333332,0.07229166666666667,,0.0
2016-04-07,,,3.1593750000000003,16.25,,69.28916666666667,27.851249999999997,27.49,0.14041666666666666,,0.0
2016-04-08,,,3.317083333333333,32.020833333333336,,70.73541666666667,27.993750000000002,20.70625,0.239375,,0.0
2016-04-09,,,1.0433333333333332,17.791666666666668,,76.12625,27.172083333333333,40.345,0.14520833333333333,,0.0
2016-04-10,,,3.0152083333333333,9.333333333333334,,73.35125000000001,27.699166666666667,55.282916666666665,0.11937500000000001,,0.0
2016-04-11,,,3.365625,14.409722222222221,,75.53208333333333,27.583333333333332,29.215416666666666,0.21729166666666666,,0.0
2016-04-12,,,4.139375,25.222222222222225,,73.61041666666667,27.743333333333336,24.304166666666664,0.19604166666666667,,0.0
2016-04-13,,,4.310208333333333,,,75.14208333333333,27.325,17.150000000000002,0.16104166666666667,,0.0
2016-04-14,,,9.096458333333333,,,67.69833333333334,29.03708333333333,17.558333333333334,0.18333333333333335,,0.0
2016-04-15,,,5.619166666666666,,,71.76541666666667,28.46083333333333,24.4725,0.20583333333333334,,0.0
2016-04-16,,,2.8249999999999997,,,66.9175,28.18541666666667,25.17105263157895,0.14354166666666665,,0.0
2016-04-17,,,1.037,,,64.01,27.752666666666666,16.153333333333332,0.075,,0.0
2016-04-18,,,,,,60.495333333333335,29.807928571428572,4.125,0.17166666666666666,,0.0
2016-04-19,,,,,,66.89838095238095,27.765666666666668,14.642333333333333,0.05476190476190476,,0.0
2016-04-20,,,0.532,,,56.113,29.812,15.484,0.1,,0.0
2016-04-21,,,5.1345833333333335,,,65.32708333333333,28.63875,19.335789473684212,,,0.0
2016-04-22,,,4.878125,,,63.24458333333333,28.820833333333336,21.729166666666668,,,0.0
2016-04-23,,,2.4375,,,68.58916666666667,27.052083333333332,44.17125000000001,,,0.0
2016-04-24,,,3.4735416666666663,,,57.42124999999999,28.34166666666667,34.01916666666667,,,0.0
2016-04-25,,,11.742083333333333,,,48.907916666666665,29.499583333333334,12.027500000000002,,,0.0
2016-04-26,,,7.088958333333333,,,62.215833333333336,28.534583333333334,12.625416666666666,,,0.0
2016-04-27,,,4.185833333333333,,,69.96583333333334,25.927916666666665,7.710833333333333,,,0.0
2016-04-28,,,2.301875,14.961538461538462,,70.43166666666666,22.109166666666667,10.88125,0.08249999999999999,,1.0
2016-04-29,,,3.063125,25.458333333333332,,76.99208333333333,20.6725,12.220833333333333,0.22833333333333336,,3.0
2016-04-30,,,3.5241666666666664,10.041666666666666,,79.64458333333333,20.990416666666665,5.524583333333333,0.19979166666666667,,0.0
2016-05-01,,,3.689583333333333,7.875,,60.156666666666666,22.1575,24.756249999999998,0.04583333333333334,,0.0
2016-05-02,,,2.249090909090909,21.055555555555557,,68.51916666666666,21.624166666666667,19.149583333333336,0.06145833333333334,,0.0
2016-05-03,,,3.303421052631579,13.833333333333334,,75.69625,22.18958333333333,17.485416666666666,0.12875,,0.0
2016-05-04,,,6.247708333333333,27.916666666666668,,72.70541666666666,23.170416666666668,16.8525,0.145625,,0.0
2016-05-05,,,5.021458333333333,27.25,,75.78625,23.255,8.597916666666666,0.10666666666666667,,0.0
2016-05-06,,,5.992291666666667,25.375,,73.66416666666667,23.679166666666664,12.371666666666668,0.13770833333333335,,0.0
2016-05-07,,,4.6691666666666665,27.583333333333332,,73.93666666666667,24.340416666666666,18.561666666666667,0.15208333333333332,,0.0
2016-05-08,,,4.7716666666666665,30.541666666666668,,76.46791666666667,24.764583333333334,26.42375,0.11625,,0.0
2016-05-09,,,4.671458333333333,30.5,,75.42166666666667,24.678749999999997,13.012916666666667,0.13229166666666667,,0.0
2016-05-10,,,5.956458333333334,48.833333333333336,,77.86874999999999,25.121666666666666,7.689583333333334,0.3045833333333333,,1.0
2016-05-11,,,3.9627083333333335,37.666666666666664,,75.79333333333334,25.35083333333333,7.6816666666666675,0.14458333333333334,,0.0
2016-05-12,,,3.1197916666666665,16.958333333333332,,78.255,23.743750000000002,7.383333333333333,0.03416666666666667,,15.0
2016-05-13,,,3.000625,14.666666666666666,,84.8525,21.234166666666667,13.304166666666667,0.013333333333333334,,8.0
2016-05-14,,,4.894375,14.541666666666666,,72.97583333333334,21.925833333333333,22.88208333333333,0.03395833333333333,,1.0
2016-05-15,,,4.996041666666667,12.208333333333334,,64.04625,23.681250000000002,25.236666666666665,0.09875,,0.0
2016-05-16,,,11.306875,23.708333333333332,,59.96791666666667,26.92375,17.245833333333334,0.18229166666666666,,0.0
2016-05-17,,,0.1908333333333333,17.833333333333332,,75.81416666666667,24.207083333333333,12.60875,0.03208333333333333,,0.0
2016-05-18,,,3.7422916666666666,14.75,,87.35958333333333,21.39375,7.639166666666667,0.05625,,13.0
2016-05-19,,,2.448958333333333,16.25,,90.48083333333334,20.992916666666666,12.898333333333333,0.07062500000000001,,9.0
2016-05-20,,,2.0900000000000003,11.909090909090908,,84.51454545454546,22.33,21.26,0.05545454545454545,,0.0
