data,no,no2,so2,pm2_5,nox,ur,temp,o3,co,pm10,chuva,aqi,qualidade_do_ar
2012-06-20,,,,41.6,,89.304,23.475,1.0130000000000001,1.0671428571428572,,,71,N2 - Moderada
2012-06-21,23.1525,28.0,,15.791666666666666,51.1425,86.165,23.662916666666664,6.210416666666667,0.12875,,0.0,41,N2 - Moderada
2012-06-22,24.187083333333334,21.80333333333333,,7.020833333333333,45.97291666666667,81.06916666666667,23.41416666666667,13.46125,0.11958333333333333,,0.0,19,N1 - Boa
2012-06-23,8.48625,19.12333333333333,,9.770833333333334,27.610416666666666,69.54166666666667,22.587083333333336,34.55958333333333,0.09125,,0.0,27,N1 - Boa
2012-06-24,34.64270833333333,24.5575,,34.625,59.19979166666667,77.78145833333333,22.073541666666667,27.067916666666665,0.558125,,0.0,63,N2 - Moderada
2012-06-25,24.66,26.35875,,15.583333333333334,50.961666666666666,76.92416666666666,22.318749999999998,27.35625,0.11125,,0.0,41,N2 - Moderada
2012-06-26,30.898750000000003,26.5425,,17.5625,57.43625,75.615,22.766666666666666,21.97,0.18666666666666668,,0.0,43,N2 - Moderada
2012-06-27,44.24458333333334,29.732916666666668,,18.75,73.96916666666667,72.41125,22.533749999999998,15.162916666666666,0.2070833333333333,,0.0,44,N2 - Moderada
2012-06-28,91.96,44.025416666666665,,26.833333333333332,135.98666666666665,72.95458333333333,23.413749999999997,6.271250000000001,0.5445833333333333,,0.0,54,N2 - Moderada
2012-06-29,64.12458333333333,38.625416666666666,,33.75,102.75166666666667,71.3075,24.559583333333332,17.356666666666666,0.3595833333333333,,0.0,62,N2 - Moderada
2012-06-30,61.300000000000004,39.08895833333333,,38.833333333333336,100.38895833333333,70.42125,24.98166666666667,27.17125,0.44812499999999994,,0.0,67,N2 - Moderada
2012-07-01,54.72291666666666,33.045833333333334,,45.833333333333336,87.76875,67.34416666666667,25.30333333333333,38.81083333333333,0.5208333333333334,,0.0,75,N2 - Moderada
2012-07-02,65.91541666666667,38.592083333333335,,33.0,104.50958333333334,68.30270833333333,25.855,26.668333333333333,0.6275000000000001,,0.0,60,N2 - Moderada
2012-07-03,73.24187500000001,39.762499999999996,,38.083333333333336,112.97437500000001,64.52499999999999,25.925833333333333,30.882500000000004,0.3741666666666667,,0.0,66,N2 - Moderada
2012-07-04,56.73291666666666,28.664583333333336,,29.208333333333332,85.52166666666666,61.01,25.109583333333333,25.702083333333334,0.1125,,0.0,56,N2 - Moderada
2012-07-05,59.82041666666667,28.835416666666664,,21.583333333333332,88.65708333333333,60.41041666666666,25.068749999999998,16.865,0.19125,,0.0,48,N2 - Moderada
2012-07-06,53.75625,25.22583333333333,,29.875,78.971875,60.713541666666664,25.35604166666667,15.87625,0.3077083333333333,,0.0,57,N2 - Moderada
2012-07-07,56.586666666666666,29.018333333333334,,31.25,85.60541666666666,66.23875,24.339583333333334,22.01375,0.525,,0.0,58,N2 - Moderada
2012-07-08,7.629166666666666,19.145,,10.166666666666666,26.77208333333333,84.41,20.460416666666667,28.484166666666667,0.12583333333333332,,7.0,27,N1 - Boa
2012-07-09,22.559166666666666,26.00375,,8.791666666666666,48.56875,74.69875,19.902083333333334,22.025833333333335,0.09875,,0.0,24,N1 - Boa
2012-07-10,63.909166666666664,35.880625,,20.041666666666668,99.78125,65.17541666666666,19.925,21.870208333333334,0.37395833333333334,,0.0,46,N2 - Moderada
2012-07-11,66.42458333333333,43.96791666666667,,30.666666666666668,110.39208333333333,62.192083333333336,23.020416666666666,22.312916666666666,0.455,,0.0,58,N2 - Moderada
2012-07-12,36.79708333333333,42.25,,30.625,79.04333333333334,80.63541666666667,22.208333333333332,15.619583333333333,0.37166666666666665,,11.0,58,N2 - Moderada
2012-07-13,13.490625000000001,23.066041666666667,,10.166666666666666,36.55645833333333,71.21916666666667,21.42895833333333,25.37875,0.14666666666666667,,0.0,27,N1 - Boa
2012-07-14,7.017916666666667,25.32166666666667,,20.416666666666668,32.335,73.28958333333334,21.3625,29.976249999999997,0.09583333333333333,,0.0,46,N2 - Moderada
2012-07-15,3.461578947368421,27.091578947368422,,17.375,30.55473684210526,74.65458333333333,20.486666666666668,34.7725,0.10625,,0.0,42,N2 - Moderada
2012-07-16,15.857083333333334,31.69541666666667,,18.458333333333332,47.55166666666667,83.11333333333333,19.154166666666665,11.018749999999999,0.12208333333333334,,0.0,43,N2 - Moderada
2012-07-17,16.24625,24.180833333333336,,7.166666666666667,40.427083333333336,71.14083333333333,22.0825,20.77875,0.075,,0.0,19,N1 - Boa
2012-07-18,33.860416666666666,30.917916666666667,,12.75,64.77708333333334,81.09041666666667,20.622083333333332,11.378333333333332,0.23375,,4.0,35,N1 - Boa
2012-07-19,15.702916666666667,24.42833333333333,,11.875,40.1325,76.45625,18.9775,21.28708333333333,0.1708333333333333,,1.0,32,N1 - Boa
2012-07-20,52.97458333333333,37.043749999999996,,31.958333333333332,90.01916666666666,74.99833333333333,20.135,17.620416666666667,0.5116666666666666,,0.0,59,N2 - Moderada
2012-07-21,65.97895833333332,46.89333333333334,,39.05882352941177,112.8675,74.213125,21.633333333333336,19.650000000000002,1.1464583333333334,,0.0,67,N2 - Moderada
2012-07-22,94.10708333333334,57.42916666666667,,99.07692307692308,151.53083333333333,64.20666666666666,23.875833333333333,39.11208333333333,1.6233333333333333,,0.0,158,N4 - Muito Ruim
2012-07-23,81.32375,51.534166666666664,,51.7,132.86166666666665,68.74083333333333,24.123333333333335,25.85875,0.8045833333333333,,0.0,83,N3 - Ruim
2012-07-24,32.79604166666667,43.958125,,52.041666666666664,75.53145833333333,68.94645833333333,25.527708333333333,45.56479166666667,0.63625,,0.0,83,N3 - Ruim
2012-07-25,60.900000000000006,30.896666666666665,,37.25,91.37666666666667,62.474583333333335,25.157083333333333,37.030833333333334,0.49125,,0.0,65,N2 - Moderada
2012-07-26,43.80083333333334,38.201249999999995,,,81.48541666666667,67.01291666666667,25.70125,39.8025,0.5783333333333334,,0.0,38,N1 - Boa
2012-07-27,32.329166666666666,30.081666666666667,,,61.475833333333334,69.91083333333333,24.11,34.20583333333334,0.21458333333333335,,0.0,32,N1 - Boa
2012-07-28,7.2825,25.82375,,,32.172916666666666,73.51791666666666,24.06625,43.900416666666665,0.18791666666666665,,0.0,48,N2 - Moderada
2012-07-29,22.377499999999998,29.84875,,34.89473684210526,50.965,65.70041666666667,25.5275,53.73791666666667,0.66,,0.0,69,N2 - Moderada
2012-07-30,14.383333333333333,27.135,,31.083333333333332,40.384166666666665,73.41833333333334,23.842916666666667,45.87958333333333,0.27666666666666667,,0.0,58,N2 - Moderada
2012-07-31,12.565,27.278750000000002,,23.125,38.77708333333333,74.39041666666667,23.984583333333333,29.109583333333333,0.13583333333333333,,0.0,49,N2 - Moderada
2012-08-01,11.825416666666667,22.735833333333332,,17.583333333333332,33.91854166666667,72.8675,23.882291666666664,22.179999999999996,0.09041666666666666,,0.0,43,N2 - Moderada
2012-08-02,14.13642857142857,19.58857142857143,,13.75,33.39785714285714,67.75,24.886666666666667,18.79125,0.10708333333333335,,0.0,37,N1 - Boa
2012-08-03,,,,21.416666666666668,,65.31208333333333,25.225416666666664,27.99083333333333,0.13166666666666668,,0.0,47,N2 - Moderada
2012-08-04,,,,25.583333333333332,,58.14208333333334,26.077916666666667,30.78708333333333,0.2820833333333333,,0.0,52,N2 - Moderada
2012-08-05,,,,25.0,,70.43333333333334,23.745,45.53,0.14333333333333334,,10.0,51,N2 - Moderada
2012-08-06,,,,13.416666666666666,,67.76333333333334,21.484583333333333,34.612500000000004,0.16625,,0.0,35,N1 - Boa
2012-08-07,,,,20.541666666666668,,67.068125,21.065416666666668,22.390833333333333,0.18437499999999998,,0.0,47,N2 - Moderada
2012-08-08,,,,15.291666666666666,,69.0825,22.375416666666666,28.835416666666664,0.11708333333333333,,0.0,40,N1 - Boa
2012-08-09,,,,17.125,,65.70583333333333,23.05333333333333,25.26375,0.09541666666666666,,0.0,42,N2 - Moderada
2012-08-10,,,,16.604166666666668,,63.26125,23.790833333333335,28.664583333333336,0.16458333333333333,,0.0,42,N2 - Moderada
2012-08-11,,,,14.708333333333334,,61.15166666666667,24.41208333333333,29.95041666666667,0.06874999999999999,,0.0,40,N1 - Boa
