data,no,no2,so2,pm2_5,nox,ur,temp,o3,co,pm10,chuva,aqi,qualidade_do_ar
2012-09-28,,,,12.6,,61.81285714285714,19.91142857142857,,,,0.0,35,N1 - Boa
2012-09-29,,,,17.854166666666668,,63.54333333333333,20.15791666666667,,,,0.0,43,N2 - Moderada
2012-09-30,,,,13.833333333333334,,56.80041666666667,21.186666666666667,,,,0.0,37,N1 - Boa
2012-10-01,,,,23.854166666666668,,63.06125,22.84583333333333,11.802222222222222,0.14250000000000002,,0.0,50,N2 - Moderada
2012-10-02,,,,27.791666666666668,,67.28333333333333,24.892916666666665,12.252916666666666,0.18708333333333335,,0.0,55,N2 - Moderada
2012-10-03,,,,26.9375,,62.335,26.633333333333336,10.325416666666667,0.1729166666666667,,0.0,54,N2 - Moderada
2012-10-04,,,,33.4375,,63.16833333333333,26.51875,10.425,0.23625,,0.0,60,N2 - Moderada
2012-10-05,,,,28.166666666666668,,65.48895833333333,26.239791666666665,11.544791666666667,0.171875,,0.0,55,N2 - Moderada
2012-10-06,,,,20.458333333333332,,60.97625,26.011666666666667,15.0375,0.13375,,0.0,46,N2 - Moderada
2012-10-07,,,,18.166666666666668,,55.73,26.977500000000003,17.361666666666668,0.06166666666666667,,0.0,43,N2 - Moderada
2012-10-08,,,,19.708333333333332,,60.88375,26.39625,11.137500000000001,0.13833333333333334,,0.0,46,N2 - Moderada
2012-10-09,,,,26.818181818181817,,52.10916666666666,27.936666666666667,6.829166666666667,0.19166666666666665,,0.0,54,N2 - Moderada
2012-10-10,,,,,,46.64625,30.416666666666668,9.265416666666667,0.2575,,0.0,9,N1 - Boa
2012-10-11,,,,,,67.01041666666667,26.61791666666667,17.44333333333333,0.15375,,18.0,15,N1 - Boa
2012-10-12,,,,,,83.6525,22.074166666666667,22.224999999999998,0.09999999999999999,,13.0,15,N1 - Boa
2012-10-13,,,,,,86.68583333333333,21.245,21.24125,0.13333333333333333,,5.0,12,N1 - Boa
2012-10-14,,,,,,70.865,21.79625,33.245,0.0425,,0.0,17,N1 - Boa
2012-10-15,,,,,,70.568125,21.87125,16.35770833333333,0.08041666666666666,,0.0,13,N1 - Boa
2012-10-16,,,,,,66.285,23.864166666666666,14.575833333333334,0.155,,0.0,12,N1 - Boa
2012-10-17,,,,,,60.45708333333334,25.727083333333336,13.510416666666666,0.24708333333333332,,0.0,15,N1 - Boa
2012-10-18,,,,,,57.64285714285714,28.359650793650793,14.236833333333333,0.3901587301587302,,0.0,11,N1 - Boa
2012-10-19,,,,,,,,,,,,,
2012-10-20,,,,,,64.55323529411764,26.901176470588236,25.566911764705882,0.10352941176470588,,0.0,15,N1 - Boa
2012-10-21,,,,,,66.2925,27.596666666666668,28.62875,0.09125,,19.0,22,N1 - Boa
2012-10-22,,,,,,69.00041666666667,27.439999999999998,11.4275,0.6175,,0.0,13,N1 - Boa
2012-10-23,,,,,,69.61,27.77916666666667,6.045000000000001,0.5537500000000001,,5.0,7,N1 - Boa
2012-10-24,,,,,,64.58416666666666,26.945833333333336,17.583333333333332,0.18166666666666664,,3.0,11,N1 - Boa
2012-10-25,,,,,,72.42291666666667,24.610416666666666,18.050416666666667,0.12583333333333332,,0.0,11,N1 - Boa
2012-10-26,,,,,,75.32833333333333,26.407916666666665,9.239166666666668,0.29791666666666666,,0.0,8,N1 - Boa
2012-10-27,,,,,,68.86958333333334,28.124166666666667,17.584166666666665,0.24208333333333334,,0.0,19,N1 - Boa
2012-10-28,,,,,,66.80449999999999,29.032,30.497000000000003,0.158,,0.0,26,N1 - Boa
2012-10-29,,,,,,65.6900462962963,28.33324074074074,24.556018518518517,0.1111111111111111,,0.0,18,N1 - Boa
2012-10-30,,,,,,67.32666666666667,29.28708333333333,16.73875,0.44166666666666665,,0.0,18,N1 - Boa
2012-10-31,,,,,,65.19458333333334,30.272499999999997,24.78916666666667,0.4595833333333333,,0.0,21,N1 - Boa
2012-11-01,,,,,,72.51125,26.003333333333334,27.445416666666663,0.07333333333333333,,0.0,14,N1 - Boa
2012-11-02,,,,,,82.11541666666666,22.697083333333335,10.24375,0.05458333333333334,,0.0,11,N1 - Boa
2012-11-03,,,,,,76.72791666666667,23.408749999999998,17.757916666666667,0.042916666666666665,,0.0,12,N1 - Boa
2012-11-04,,,,,,75.27416666666666,24.51625,23.03125,0.03791666666666667,,0.0,16,N1 - Boa
2012-11-05,,,,,,76.05291666666666,25.34958333333333,24.129791666666666,0.09708333333333334,,0.0,14,N1 - Boa
2012-11-06,,,,7.25,,71.46139393939394,26.455454545454543,36.94042424242424,0.05024242424242424,,0.0,19,N1 - Boa
2012-11-07,,,,10.208333333333334,,72.19958333333334,26.038749999999997,18.625,0.07958333333333333,,0.0,27,N1 - Boa
2012-11-08,,,,10.770833333333334,,73.48291666666667,26.303749999999997,12.418750000000001,0.11041666666666666,,0.0,29,N1 - Boa
2012-11-09,,,,12.458333333333334,,73.59708333333333,26.52916666666667,4.620416666666666,0.11208333333333333,,1.0,32,N1 - Boa
2012-11-10,,,,11.104166666666666,,83.39208333333333,24.53916666666667,1.7687499999999998,0.12416666666666666,,5.0,29,N1 - Boa
