data_formatada,descricao_aqi,aqi_final
2012-08-25,Moderate,4.285043668202253
2012-08-26,Moderate,4.214681232302227
2012-08-27,Moderate,4.261421820032744
2012-08-28,Moderate,4.122224363652421
2012-08-29,Moderate,4.235122873789581
2012-08-30,Moderate,4.253144293901578
2012-08-31,Moderate,4.23775774658901
2012-09-01,Moderate,4.142624321871351
2012-09-02,Unhealthy for Sensitive Groups,4.9063738969222195
2012-09-03,Moderate,4.355428550426395
2012-09-04,Moderate,3.905728629081659
2012-09-05,Unhealthy for Sensitive Groups,4.551718215605116
2012-09-06,Unhealthy for Sensitive Groups,4.56609119631097
2012-09-07,Unhealthy for Sensitive Groups,4.579150046167367
2012-09-08,Unhealthy for Sensitive Groups,4.554762095539748
2012-09-09,Moderate,4.445839793399157
2012-09-10,Moderate,4.42544297835536
2012-09-11,Unhealthy for Sensitive Groups,4.5475971223981775
2012-09-12,Moderate,4.356644834642187
2012-09-13,Moderate,4.392090830593099
2012-09-14,Moderate,4.118154600595597
2012-09-15,Moderate,4.328471140143355
2012-09-16,Unhealthy for Sensitive Groups,4.558183731994435
2012-09-17,Unhealthy for Sensitive Groups,4.64207085776427
2012-09-18,Unhealthy for Sensitive Groups,4.595103541125038
2012-09-19,Unhealthy for Sensitive Groups,4.693209946221072
2012-09-20,Unhealthy for Sensitive Groups,4.641522505314359
2012-09-21,Unhealthy for Sensitive Groups,4.546831346129941
2012-09-22,Moderate,4.29148153612885
2012-09-23,Moderate,4.114854848582194
2012-09-24,Moderate,4.364572111387544
2012-09-25,Moderate,4.406357648416241
2012-09-26,Moderate,4.063782138018244
2012-09-27,Moderate,4.232062902163137
2012-09-28,Moderate,4.17495078793864
2012-09-29,Moderate,4.1140675196492085
2012-09-30,Moderate,4.0727043391692765
2012-10-01,Moderate,4.5212643759390945
2012-10-02,Moderate,4.499064359652769
2012-10-03,Moderate,4.420882931490903
2012-10-04,Moderate,4.306681037842275
2012-10-05,Moderate,4.335750889109471
2012-10-06,Moderate,3.959563464811992
2012-10-07,Moderate,3.977161783368259
2012-10-08,Moderate,3.8897127926383352
2012-10-09,Moderate,4.366753649084448
2012-10-10,Unhealthy for Sensitive Groups,4.598451696203012
2012-10-11,Unhealthy for Sensitive Groups,4.556492079940222
2012-10-12,Moderate,4.158547665490274
2012-10-13,Moderate,4.209510101189358
2012-10-14,Good,3.7045574698086976
2012-10-15,Moderate,3.880152506282737
2012-10-16,Unhealthy for Sensitive Groups,4.57376065955798
2012-10-17,Unhealthy for Sensitive Groups,4.653504022028543
2012-10-18,Unhealthy for Sensitive Groups,4.6550326790672125
2012-10-19,Moderate,4.030855320705014
2012-10-20,Moderate,4.165886727824578
2012-10-21,Moderate,4.15166180260155
2012-10-22,Moderate,4.064472170301308
2012-10-23,Unhealthy for Sensitive Groups,4.565217750537489
2012-10-24,Moderate,4.4365429203412345
2012-10-25,Moderate,4.090142475396779
2012-10-26,Moderate,4.135519426186586
2012-10-27,Unhealthy for Sensitive Groups,4.838233556791493
2012-10-28,Moderate,4.345885564277513
2012-10-29,Moderate,4.421111725458508
2012-10-30,Unhealthy for Sensitive Groups,4.605749849428642
2012-10-31,Unhealthy for Sensitive Groups,4.742734958543022
2012-11-01,Moderate,4.090142475396779
2012-11-02,Moderate,4.072375360463551
2012-11-03,Moderate,3.989255860121994
2012-11-04,Moderate,3.930070306160955
2012-11-05,Moderate,4.184513425942635
2012-11-06,Moderate,4.342975782318153
2012-11-07,Moderate,4.104727970784884
2012-11-08,Good,3.2736685522352036
2012-11-09,Moderate,3.9956918825074865
2012-11-10,Good,3.8293604500066087
2012-11-11,Moderate,4.003676792029363
2012-11-12,Moderate,3.957526270865925
2012-11-13,Moderate,4.001908090187938
2012-11-14,Moderate,4.085771965379304
2012-11-15,Moderate,3.936913420098607
2012-11-16,Moderate,4.031542200569019
2012-11-17,Moderate,4.039746696401376
2012-11-18,Moderate,3.904749868164766
2012-11-19,Moderate,4.171395750136389
2012-11-20,Moderate,4.307325252721402
2012-11-21,Moderate,4.346567914170785
2012-11-22,Moderate,4.01407245057454
2012-11-23,Unhealthy,4.972788535812153
2012-11-24,Unhealthy for Sensitive Groups,4.533863014512274
2012-11-25,Moderate,4.3162991144680865
2012-11-26,Moderate,4.12113035352763
2012-11-27,Moderate,4.4154904854922465
2012-11-28,Moderate,4.432595346064029
2012-11-29,Moderate,4.28174231924573
2012-11-30,Good,3.770575429503207
2012-12-01,Good,3.71888365491922
2012-12-02,Moderate,4.064943404026438
2012-12-03,Moderate,4.440474295163993
2012-12-04,Moderate,4.2557302059509485
2012-12-05,Unhealthy for Sensitive Groups,4.69672127754483
2012-12-06,Moderate,4.174359195065594
2012-12-07,Unhealthy for Sensitive Groups,4.642025057534681
2012-12-08,Unhealthy for Sensitive Groups,4.775961833984769
2012-12-09,Moderate,3.9679064892144886
2012-12-10,Moderate,4.13000269005746
2012-12-11,Unhealthy for Sensitive Groups,4.613142370577088
2012-12-12,Unhealthy for Sensitive Groups,4.5436012284380425
2012-12-13,Moderate,4.4567019138837765
2012-12-14,Unhealthy for Sensitive Groups,4.559239498174803
2012-12-15,Unhealthy for Sensitive Groups,4.562399826795021
2012-12-16,Unhealthy for Sensitive Groups,4.548629060367646
2012-12-17,Unhealthy for Sensitive Groups,4.55251551502605
2012-12-18,Unhealthy for Sensitive Groups,4.5355770732558325
2012-12-19,Unhealthy,4.927427865483579
2012-12-20,Unhealthy for Sensitive Groups,4.538780438539093
2012-12-21,Unhealthy,4.933586193698679
2012-12-22,Unhealthy for Sensitive Groups,4.557602563789086
2012-12-23,Moderate,4.112799252275804
2012-12-24,Moderate,4.388725089679634
2012-12-25,Moderate,3.9888970369531345
2012-12-26,Unhealthy for Sensitive Groups,4.623475795125842
2012-12-27,Unhealthy for Sensitive Groups,4.6013507149898185
2012-12-28,Moderate,4.405147602777561
2012-12-29,Moderate,4.344092022844472
2012-12-30,Unhealthy,5.070467149918254
2012-12-31,Moderate,4.124794331827137
2013-01-01,Moderate,4.2319235804281625
2013-01-02,Moderate,4.3961982209168395
2013-01-03,Moderate,4.058288615579266
2013-01-04,Good,3.8527109305039158
2013-01-05,Moderate,4.194561371826116
2013-01-06,Moderate,4.406894959327262
2013-01-07,Unhealthy for Sensitive Groups,4.5423490828436845
2013-01-08,Moderate,4.222964652195116
2013-01-09,Moderate,4.363600943157753
2013-01-10,Moderate,4.31719189921135
2013-01-11,Moderate,4.027930592593346
2013-01-12,Moderate,4.244657246407611
2013-01-13,Moderate,4.280815901749809
2013-01-14,Moderate,4.36989601973559
2013-01-15,Moderate,4.367721630023654
2013-01-16,Moderate,4.461429340571687
2013-01-17,Moderate,3.953768729493052
2013-01-18,Moderate,4.416295541650491
2013-01-19,Moderate,4.278562298649442
2013-01-20,Good,3.8090764370031445
2013-01-21,Good,3.808309807126261
2013-01-22,Good,3.7442988149318888
2013-01-23,Good,3.712002475867999
2013-01-24,Moderate,4.408098439292541
2013-01-25,Moderate,4.456591695638842
2013-01-26,Moderate,4.341112488557588
2013-01-27,Moderate,4.203501111996872
2013-01-28,Good,3.8512450822700113
2013-01-29,Good,3.8115637769670943
2013-01-30,Good,3.505328419973725
2013-01-31,Good,3.721281033666192
2013-02-01,Good,3.6332223160630663
2013-02-02,Moderate,4.25259900212523
2013-02-03,Moderate,4.223105280599969
2013-02-04,Moderate,4.166485978971526
2013-02-05,Moderate,4.258580233675382
2013-02-06,Moderate,4.066599924724641
2013-02-07,Moderate,4.377587478792849
2013-02-08,Moderate,4.453942645894066
2013-02-09,Unhealthy for Sensitive Groups,4.545661628358189
2013-02-10,Unhealthy for Sensitive Groups,4.744250858107762
2013-02-11,Unhealthy for Sensitive Groups,4.83749059969102
2013-02-12,Unhealthy for Sensitive Groups,4.839933989750442
2013-02-13,Moderate,4.234706179067772
2013-02-14,Moderate,4.298130276918292
2013-02-15,Unhealthy for Sensitive Groups,4.658373479182615
2013-02-16,Unhealthy for Sensitive Groups,4.609423672352609
2013-02-17,Moderate,4.119408673096184
2013-02-18,Unhealthy for Sensitive Groups,4.7024456151256775
2013-02-19,Moderate,4.217322550989994
2013-02-20,Unhealthy for Sensitive Groups,4.827184583179395
2013-02-21,Moderate,4.378664157150011
2013-02-22,Moderate,4.028132358082681
2013-02-23,Moderate,4.019303832667567
2013-02-24,Moderate,4.132708624783708
2013-02-25,Unhealthy for Sensitive Groups,4.557743485460384
2013-02-26,Moderate,4.404613689414489
2013-02-27,Moderate,4.400415192864163
2013-02-28,Moderate,3.9742510047910224
2013-03-01,Moderate,3.954555354924505
2013-03-02,Moderate,3.953438891102926
2013-03-03,Moderate,4.129382736963338
2013-03-04,Moderate,4.309255304928167
2013-03-05,Moderate,4.310924880589318
2013-03-06,Moderate,4.072897129213718
2013-03-07,Moderate,4.163406318752557
2013-03-08,Moderate,4.3534776454706225
2013-03-09,Unhealthy for Sensitive Groups,4.545808697636235
2013-03-10,Moderate,3.952693861201351
2013-03-11,Moderate,3.9679064892144886
2013-03-12,Moderate,4.050914722360708
2013-03-13,Moderate,4.083029105645905
2013-03-14,Good,3.7467546002072045
2013-03-15,Good,3.75879098064009
2013-03-16,Good,3.7027089874697343
2013-03-17,Moderate,3.9199492976160153
2013-03-18,Good,3.7381318231332785
2013-03-19,Moderate,3.9055329565370265
2013-03-20,Moderate,3.979861308224354
2013-03-21,Unhealthy for Sensitive Groups,4.538708570419045
2013-03-22,Unhealthy for Sensitive Groups,4.538061514412741
2013-03-23,Moderate,4.04801242763359
2013-03-24,Good,3.8492258890185713
2013-03-25,Moderate,4.183927698473391
2013-03-26,Moderate,4.1045688881083136
2013-03-27,Moderate,3.9795203201251117
2013-03-28,Moderate,3.9558562600628417
2013-03-29,Good,3.8323571758744803
2013-03-30,Good,3.5601617911986407
2013-03-31,Moderate,3.9649136543417787
2013-04-01,Moderate,4.124564483246199
2013-04-02,Moderate,3.9994264281536087
2013-04-03,Good,3.814997212499634
2013-04-04,Moderate,4.04110732886231
2013-04-05,Moderate,4.091293595308177
2013-04-06,Moderate,4.163183997074972
2013-04-07,Moderate,3.9483277726714823
2013-04-08,Moderate,3.926250833372042
2013-04-09,Moderate,4.076485333876192
2013-04-10,Moderate,4.063117926792939
2013-04-11,Moderate,4.061122533917321
2013-04-12,Moderate,4.397840360165128
2013-04-13,Moderate,4.19354679550835
2013-04-14,Good,3.6137112734386307
2013-04-15,Moderate,3.9521347097814212
2013-04-16,Moderate,4.105297951910584
2013-04-17,Moderate,4.047712965608978
2013-04-18,Moderate,4.222403715947835
2013-04-19,Moderate,4.063867551387994
